"","codmunres","ano","total_internacoes_ans","casos_mmg_ans_transfusao","casos_mmg_ans_tmp","casos_mmg_ans_hipertensao","casos_mmg_ans_hemorragia","casos_mmg_ans_infeccoes","casos_mmg_ans_cirurgia","casos_mmg_ans_uti","casos_mmg_ans","total_tipo_obst","cid_ign","total_tipo_obst_2"
"14397",250500,2020,1,0,0,0,0,0,0,0,0,1,0,1
"14398",250500,2021,1,0,0,0,0,0,0,0,0,0,1,0
"14399",250500,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14400",250510,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14401",250510,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14402",250510,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14403",250510,2015,2,0,0,0,0,0,0,0,0,2,2,2
"14404",250510,2016,2,0,1,0,0,0,0,1,1,2,1,2
"14405",250510,2017,5,0,0,0,0,0,0,0,0,5,4,5
"14406",250510,2018,8,0,0,0,0,0,0,0,0,6,5,6
"14407",250510,2019,4,0,0,0,0,0,0,0,0,4,3,4
"14408",250510,2020,7,0,0,0,0,0,0,0,0,6,7,6
"14409",250510,2021,5,0,0,0,0,0,1,1,1,4,4,4
"14410",250510,2022,6,0,0,0,0,0,0,0,0,3,3,3
"14411",250520,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14412",250520,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14413",250520,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14414",250520,2015,1,0,0,0,0,0,0,0,0,1,0,1
"14415",250520,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14416",250520,2017,0,0,0,0,0,0,0,0,0,0,0,0
"14417",250520,2018,0,0,0,0,0,0,0,0,0,0,0,0
"14418",250520,2019,0,0,0,0,0,0,0,0,0,0,0,0
"14419",250520,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14420",250520,2021,2,0,0,0,0,0,0,0,0,2,2,2
"14421",250520,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14422",250523,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14423",250523,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14424",250523,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14425",250523,2015,1,0,0,0,0,0,0,0,0,0,0,0
"14426",250523,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14427",250523,2017,0,0,0,0,0,0,0,0,0,0,0,0
"14428",250523,2018,1,0,0,0,0,0,0,0,0,1,0,1
"14429",250523,2019,0,0,0,0,0,0,0,0,0,0,0,0
"14430",250523,2020,3,0,0,0,0,0,0,0,0,2,3,2
"14431",250523,2021,1,0,0,0,0,0,0,0,0,1,1,1
"14432",250523,2022,2,0,0,0,0,0,0,0,0,1,2,1
"14433",250527,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14434",250527,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14435",250527,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14436",250527,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14437",250527,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14438",250527,2017,0,0,0,0,0,0,0,0,0,0,0,0
"14439",250527,2018,1,0,0,0,0,0,0,0,0,1,0,1
"14440",250527,2019,1,0,0,0,0,0,0,0,0,1,0,1
"14441",250527,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14442",250527,2021,0,0,0,0,0,0,0,0,0,0,0,0
"14443",250527,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14444",250530,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14445",250530,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14446",250530,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14447",250530,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14448",250530,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14449",250530,2017,0,0,0,0,0,0,0,0,0,0,0,0
"14450",250530,2018,0,0,0,0,0,0,0,0,0,0,0,0
"14451",250530,2019,0,0,0,0,0,0,0,0,0,0,0,0
"14452",250530,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14453",250530,2021,0,0,0,0,0,0,0,0,0,0,0,0
"14454",250530,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14455",250535,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14456",250535,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14457",250535,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14458",250535,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14459",250535,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14460",250535,2017,0,0,0,0,0,0,0,0,0,0,0,0
"14461",250535,2018,2,0,0,0,0,0,0,0,0,2,0,2
"14462",250535,2019,0,0,0,0,0,0,0,0,0,0,0,0
"14463",250535,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14464",250535,2021,0,0,0,0,0,0,0,0,0,0,0,0
"14465",250535,2022,1,0,0,0,0,0,0,0,0,0,1,0
"14466",250540,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14467",250540,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14468",250540,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14469",250540,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14470",250540,2016,1,0,0,1,0,0,0,0,1,1,0,1
"14471",250540,2017,0,0,0,0,0,0,0,0,0,0,0,0
"14472",250540,2018,0,0,0,0,0,0,0,0,0,0,0,0
"14473",250540,2019,0,0,0,0,0,0,0,0,0,0,0,0
"14474",250540,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14475",250540,2021,1,0,0,0,0,0,0,0,0,0,1,0
"14476",250540,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14477",250550,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14478",250550,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14479",250550,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14480",250550,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14481",250550,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14482",250550,2017,1,0,0,0,0,0,0,0,0,1,0,1
"14483",250550,2018,1,0,0,0,0,0,0,0,0,1,0,1
"14484",250550,2019,0,0,0,0,0,0,0,0,0,0,0,0
"14485",250550,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14486",250550,2021,1,0,0,0,0,0,0,0,0,1,0,1
"14487",250550,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14488",250560,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14489",250560,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14490",250560,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14491",250560,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14492",250560,2016,1,0,0,0,0,0,0,0,0,0,1,0
"14493",250560,2017,0,0,0,0,0,0,0,0,0,0,0,0
"14494",250560,2018,0,0,0,0,0,0,0,0,0,0,0,0
"14495",250560,2019,0,0,0,0,0,0,0,0,0,0,0,0
"14496",250560,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14497",250560,2021,0,0,0,0,0,0,0,0,0,0,0,0
"14498",250560,2022,1,0,0,0,0,0,0,0,0,1,0,1
"14499",250570,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14500",250570,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14501",250570,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14502",250570,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14503",250570,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14504",250570,2017,1,0,0,0,0,0,0,0,0,1,0,1
"14505",250570,2018,1,0,0,0,0,0,0,0,0,1,0,1
"14506",250570,2019,2,0,0,0,0,0,0,1,1,1,0,1
"14507",250570,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14508",250570,2021,0,0,0,0,0,0,0,0,0,0,0,0
"14509",250570,2022,1,0,0,0,0,0,0,0,0,1,0,1
"14510",250580,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14511",250580,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14512",250580,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14513",250580,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14514",250580,2016,1,0,0,0,0,0,0,0,0,1,0,1
"14515",250580,2017,1,0,0,0,0,0,0,0,0,1,1,1
"14516",250580,2018,1,0,0,0,0,0,0,0,0,1,0,1
"14517",250580,2019,0,0,0,0,0,0,0,0,0,0,0,0
"14518",250580,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14519",250580,2021,1,0,0,0,0,0,0,0,0,1,1,1
"14520",250580,2022,1,0,0,0,0,0,0,0,0,0,1,0
"14521",250590,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14522",250590,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14523",250590,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14524",250590,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14525",250590,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14526",250590,2017,0,0,0,0,0,0,0,0,0,0,0,0
"14527",250590,2018,0,0,0,0,0,0,0,0,0,0,0,0
"14528",250590,2019,0,0,0,0,0,0,0,0,0,0,0,0
"14529",250590,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14530",250590,2021,0,0,0,0,0,0,0,0,0,0,0,0
"14531",250590,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14532",250600,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14533",250600,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14534",250600,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14535",250600,2015,10,0,0,0,0,0,0,0,0,9,5,9
"14536",250600,2016,3,0,0,0,0,0,0,0,0,3,1,3
"14537",250600,2017,17,0,0,0,0,0,0,0,0,13,9,13
"14538",250600,2018,19,0,0,0,0,0,0,0,0,19,7,19
"14539",250600,2019,14,0,1,0,0,0,0,0,1,12,6,12
"14540",250600,2020,12,0,0,0,0,0,0,0,0,11,9,11
"14541",250600,2021,16,0,0,0,0,0,0,0,0,15,9,15
"14542",250600,2022,15,0,0,0,0,0,0,0,0,15,14,15
"14543",250610,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14544",250610,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14545",250610,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14546",250610,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14547",250610,2016,1,0,0,0,0,0,0,0,0,1,0,1
"14548",250610,2017,4,0,0,0,0,0,0,0,0,4,0,4
"14549",250610,2018,0,0,0,0,0,0,0,0,0,0,0,0
"14550",250610,2019,6,0,0,0,0,0,0,0,0,6,4,6
"14551",250610,2020,5,0,0,0,0,0,0,0,0,4,2,4
"14552",250610,2021,7,0,0,0,0,0,0,0,0,5,4,5
"14553",250610,2022,5,0,0,0,0,0,0,0,0,4,3,4
"14554",250620,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14555",250620,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14556",250620,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14557",250620,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14558",250620,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14559",250620,2017,1,0,0,0,0,0,0,0,0,1,0,1
"14560",250620,2018,0,0,0,0,0,0,0,0,0,0,0,0
"14561",250620,2019,0,0,0,0,0,0,0,0,0,0,0,0
"14562",250620,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14563",250620,2021,0,0,0,0,0,0,0,0,0,0,0,0
"14564",250620,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14565",250625,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14566",250625,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14567",250625,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14568",250625,2015,1,0,0,0,0,0,0,0,0,1,0,1
"14569",250625,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14570",250625,2017,0,0,0,0,0,0,0,0,0,0,0,0
"14571",250625,2018,1,0,0,0,0,0,0,0,0,1,1,1
"14572",250625,2019,2,0,0,0,0,0,0,0,0,2,1,2
"14573",250625,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14574",250625,2021,0,0,0,0,0,0,0,0,0,0,0,0
"14575",250625,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14576",250630,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14577",250630,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14578",250630,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14579",250630,2015,30,0,0,0,0,0,0,0,0,30,9,30
"14580",250630,2016,29,0,0,1,0,0,0,0,1,25,6,25
"14581",250630,2017,56,0,0,0,1,0,1,1,3,49,26,49
"14582",250630,2018,59,0,0,0,0,0,0,1,1,55,24,55
"14583",250630,2019,38,3,0,0,4,0,0,3,6,26,16,26
"14584",250630,2020,24,0,0,0,0,0,0,0,0,20,22,20
"14585",250630,2021,54,0,0,0,0,0,0,0,0,52,51,52
"14586",250630,2022,39,0,0,0,0,0,0,3,3,35,31,35
"14587",250640,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14588",250640,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14589",250640,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14590",250640,2015,3,0,0,0,0,0,0,0,0,3,1,3
"14591",250640,2016,2,0,0,0,0,0,0,0,0,2,2,2
"14592",250640,2017,3,0,1,0,0,0,0,0,1,2,3,2
"14593",250640,2018,1,0,0,0,1,0,0,0,1,1,0,1
"14594",250640,2019,2,0,0,0,0,0,0,0,0,2,0,2
"14595",250640,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14596",250640,2021,0,0,0,0,0,0,0,0,0,0,0,0
"14597",250640,2022,1,0,0,0,0,0,0,0,0,1,0,1
"14598",250650,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14599",250650,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14600",250650,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14601",250650,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14602",250650,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14603",250650,2017,1,0,0,0,0,0,0,0,0,1,0,1
"14604",250650,2018,1,0,0,0,0,0,0,0,0,1,0,1
"14605",250650,2019,0,0,0,0,0,0,0,0,0,0,0,0
"14606",250650,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14607",250650,2021,0,0,0,0,0,0,0,0,0,0,0,0
"14608",250650,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14609",250660,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14610",250660,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14611",250660,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14612",250660,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14613",250660,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14614",250660,2017,1,0,0,0,0,0,0,0,0,1,0,1
"14615",250660,2018,1,0,0,0,0,0,0,0,0,1,0,1
"14616",250660,2019,0,0,0,0,0,0,0,0,0,0,0,0
"14617",250660,2020,1,0,0,0,0,0,0,0,0,1,0,1
"14618",250660,2021,1,0,0,0,0,0,0,0,0,1,1,1
"14619",250660,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14620",250670,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14621",250670,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14622",250670,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14623",250670,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14624",250670,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14625",250670,2017,1,0,0,0,0,0,0,0,0,1,1,1
"14626",250670,2018,0,0,0,0,0,0,0,0,0,0,0,0
"14627",250670,2019,1,0,0,0,0,0,0,0,0,1,0,1
"14628",250670,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14629",250670,2021,0,0,0,0,0,0,0,0,0,0,0,0
"14630",250670,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14631",250680,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14632",250680,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14633",250680,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14634",250680,2015,1,0,0,0,0,0,0,0,0,0,1,0
"14635",250680,2016,5,0,0,0,0,0,0,0,0,4,2,4
"14636",250680,2017,7,0,0,0,0,0,0,0,0,7,5,7
"14637",250680,2018,7,0,0,0,0,0,0,0,0,7,3,7
"14638",250680,2019,6,0,0,0,1,0,0,2,3,4,3,4
"14639",250680,2020,5,0,0,0,0,0,0,0,0,5,3,5
"14640",250680,2021,4,0,0,0,0,0,0,0,0,4,4,4
"14641",250680,2022,6,0,1,0,0,0,0,0,1,6,4,6
"14642",250690,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14643",250690,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14644",250690,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14645",250690,2015,13,0,0,1,1,0,0,0,2,11,5,11
"14646",250690,2016,9,0,0,0,0,0,0,0,0,7,3,7
"14647",250690,2017,15,0,0,1,0,0,0,1,1,15,8,15
"14648",250690,2018,11,0,0,0,0,0,0,0,0,11,6,11
"14649",250690,2019,13,0,0,0,0,0,0,0,0,11,6,11
"14650",250690,2020,6,0,0,0,0,0,0,0,0,6,5,6
"14651",250690,2021,9,0,0,0,0,0,0,0,0,8,6,8
"14652",250690,2022,16,0,0,0,0,0,0,0,0,13,8,13
"14653",250700,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14654",250700,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14655",250700,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14656",250700,2015,7,0,0,0,0,0,0,0,0,5,5,5
"14657",250700,2016,4,0,0,0,0,0,0,0,0,4,2,4
"14658",250700,2017,6,0,0,1,0,0,0,1,1,4,1,4
"14659",250700,2018,3,0,0,0,0,0,0,0,0,3,2,3
"14660",250700,2019,7,0,0,0,0,0,0,0,0,6,2,6
"14661",250700,2020,2,0,0,0,0,0,0,0,0,2,0,2
"14662",250700,2021,6,0,0,0,0,0,0,0,0,6,3,6
"14663",250700,2022,4,1,0,0,1,0,1,0,1,3,4,3
"14664",250710,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14665",250710,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14666",250710,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14667",250710,2015,4,0,0,0,0,0,0,0,0,3,0,3
"14668",250710,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14669",250710,2017,1,0,0,0,0,0,0,0,0,1,1,1
"14670",250710,2018,3,0,0,0,0,0,0,0,0,2,3,2
"14671",250710,2019,4,0,0,0,0,0,0,0,0,3,2,3
"14672",250710,2020,3,0,0,0,0,0,0,0,0,2,2,2
"14673",250710,2021,2,0,0,0,0,0,0,0,0,2,1,2
"14674",250710,2022,3,0,0,0,0,0,0,0,0,3,2,3
"14675",250720,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14676",250720,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14677",250720,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14678",250720,2015,1,0,0,0,0,0,0,0,0,1,0,1
"14679",250720,2016,1,0,0,0,0,0,0,0,0,1,0,1
"14680",250720,2017,0,0,0,0,0,0,0,0,0,0,0,0
"14681",250720,2018,3,0,0,1,0,0,0,0,1,2,0,2
"14682",250720,2019,2,0,0,0,0,0,0,0,0,1,1,1
"14683",250720,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14684",250720,2021,0,0,0,0,0,0,0,0,0,0,0,0
"14685",250720,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14686",250730,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14687",250730,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14688",250730,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14689",250730,2015,3,0,0,0,0,0,0,0,0,3,0,3
"14690",250730,2016,2,0,0,0,0,0,0,0,0,2,1,2
"14691",250730,2017,4,0,0,0,0,0,0,1,1,4,0,4
"14692",250730,2018,4,0,0,0,0,0,0,0,0,3,3,3
"14693",250730,2019,1,0,0,0,0,0,0,0,0,1,1,1
"14694",250730,2020,1,0,0,0,0,0,0,0,0,1,0,1
"14695",250730,2021,4,0,0,1,0,0,0,1,1,2,1,2
"14696",250730,2022,4,0,0,0,0,0,0,2,2,2,2,2
"14697",250740,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14698",250740,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14699",250740,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14700",250740,2015,7,0,0,0,0,0,0,0,0,7,4,7
"14701",250740,2016,2,0,0,0,0,0,0,0,0,2,1,2
"14702",250740,2017,1,0,0,0,0,0,0,0,0,1,1,1
"14703",250740,2018,0,0,0,0,0,0,0,0,0,0,0,0
"14704",250740,2019,0,0,0,0,0,0,0,0,0,0,0,0
"14705",250740,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14706",250740,2021,1,0,0,0,0,0,0,0,0,1,1,1
"14707",250740,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14708",250750,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14709",250750,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14710",250750,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14711",250750,2015,2375,2,15,11,15,2,1,36,80,2168,1071,2168
"14712",250750,2016,1952,0,11,7,15,1,4,43,84,1780,980,1780
"14713",250750,2017,2777,2,17,16,36,1,5,100,180,2445,1302,2445
"14714",250750,2018,2166,1,25,10,19,1,2,49,112,1901,951,1901
"14715",250750,2019,2094,6,27,5,24,0,5,58,125,1421,1041,1420
"14716",250750,2020,2030,1,33,11,11,0,0,42,95,1466,1236,1466
"14717",250750,2021,2485,6,19,5,22,1,1,34,89,1936,1769,1935
"14718",250750,2022,2634,14,45,9,31,0,5,94,178,1813,1796,1811
"14719",250760,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14720",250760,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14721",250760,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14722",250760,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14723",250760,2016,2,0,0,0,0,0,0,0,0,2,2,2
"14724",250760,2017,1,0,0,0,0,0,0,0,0,1,0,1
"14725",250760,2018,0,0,0,0,0,0,0,0,0,0,0,0
"14726",250760,2019,2,0,0,0,0,0,0,0,0,2,1,2
"14727",250760,2020,4,0,0,0,0,0,0,0,0,4,3,4
"14728",250760,2021,0,0,0,0,0,0,0,0,0,0,0,0
"14729",250760,2022,3,0,0,0,0,0,0,0,0,3,2,3
"14730",250770,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14731",250770,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14732",250770,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14733",250770,2015,3,0,0,0,0,0,0,1,1,3,3,3
"14734",250770,2016,3,0,0,0,0,0,0,1,1,3,2,3
"14735",250770,2017,4,0,0,0,0,0,0,1,1,4,1,4
"14736",250770,2018,2,0,0,0,0,0,0,0,0,2,2,2
"14737",250770,2019,7,0,0,0,0,0,0,0,0,7,5,7
"14738",250770,2020,5,0,0,0,0,0,0,0,0,5,4,5
"14739",250770,2021,7,0,0,0,0,0,0,0,0,7,6,7
"14740",250770,2022,8,0,1,0,0,0,0,0,1,8,5,8
"14741",250780,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14742",250780,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14743",250780,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14744",250780,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14745",250780,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14746",250780,2017,0,0,0,0,0,0,0,0,0,0,0,0
"14747",250780,2018,0,0,0,0,0,0,0,0,0,0,0,0
"14748",250780,2019,3,0,0,0,0,0,0,0,0,2,1,2
"14749",250780,2020,2,0,0,0,0,0,0,0,0,2,2,2
"14750",250780,2021,4,0,0,0,0,0,0,0,0,3,2,3
"14751",250780,2022,1,0,0,0,0,0,0,0,0,1,1,1
"14752",250790,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14753",250790,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14754",250790,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14755",250790,2015,1,0,0,0,0,0,0,0,0,1,0,1
"14756",250790,2016,1,0,0,0,0,0,0,0,0,1,1,1
"14757",250790,2017,3,0,0,0,0,0,0,0,0,2,3,2
"14758",250790,2018,4,0,0,0,0,0,0,0,0,2,2,2
"14759",250790,2019,0,0,0,0,0,0,0,0,0,0,0,0
"14760",250790,2020,2,0,0,0,0,0,0,0,0,2,1,2
"14761",250790,2021,2,0,0,0,0,0,0,0,0,1,1,1
"14762",250790,2022,3,1,1,0,1,0,0,1,1,2,3,2
"14763",250800,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14764",250800,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14765",250800,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14766",250800,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14767",250800,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14768",250800,2017,0,0,0,0,0,0,0,0,0,0,0,0
"14769",250800,2018,1,0,0,0,0,0,0,0,0,1,1,1
"14770",250800,2019,1,0,0,0,0,0,0,0,0,1,1,1
"14771",250800,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14772",250800,2021,0,0,0,0,0,0,0,0,0,0,0,0
"14773",250800,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14774",250810,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14775",250810,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14776",250810,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14777",250810,2015,0,0,0,0,0,0,0,0,0,0,0,0
"14778",250810,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14779",250810,2017,1,0,0,0,0,0,0,0,0,1,0,1
"14780",250810,2018,0,0,0,0,0,0,0,0,0,0,0,0
"14781",250810,2019,0,0,0,0,0,0,0,0,0,0,0,0
"14782",250810,2020,0,0,0,0,0,0,0,0,0,0,0,0
"14783",250810,2021,0,0,0,0,0,0,0,0,0,0,0,0
"14784",250810,2022,0,0,0,0,0,0,0,0,0,0,0,0
"14785",250820,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14786",250820,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14787",250820,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14788",250820,2015,1,0,1,0,0,0,0,0,1,1,0,1
"14789",250820,2016,0,0,0,0,0,0,0,0,0,0,0,0
"14790",250820,2017,1,0,0,0,0,0,0,0,0,0,1,0
"14791",250820,2018,1,0,0,0,0,0,0,0,0,1,1,1
"14792",250820,2019,1,0,0,0,0,0,0,0,0,1,0,1
"14793",250820,2020,1,0,0,0,0,0,0,0,0,1,1,1
"14794",250820,2021,1,0,0,0,0,0,0,0,0,0,0,0
"14795",250820,2022,2,0,0,0,0,0,0,0,0,2,2,2
"14796",250830,2012,0,0,0,0,0,0,0,0,0,0,0,0
"14797",250830,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14798",250830,2014,0,0,0,0,0,0,0,0,0,0,0,0
"14799",250830,2015,15,0,0,0,0,0,0,1,1,13,10,13
"14800",250830,2016,16,0,0,0,0,0,0,0,0,14,7,14
"14801",250830,2017,20,0,0,0,1,0,0,0,1,19,13,19
"14802",250830,2018,12,0,0,0,0,0,0,0,0,12,8,12
