"","codmunres","ano","total_internacoes_ans","casos_mmg_ans_transfusao","casos_mmg_ans_tmp","casos_mmg_ans_hipertensao","casos_mmg_ans_hemorragia","casos_mmg_ans_infeccoes","casos_mmg_ans_cirurgia","casos_mmg_ans_uti","casos_mmg_ans","total_tipo_obst","cid_ign","total_tipo_obst_2"
"1",110001,2012,0,0,0,0,0,0,0,0,0,0,0,0
"2",110001,2013,0,0,0,0,0,0,0,0,0,0,0,0
"3",110001,2014,0,0,0,0,0,0,0,0,0,0,0,0
"4",110001,2015,123,0,3,2,3,0,0,2,10,78,27,78
"5",110001,2016,124,0,0,5,1,0,1,4,11,97,30,97
"6",110001,2017,153,0,4,6,1,0,1,12,23,108,26,106
"7",110001,2018,102,0,1,1,0,0,1,5,9,74,21,74
"8",110001,2019,149,0,1,2,3,0,0,7,14,95,26,95
"9",110001,2020,32,0,0,0,1,0,0,1,2,26,3,26
"10",110001,2021,27,0,0,0,0,0,0,0,1,23,5,23
"11",110001,2022,16,0,0,1,0,0,0,0,1,11,4,11
"12",110002,2012,0,0,0,0,0,0,0,0,0,0,0,0
"13",110002,2013,0,0,0,0,0,0,0,0,0,0,0,0
"14",110002,2014,0,0,0,0,0,0,0,0,0,0,0,0
"15",110002,2015,157,0,3,0,1,0,0,0,6,121,17,121
"16",110002,2016,148,0,1,0,2,0,0,0,3,123,23,123
"17",110002,2017,127,0,2,1,2,0,0,1,6,110,16,110
"18",110002,2018,132,1,0,0,2,0,0,0,3,105,22,105
"19",110002,2019,155,0,0,0,2,0,0,2,4,129,85,129
"20",110002,2020,83,0,1,0,0,0,0,1,3,73,62,73
"21",110002,2021,99,0,2,1,0,0,1,0,4,87,49,87
"22",110002,2022,103,0,3,3,3,0,1,1,12,89,55,89
"23",110003,2012,0,0,0,0,0,0,0,0,0,0,0,0
"24",110003,2013,0,0,0,0,0,0,0,0,0,0,0,0
"25",110003,2014,0,0,0,0,0,0,0,0,0,0,0,0
"26",110003,2015,2,0,0,0,0,0,0,0,0,2,0,2
"27",110003,2016,2,0,0,0,0,0,0,0,0,1,0,1
"28",110003,2017,2,0,0,0,0,0,0,0,0,2,2,2
"29",110003,2018,0,0,0,0,0,0,0,0,0,0,0,0
"30",110003,2019,4,0,0,0,0,0,0,0,0,4,3,4
"31",110003,2020,0,0,0,0,0,0,0,0,0,0,0,0
"32",110003,2021,5,0,0,0,0,0,0,0,0,5,4,5
"33",110003,2022,2,0,0,0,0,0,0,0,0,2,2,2
"34",110004,2012,0,0,0,0,0,0,0,0,0,0,0,0
"35",110004,2013,0,0,0,0,0,0,0,0,0,0,0,0
"36",110004,2014,0,0,0,0,0,0,0,0,0,0,0,0
"37",110004,2015,183,0,8,0,1,1,0,0,10,124,85,124
"38",110004,2016,136,0,1,0,5,0,0,0,6,97,57,97
"39",110004,2017,116,0,2,0,0,0,0,1,2,78,53,78
"40",110004,2018,93,0,3,1,2,0,2,1,9,59,28,59
"41",110004,2019,214,0,13,0,2,0,0,1,17,149,103,149
"42",110004,2020,158,0,4,0,1,0,0,0,5,123,80,123
"43",110004,2021,130,0,5,0,1,0,1,2,7,103,64,102
"44",110004,2022,156,0,5,1,2,0,1,1,13,110,100,110
"45",110005,2012,0,0,0,0,0,0,0,0,0,0,0,0
"46",110005,2013,0,0,0,0,0,0,0,0,0,0,0,0
"47",110005,2014,0,0,0,0,0,0,0,0,0,0,0,0
"48",110005,2015,14,0,0,0,0,0,0,0,0,9,3,9
"49",110005,2016,14,0,0,0,0,0,0,0,0,12,7,12
"50",110005,2017,12,0,1,0,0,0,0,0,1,10,11,10
"51",110005,2018,21,0,0,0,0,0,0,0,0,20,16,20
"52",110005,2019,19,0,1,0,0,0,0,0,1,19,13,19
"53",110005,2020,20,0,1,0,0,0,0,0,1,20,14,20
"54",110005,2021,15,0,0,0,0,0,0,0,1,14,4,14
"55",110005,2022,13,0,0,0,0,0,0,0,0,12,12,12
"56",110006,2012,0,0,0,0,0,0,0,0,0,0,0,0
"57",110006,2013,0,0,0,0,0,0,0,0,0,0,0,0
"58",110006,2014,0,0,0,0,0,0,0,0,0,0,0,0
"59",110006,2015,15,0,0,0,0,0,0,0,0,14,9,14
"60",110006,2016,21,0,0,0,0,0,0,0,0,21,16,21
"61",110006,2017,9,0,0,0,0,0,0,0,0,8,4,8
"62",110006,2018,12,0,0,0,0,0,0,0,0,11,7,11
"63",110006,2019,16,0,2,1,0,0,0,0,2,15,11,15
"64",110006,2020,19,0,0,0,0,0,0,0,0,15,14,15
"65",110006,2021,13,0,0,0,0,0,0,1,1,11,5,11
"66",110006,2022,20,0,0,0,0,0,0,0,1,18,19,18
"67",110007,2012,0,0,0,0,0,0,0,0,0,0,0,0
"68",110007,2013,0,0,0,0,0,0,0,0,0,0,0,0
"69",110007,2014,0,0,0,0,0,0,0,0,0,0,0,0
"70",110007,2015,11,0,8,0,0,0,0,0,8,3,2,3
"71",110007,2016,1,0,0,0,0,0,0,0,0,1,0,1
"72",110007,2017,0,0,0,0,0,0,0,0,0,0,0,0
"73",110007,2018,5,0,0,0,0,0,0,0,0,5,4,5
"74",110007,2019,2,0,1,0,0,0,0,0,1,2,1,2
"75",110007,2020,2,0,0,0,0,0,0,0,0,2,0,2
"76",110007,2021,1,0,0,0,0,0,0,0,0,1,1,1
"77",110007,2022,7,0,0,0,0,0,0,0,0,6,6,6
"78",110008,2012,0,0,0,0,0,0,0,0,0,0,0,0
"79",110008,2013,0,0,0,0,0,0,0,0,0,0,0,0
"80",110008,2014,0,0,0,0,0,0,0,0,0,0,0,0
"81",110008,2015,6,0,1,1,0,0,0,0,2,5,2,5
"82",110008,2016,1,0,0,0,0,0,0,0,0,1,0,1
"83",110008,2017,2,0,0,0,0,0,0,0,0,1,1,1
"84",110008,2018,1,0,0,0,0,0,0,0,0,1,0,1
"85",110008,2019,4,0,0,0,0,0,0,0,0,4,3,4
"86",110008,2020,3,0,0,0,0,0,0,0,0,3,2,3
"87",110008,2021,3,0,0,0,0,0,0,0,0,3,0,3
"88",110008,2022,4,0,1,0,0,0,0,0,1,2,4,2
"89",110009,2012,0,0,0,0,0,0,0,0,0,0,0,0
"90",110009,2013,0,0,0,0,0,0,0,0,0,0,0,0
"91",110009,2014,0,0,0,0,0,0,0,0,0,0,0,0
"92",110009,2015,34,0,3,0,0,0,0,0,3,25,16,25
"93",110009,2016,36,0,0,0,0,0,0,0,0,29,20,29
"94",110009,2017,12,0,0,0,0,0,0,0,0,10,10,10
"95",110009,2018,5,0,0,0,0,0,1,0,1,3,2,3
"96",110009,2019,27,0,1,1,1,0,0,0,3,20,10,20
"97",110009,2020,23,0,0,0,0,0,0,0,0,22,17,22
"98",110009,2021,18,0,0,0,0,0,0,0,1,16,11,16
"99",110009,2022,28,0,1,0,0,0,0,0,3,23,16,23
"100",110010,2012,0,0,0,0,0,0,0,0,0,0,0,0
"101",110010,2013,0,0,0,0,0,0,0,0,0,0,0,0
"102",110010,2014,0,0,0,0,0,0,0,0,0,0,0,0
"103",110010,2015,20,0,0,0,0,0,0,0,0,9,2,9
"104",110010,2016,15,0,0,0,1,0,0,0,1,9,4,9
"105",110010,2017,17,0,1,0,0,0,0,0,1,10,8,10
"106",110010,2018,22,0,2,0,0,0,0,0,2,16,9,16
"107",110010,2019,21,0,3,0,0,0,0,0,3,13,6,13
"108",110010,2020,17,0,0,0,2,0,0,0,2,16,2,16
"109",110010,2021,16,0,0,0,0,0,0,0,0,10,7,10
"110",110010,2022,8,0,0,0,0,0,1,0,1,5,3,5
"111",110011,2012,0,0,0,0,0,0,0,0,0,0,0,0
"112",110011,2013,0,0,0,0,0,0,0,0,0,0,0,0
"113",110011,2014,0,0,0,0,0,0,0,0,0,0,0,0
"114",110011,2015,58,0,3,0,1,0,0,0,4,43,33,43
"115",110011,2016,57,0,1,1,1,0,0,0,3,48,28,48
"116",110011,2017,40,1,3,0,1,0,0,0,3,31,22,31
"117",110011,2018,36,0,1,0,0,0,0,1,2,30,24,30
"118",110011,2019,57,0,5,0,0,0,0,3,6,48,41,48
"119",110011,2020,53,0,2,1,0,0,0,1,4,44,26,44
"120",110011,2021,50,0,0,0,2,0,0,0,2,33,26,33
"121",110011,2022,42,0,0,0,0,0,0,2,2,31,29,31
"122",110012,2012,0,0,0,0,0,0,0,0,0,0,0,0
"123",110012,2013,0,0,0,0,0,0,0,0,0,0,0,0
"124",110012,2014,0,0,0,0,0,0,0,0,0,0,0,0
"125",110012,2015,308,0,13,2,1,1,1,5,21,252,45,252
"126",110012,2016,277,0,1,4,2,0,0,1,8,217,26,217
"127",110012,2017,186,0,3,1,1,0,0,1,6,159,42,159
"128",110012,2018,123,0,6,1,1,1,2,1,11,104,34,104
"129",110012,2019,284,0,7,1,4,0,5,0,19,215,33,215
"130",110012,2020,239,0,2,1,0,0,2,0,6,204,44,204
"131",110012,2021,202,1,2,1,3,0,1,0,8,153,52,153
"132",110012,2022,219,1,4,1,1,0,1,0,8,188,104,188
"133",110013,2012,0,0,0,0,0,0,0,0,0,0,0,0
"134",110013,2013,0,0,0,0,0,0,0,0,0,0,0,0
"135",110013,2014,0,0,0,0,0,0,0,0,0,0,0,0
"136",110013,2015,8,0,0,0,0,0,1,0,1,5,2,5
"137",110013,2016,12,0,0,0,0,0,0,0,0,11,2,11
"138",110013,2017,6,0,0,0,0,0,0,0,0,6,1,6
"139",110013,2018,5,0,1,0,0,0,0,0,1,4,1,4
"140",110013,2019,13,0,0,0,0,0,0,0,0,10,7,10
"141",110013,2020,7,0,0,0,0,0,0,0,0,7,5,7
"142",110013,2021,5,0,0,0,0,0,0,0,0,5,2,5
"143",110013,2022,12,0,0,0,0,0,0,0,0,11,6,11
"144",110014,2012,0,0,0,0,0,0,0,0,0,0,0,0
"145",110014,2013,0,0,0,0,0,0,0,0,0,0,0,0
"146",110014,2014,0,0,0,0,0,0,0,0,0,0,0,0
"147",110014,2015,10,0,0,0,0,0,0,0,0,4,6,4
"148",110014,2016,7,0,0,0,0,0,0,0,0,6,4,6
"149",110014,2017,10,0,0,0,0,0,0,0,1,6,2,6
"150",110014,2018,3,0,0,0,0,0,0,0,0,2,1,2
"151",110014,2019,6,0,0,0,0,0,0,0,0,5,1,5
"152",110014,2020,11,0,0,0,0,0,0,0,0,11,2,11
"153",110014,2021,11,0,0,0,0,0,0,0,0,10,2,10
"154",110014,2022,14,0,0,0,0,0,0,0,0,10,4,10
"155",110015,2012,0,0,0,0,0,0,0,0,0,0,0,0
"156",110015,2013,0,0,0,0,0,0,0,0,0,0,0,0
"157",110015,2014,0,0,0,0,0,0,0,0,0,0,0,0
"158",110015,2015,48,0,1,0,0,0,0,0,2,31,36,31
"159",110015,2016,46,0,3,0,0,0,0,1,4,37,28,37
"160",110015,2017,18,0,2,1,0,0,0,0,3,15,12,15
"161",110015,2018,14,0,0,0,0,0,0,0,0,13,7,13
"162",110015,2019,62,0,4,0,0,0,0,1,5,48,42,48
"163",110015,2020,40,0,0,0,0,0,0,1,1,36,16,36
"164",110015,2021,36,0,1,0,1,0,0,0,3,25,17,25
"165",110015,2022,28,0,0,0,1,0,0,2,2,23,20,23
"166",110018,2012,0,0,0,0,0,0,0,0,0,0,0,0
"167",110018,2013,0,0,0,0,0,0,0,0,0,0,0,0
"168",110018,2014,0,0,0,0,0,0,0,0,0,0,0,0
"169",110018,2015,71,0,4,0,0,0,1,1,4,44,26,44
"170",110018,2016,58,0,1,0,0,0,0,0,1,42,21,42
"171",110018,2017,38,0,1,0,0,0,0,0,1,33,17,33
"172",110018,2018,28,0,0,0,1,0,0,0,1,19,9,19
"173",110018,2019,49,0,0,1,0,0,0,1,2,38,20,38
"174",110018,2020,55,1,0,0,1,0,0,0,1,51,25,51
"175",110018,2021,54,0,1,1,0,0,0,0,4,39,25,39
"176",110018,2022,58,1,1,0,1,0,0,0,3,53,42,53
"177",110020,2012,0,0,0,0,0,0,0,0,0,0,0,0
"178",110020,2013,0,0,0,0,0,0,0,0,0,0,0,0
"179",110020,2014,0,0,0,0,0,0,0,0,0,0,0,0
"180",110020,2015,1736,0,56,11,5,2,4,10,89,729,262,728
"181",110020,2016,1463,1,14,7,14,0,2,9,49,747,490,747
"182",110020,2017,1469,0,32,15,6,0,2,19,70,927,782,927
"183",110020,2018,1368,3,131,18,19,0,4,12,184,782,553,781
"184",110020,2019,1697,4,177,22,26,2,7,24,264,955,482,954
"185",110020,2020,1372,0,136,20,17,3,7,14,192,780,350,779
"186",110020,2021,996,1,97,16,15,0,4,15,145,545,281,545
"187",110020,2022,1243,2,85,8,14,2,6,18,135,769,368,768
"188",110025,2012,0,0,0,0,0,0,0,0,0,0,0,0
"189",110025,2013,0,0,0,0,0,0,0,0,0,0,0,0
"190",110025,2014,0,0,0,0,0,0,0,0,0,0,0,0
"191",110025,2015,31,0,1,0,0,0,0,0,1,22,5,22
"192",110025,2016,14,0,0,0,0,0,0,0,0,12,1,12
"193",110025,2017,4,0,0,0,0,0,0,0,0,2,1,2
"194",110025,2018,3,0,0,0,0,0,0,0,0,2,2,2
"195",110025,2019,6,0,0,0,0,0,0,0,0,5,0,5
"196",110025,2020,23,0,1,0,0,0,0,0,1,18,4,18
"197",110025,2021,23,0,1,0,0,0,0,0,2,18,2,18
"198",110025,2022,19,0,0,0,0,0,0,0,0,12,11,12
"199",110026,2012,0,0,0,0,0,0,0,0,0,0,0,0
"200",110026,2013,0,0,0,0,0,0,0,0,0,0,0,0
"201",110026,2014,0,0,0,0,0,0,0,0,0,0,0,0
"202",110026,2015,1,0,0,0,0,0,0,0,0,1,0,1
"203",110026,2016,2,0,0,0,0,0,0,0,1,1,0,1
"204",110026,2017,0,0,0,0,0,0,0,0,0,0,0,0
"205",110026,2018,0,0,0,0,0,0,0,0,0,0,0,0
"206",110026,2019,0,0,0,0,0,0,0,0,0,0,0,0
"207",110026,2020,2,0,0,0,0,0,0,0,0,1,2,1
"208",110026,2021,0,0,0,0,0,0,0,0,0,0,0,0
"209",110026,2022,0,0,0,0,0,0,0,0,0,0,0,0
"210",110028,2012,0,0,0,0,0,0,0,0,0,0,0,0
"211",110028,2013,0,0,0,0,0,0,0,0,0,0,0,0
"212",110028,2014,0,0,0,0,0,0,0,0,0,0,0,0
"213",110028,2015,52,0,2,0,0,0,0,0,2,34,25,34
"214",110028,2016,52,0,2,0,1,0,0,1,3,42,16,42
"215",110028,2017,31,0,0,0,0,0,0,1,1,25,7,25
"216",110028,2018,18,0,0,0,1,0,0,1,1,12,4,12
"217",110028,2019,33,0,2,0,2,0,0,0,5,28,8,28
"218",110028,2020,69,0,2,0,0,0,0,0,2,60,19,60
"219",110028,2021,54,0,0,0,1,0,0,0,1,44,14,44
"220",110028,2022,68,0,3,0,0,0,1,1,5,56,32,56
"221",110029,2012,0,0,0,0,0,0,0,0,0,0,0,0
"222",110029,2013,0,0,0,0,0,0,0,0,0,0,0,0
"223",110029,2014,0,0,0,0,0,0,0,0,0,0,0,0
"224",110029,2015,1,0,0,0,0,0,0,0,0,0,0,0
"225",110029,2016,3,0,0,0,0,0,0,0,0,3,0,3
"226",110029,2017,3,0,0,0,0,0,0,0,0,2,1,2
"227",110029,2018,2,0,0,0,0,0,0,0,0,0,0,0
"228",110029,2019,3,0,0,0,0,0,0,0,0,2,1,2
"229",110029,2020,1,0,0,0,0,0,0,0,0,1,0,1
"230",110029,2021,1,0,0,0,0,0,0,0,0,1,1,1
"231",110029,2022,2,0,0,0,0,0,0,0,0,2,1,2
"232",110030,2012,0,0,0,0,0,0,0,0,0,0,0,0
"233",110030,2013,0,0,0,0,0,0,0,0,0,0,0,0
"234",110030,2014,0,0,0,0,0,0,0,0,0,0,0,0
"235",110030,2015,133,0,11,0,0,0,0,0,11,87,53,87
"236",110030,2016,114,0,1,0,0,0,0,0,1,99,74,99
"237",110030,2017,113,0,3,0,1,0,1,0,5,99,81,99
"238",110030,2018,163,0,5,1,2,0,2,0,10,138,105,138
"239",110030,2019,154,0,11,1,0,0,1,1,15,133,94,133
"240",110030,2020,167,0,10,2,1,0,0,1,14,141,106,141
"241",110030,2021,156,0,4,0,1,0,0,2,8,141,101,141
"242",110030,2022,208,2,1,1,2,0,4,3,11,189,171,189
"243",110032,2012,0,0,0,0,0,0,0,0,0,0,0,0
"244",110032,2013,0,0,0,0,0,0,0,0,0,0,0,0
"245",110032,2014,0,0,0,0,0,0,0,0,0,0,0,0
"246",110032,2015,7,0,0,0,0,0,0,0,0,6,2,6
"247",110032,2016,6,0,0,0,0,0,0,0,0,2,3,2
"248",110032,2017,1,0,0,0,0,0,0,0,0,1,0,1
"249",110032,2018,3,0,0,0,0,0,0,0,0,3,0,3
"250",110032,2019,7,0,0,0,0,0,0,0,0,7,1,7
"251",110032,2020,8,0,0,0,0,0,0,0,0,6,1,6
"252",110032,2021,6,0,0,0,0,0,0,0,0,4,2,4
"253",110032,2022,14,1,0,0,1,0,0,0,1,13,6,13
"254",110033,2012,0,0,0,0,0,0,0,0,0,0,0,0
"255",110033,2013,0,0,0,0,0,0,0,0,0,0,0,0
"256",110033,2014,0,0,0,0,0,0,0,0,0,0,0,0
"257",110033,2015,9,0,0,2,0,0,0,0,2,6,1,6
"258",110033,2016,0,0,0,0,0,0,0,0,0,0,0,0
"259",110033,2017,3,0,0,0,0,0,0,0,0,3,1,3
"260",110033,2018,1,0,0,0,0,0,0,0,0,0,0,0
"261",110033,2019,7,0,1,0,0,0,0,0,1,3,4,3
"262",110033,2020,2,0,0,0,0,0,0,0,0,2,0,2
"263",110033,2021,1,0,0,0,0,0,0,0,0,1,0,1
"264",110033,2022,3,0,0,0,0,0,0,0,0,2,0,2
"265",110034,2012,0,0,0,0,0,0,0,0,0,0,0,0
"266",110034,2013,0,0,0,0,0,0,0,0,0,0,0,0
"267",110034,2014,0,0,0,0,0,0,0,0,0,0,0,0
"268",110034,2015,12,0,0,0,0,0,0,0,0,10,2,10
"269",110034,2016,8,0,0,0,0,0,0,0,0,6,1,6
"270",110034,2017,4,0,0,0,0,0,0,0,1,3,0,3
"271",110034,2018,4,0,0,0,0,0,0,0,0,4,1,4
"272",110034,2019,8,0,0,0,0,0,0,0,0,8,0,8
"273",110034,2020,18,0,0,0,0,0,0,0,0,14,4,14
"274",110034,2021,9,0,0,0,0,0,0,0,0,6,2,6
"275",110034,2022,12,0,0,0,0,0,0,0,0,12,3,12
"276",110037,2012,0,0,0,0,0,0,0,0,0,0,0,0
"277",110037,2013,0,0,0,0,0,0,0,0,0,0,0,0
"278",110037,2014,0,0,0,0,0,0,0,0,0,0,0,0
"279",110037,2015,2,0,0,0,0,0,0,0,0,0,2,0
"280",110037,2016,0,0,0,0,0,0,0,0,0,0,0,0
"281",110037,2017,0,0,0,0,0,0,0,0,0,0,0,0
"282",110037,2018,0,0,0,0,0,0,0,0,0,0,0,0
"283",110037,2019,0,0,0,0,0,0,0,0,0,0,0,0
"284",110037,2020,8,0,0,0,0,0,1,0,1,7,2,7
"285",110037,2021,6,0,0,0,0,0,0,0,0,6,4,6
"286",110037,2022,0,0,0,0,0,0,0,0,0,0,0,0
"287",110040,2012,0,0,0,0,0,0,0,0,0,0,0,0
"288",110040,2013,0,0,0,0,0,0,0,0,0,0,0,0
"289",110040,2014,0,0,0,0,0,0,0,0,0,0,0,0
"290",110040,2015,8,0,0,0,0,0,0,0,0,6,3,6
"291",110040,2016,1,0,0,0,0,0,0,0,0,1,0,1
"292",110040,2017,2,0,0,0,0,0,0,0,0,2,0,2
"293",110040,2018,3,0,0,0,0,0,0,0,0,3,0,3
"294",110040,2019,2,0,0,0,0,0,0,0,0,2,1,2
"295",110040,2020,3,0,0,0,0,0,0,0,0,3,0,3
"296",110040,2021,3,0,0,0,0,0,0,0,0,3,0,3
"297",110040,2022,3,0,0,0,0,0,0,0,0,3,2,3
"298",110045,2012,0,0,0,0,0,0,0,0,0,0,0,0
"299",110045,2013,0,0,0,0,0,0,0,0,0,0,0,0
"300",110045,2014,0,0,0,0,0,0,0,0,0,0,0,0
"301",110045,2015,9,0,0,0,0,0,0,0,0,9,3,9
"302",110045,2016,8,0,0,0,0,0,0,0,0,5,5,5
"303",110045,2017,19,0,0,0,0,0,0,0,0,16,2,16
"304",110045,2018,22,0,0,0,0,0,0,0,0,19,2,19
"305",110045,2019,19,0,1,0,0,0,0,0,1,19,15,19
"306",110045,2020,12,0,0,0,0,0,0,0,0,9,9,9
"307",110045,2021,16,0,0,0,0,0,0,0,0,15,9,15
"308",110045,2022,7,0,1,0,0,0,0,0,1,6,4,6
"309",110050,2012,0,0,0,0,0,0,0,0,0,0,0,0
"310",110050,2013,0,0,0,0,0,0,0,0,0,0,0,0
"311",110050,2014,0,0,0,0,0,0,0,0,0,0,0,0
"312",110050,2015,2,0,0,0,0,0,0,0,0,1,2,1
"313",110050,2016,0,0,0,0,0,0,0,0,0,0,0,0
"314",110050,2017,0,0,0,0,0,0,0,0,0,0,0,0
"315",110050,2018,0,0,0,0,0,0,0,0,0,0,0,0
"316",110050,2019,3,0,0,0,0,0,0,0,0,1,2,1
"317",110050,2020,2,0,0,0,0,0,0,0,0,2,0,2
"318",110050,2021,4,0,0,0,0,0,0,0,0,4,0,4
"319",110050,2022,2,0,0,0,0,0,0,0,0,2,1,2
"320",110060,2012,0,0,0,0,0,0,0,0,0,0,0,0
"321",110060,2013,0,0,0,0,0,0,0,0,0,0,0,0
"322",110060,2014,0,0,0,0,0,0,0,0,0,0,0,0
"323",110060,2015,5,0,1,0,0,0,0,0,1,5,1,5
"324",110060,2016,5,0,0,0,0,0,0,0,0,4,0,4
"325",110060,2017,0,0,0,0,0,0,0,0,0,0,0,0
"326",110060,2018,0,0,0,0,0,0,0,0,0,0,0,0
"327",110060,2019,0,0,0,0,0,0,0,0,0,0,0,0
"328",110060,2020,0,0,0,0,0,0,0,0,0,0,0,0
"329",110060,2021,1,0,0,0,0,0,0,0,0,1,1,1
"330",110060,2022,1,0,0,0,0,0,0,0,0,1,1,1
"331",110070,2012,0,0,0,0,0,0,0,0,0,0,0,0
"332",110070,2013,0,0,0,0,0,0,0,0,0,0,0,0
"333",110070,2014,0,0,0,0,0,0,0,0,0,0,0,0
"334",110070,2015,0,0,0,0,0,0,0,0,0,0,0,0
"335",110070,2016,1,0,0,0,0,0,0,0,0,0,0,0
"336",110070,2017,0,0,0,0,0,0,0,0,0,0,0,0
"337",110070,2018,0,0,0,0,0,0,0,0,0,0,0,0
"338",110070,2019,0,0,0,0,0,0,0,0,0,0,0,0
"339",110070,2020,1,0,0,0,0,0,0,0,0,1,1,1
"340",110070,2021,3,0,0,0,0,0,0,0,0,3,2,3
"341",110070,2022,0,0,0,0,0,0,0,0,0,0,0,0
"342",110080,2012,0,0,0,0,0,0,0,0,0,0,0,0
"343",110080,2013,0,0,0,0,0,0,0,0,0,0,0,0
"344",110080,2014,0,0,0,0,0,0,0,0,0,0,0,0
"345",110080,2015,10,0,0,0,0,0,0,0,0,2,0,2
"346",110080,2016,6,0,0,0,0,0,0,0,0,6,3,6
"347",110080,2017,12,0,0,0,0,0,0,0,0,12,7,12
"348",110080,2018,6,0,0,0,0,0,0,0,0,4,2,4
"349",110080,2019,8,0,0,0,0,0,0,0,0,6,1,6
"350",110080,2020,1,0,0,0,0,0,0,0,0,1,0,1
"351",110080,2021,12,0,1,0,0,0,0,0,1,9,2,9
"352",110080,2022,9,0,0,0,0,0,0,0,0,8,7,8
"353",110090,2012,0,0,0,0,0,0,0,0,0,0,0,0
"354",110090,2013,0,0,0,0,0,0,0,0,0,0,0,0
"355",110090,2014,0,0,0,0,0,0,0,0,0,0,0,0
"356",110090,2015,1,0,0,0,0,0,0,0,0,1,0,1
"357",110090,2016,5,0,0,0,0,0,0,0,0,4,1,4
"358",110090,2017,0,0,0,0,0,0,0,0,0,0,0,0
"359",110090,2018,0,0,0,0,0,0,0,0,0,0,0,0
"360",110090,2019,0,0,0,0,0,0,0,0,0,0,0,0
"361",110090,2020,0,0,0,0,0,0,0,0,0,0,0,0
"362",110090,2021,0,0,0,0,0,0,0,0,0,0,0,0
"363",110090,2022,1,0,0,0,0,0,0,0,0,1,0,1
"364",110092,2012,0,0,0,0,0,0,0,0,0,0,0,0
"365",110092,2013,0,0,0,0,0,0,0,0,0,0,0,0
"366",110092,2014,0,0,0,0,0,0,0,0,0,0,0,0
"367",110092,2015,6,0,0,0,0,0,0,0,0,6,1,6
"368",110092,2016,1,0,0,0,0,0,0,0,0,1,0,1
"369",110092,2017,1,0,0,0,0,0,0,0,0,1,1,1
"370",110092,2018,1,0,0,0,0,0,0,0,0,1,1,1
"371",110092,2019,1,0,0,0,0,0,0,0,0,0,1,0
"372",110092,2020,3,0,0,0,0,0,0,0,0,1,0,1
"373",110092,2021,2,0,0,0,0,0,0,0,0,2,1,2
"374",110092,2022,1,0,0,0,0,0,0,0,0,1,0,1
"375",110094,2012,0,0,0,0,0,0,0,0,0,0,0,0
"376",110094,2013,0,0,0,0,0,0,0,0,0,0,0,0
"377",110094,2014,0,0,0,0,0,0,0,0,0,0,0,0
"378",110094,2015,2,0,0,0,0,0,0,0,0,2,0,2
"379",110094,2016,3,0,0,0,0,0,0,0,0,3,1,3
"380",110094,2017,3,0,0,0,0,0,0,0,0,3,0,3
"381",110094,2018,3,0,0,0,1,0,0,0,1,2,1,2
"382",110094,2019,2,0,0,0,0,0,0,0,0,2,0,2
"383",110094,2020,4,0,0,0,0,0,0,0,0,4,3,4
"384",110094,2021,2,0,0,0,0,0,0,0,0,2,0,2
"385",110094,2022,2,0,0,0,0,0,0,0,0,1,2,1
"386",110100,2012,0,0,0,0,0,0,0,0,0,0,0,0
"387",110100,2013,0,0,0,0,0,0,0,0,0,0,0,0
"388",110100,2014,0,0,0,0,0,0,0,0,0,0,0,0
"389",110100,2015,1,0,0,0,0,0,0,0,0,1,0,1
"390",110100,2016,0,0,0,0,0,0,0,0,0,0,0,0
"391",110100,2017,0,0,0,0,0,0,0,0,0,0,0,0
"392",110100,2018,0,0,0,0,0,0,0,0,0,0,0,0
"393",110100,2019,0,0,0,0,0,0,0,0,0,0,0,0
"394",110100,2020,1,0,0,0,0,0,0,0,0,1,0,1
"395",110100,2021,2,0,0,0,0,0,0,0,0,2,0,2
"396",110100,2022,4,0,0,0,0,0,0,0,0,3,3,3
"397",110110,2012,0,0,0,0,0,0,0,0,0,0,0,0
"398",110110,2013,0,0,0,0,0,0,0,0,0,0,0,0
"399",110110,2014,0,0,0,0,0,0,0,0,0,0,0,0
"400",110110,2015,5,0,0,0,0,0,0,0,0,4,2,4
"401",110110,2016,6,0,1,0,0,0,0,1,1,5,1,5
"402",110110,2017,9,0,0,0,0,0,0,0,0,5,1,5
"403",110110,2018,4,0,0,0,0,0,0,0,0,3,1,3
"404",110110,2019,6,0,0,0,0,0,0,0,0,5,0,5
"405",110110,2020,7,0,0,0,1,0,0,0,1,6,3,6
"406",110110,2021,7,0,0,0,0,0,0,0,0,4,4,4
"407",110110,2022,16,0,0,0,1,0,0,0,1,11,5,11
"408",110120,2012,0,0,0,0,0,0,0,0,0,0,0,0
"409",110120,2013,0,0,0,0,0,0,0,0,0,0,0,0
"410",110120,2014,0,0,0,0,0,0,0,0,0,0,0,0
"411",110120,2015,1,0,0,0,0,0,0,0,0,1,1,1
"412",110120,2016,4,0,1,0,1,0,0,0,2,4,3,4
"413",110120,2017,2,0,0,0,0,0,0,0,0,2,1,2
"414",110120,2018,0,0,0,0,0,0,0,0,0,0,0,0
"415",110120,2019,5,0,0,0,0,0,0,0,0,5,1,5
"416",110120,2020,5,0,0,0,0,0,0,0,0,4,2,4
"417",110120,2021,5,0,0,0,1,0,1,1,2,3,2,3
"418",110120,2022,6,0,0,0,0,0,0,0,0,6,4,6
"419",110130,2012,0,0,0,0,0,0,0,0,0,0,0,0
