"","codmunres","ano","Obito_Materno_investigado_com_Ficha_Sintese","Obito_Materno_investigado_sem_Ficha_Sintese","TOTAL_OBITOS_MATERNOS"
"1","110001",2012,0,0,0
"2","110001",2013,0,0,0
"3","110001",2014,0,0,0
"4","110001",2015,1,0,1
"5","110001",2016,0,0,0
"6","110001",2017,0,0,0
"7","110001",2018,0,0,0
"8","110001",2019,0,0,0
"9","110001",2020,0,0,0
"10","110001",2021,0,0,1
"11","110001",2022,0,0,0
"12","110001",2023,0,0,0
"13","110001",2024,0,0,0
"14","110002",2012,1,0,1
"15","110002",2013,1,0,1
"16","110002",2014,2,0,2
"17","110002",2015,2,0,2
"18","110002",2016,2,0,2
"19","110002",2017,1,0,1
"20","110002",2018,0,0,0
"21","110002",2019,1,0,1
"22","110002",2020,2,0,2
"23","110002",2021,1,0,1
"24","110002",2022,1,0,1
"25","110002",2023,0,0,0
"26","110002",2024,0,0,0
"27","110003",2012,0,0,0
"28","110003",2013,0,0,0
"29","110003",2014,0,0,0
"30","110003",2015,0,0,0
"31","110003",2016,0,0,0
"32","110003",2017,0,0,0
"33","110003",2018,0,0,0
"34","110003",2019,0,0,0
"35","110003",2020,0,0,0
"36","110003",2021,0,0,0
"37","110003",2022,0,0,0
"38","110003",2023,0,0,0
"39","110003",2024,0,0,0
"40","110004",2012,0,0,0
"41","110004",2013,0,0,0
"42","110004",2014,1,0,1
"43","110004",2015,0,0,0
"44","110004",2016,1,0,1
"45","110004",2017,0,0,0
"46","110004",2018,0,0,0
"47","110004",2019,0,0,0
"48","110004",2020,3,0,3
"49","110004",2021,0,0,0
"50","110004",2022,0,0,0
"51","110004",2023,0,0,0
"52","110004",2024,0,0,0
"53","110005",2012,0,0,0
"54","110005",2013,0,0,0
"55","110005",2014,0,0,0
"56","110005",2015,0,0,0
"57","110005",2016,1,0,1
"58","110005",2017,0,0,0
"59","110005",2018,0,0,0
"60","110005",2019,0,0,0
"61","110005",2020,0,0,0
"62","110005",2021,0,0,0
"63","110005",2022,0,0,0
"64","110005",2023,0,0,0
"65","110005",2024,0,0,0
"66","110006",2012,0,0,0
"67","110006",2013,0,0,0
"68","110006",2014,0,0,0
"69","110006",2015,0,0,0
"70","110006",2016,1,0,1
"71","110006",2017,1,0,1
"72","110006",2018,0,0,0
"73","110006",2019,1,0,1
"74","110006",2020,0,0,0
"75","110006",2021,0,0,0
"76","110006",2022,0,0,0
"77","110006",2023,0,0,0
"78","110006",2024,0,0,0
"79","110007",2012,0,0,0
"80","110007",2013,0,0,0
"81","110007",2014,0,0,0
"82","110007",2015,0,0,0
"83","110007",2016,0,0,0
"84","110007",2017,0,0,0
"85","110007",2018,0,0,0
"86","110007",2019,0,0,0
"87","110007",2020,0,0,0
"88","110007",2021,0,0,0
"89","110007",2022,1,0,1
"90","110007",2023,0,0,0
"91","110007",2024,0,0,0
"92","110008",2012,0,0,0
"93","110008",2013,0,0,0
"94","110008",2014,0,0,0
"95","110008",2015,0,0,0
"96","110008",2016,0,0,0
"97","110008",2017,0,0,0
"98","110008",2018,0,0,0
"99","110008",2019,0,0,0
"100","110008",2020,0,0,0
"101","110008",2021,0,0,0
"102","110008",2022,0,0,0
"103","110008",2023,0,0,0
"104","110008",2024,0,0,0
"105","110009",2012,0,0,1
"106","110009",2013,0,0,0
"107","110009",2014,0,0,0
"108","110009",2015,0,0,0
"109","110009",2016,0,0,0
"110","110009",2017,0,0,0
"111","110009",2018,1,0,1
"112","110009",2019,0,0,0
"113","110009",2020,0,0,0
"114","110009",2021,0,0,0
"115","110009",2022,0,0,0
"116","110009",2023,1,0,1
"117","110009",2024,0,0,0
"118","110010",2012,0,0,0
"119","110010",2013,0,0,0
"120","110010",2014,1,0,1
"121","110010",2015,0,0,0
"122","110010",2016,0,0,0
"123","110010",2017,1,0,1
"124","110010",2018,0,0,0
"125","110010",2019,0,0,0
"126","110010",2020,3,0,3
"127","110010",2021,0,0,0
"128","110010",2022,1,0,1
"129","110010",2023,0,0,0
"130","110010",2024,1,0,1
"131","110011",2012,0,0,0
"132","110011",2013,0,0,0
"133","110011",2014,0,0,0
"134","110011",2015,0,0,0
"135","110011",2016,0,0,0
"136","110011",2017,2,0,2
"137","110011",2018,1,0,1
"138","110011",2019,0,0,0
"139","110011",2020,2,0,2
"140","110011",2021,2,0,2
"141","110011",2022,0,0,0
"142","110011",2023,0,0,0
"143","110011",2024,1,0,1
"144","110012",2012,0,0,0
"145","110012",2013,0,0,0
"146","110012",2014,2,0,2
"147","110012",2015,0,0,0
"148","110012",2016,0,0,0
"149","110012",2017,3,0,3
"150","110012",2018,1,0,1
"151","110012",2019,2,0,2
"152","110012",2020,0,0,0
"153","110012",2021,2,0,2
"154","110012",2022,0,0,0
"155","110012",2023,0,0,0
"156","110012",2024,1,0,1
"157","110013",2012,0,0,0
"158","110013",2013,1,0,1
"159","110013",2014,0,0,0
"160","110013",2015,0,0,0
"161","110013",2016,0,0,0
"162","110013",2017,0,0,0
"163","110013",2018,0,0,0
"164","110013",2019,0,0,0
"165","110013",2020,0,0,0
"166","110013",2021,0,0,0
"167","110013",2022,1,0,1
"168","110013",2023,0,0,0
"169","110013",2024,1,0,1
"170","110014",2012,0,0,0
"171","110014",2013,0,0,0
"172","110014",2014,0,0,0
"173","110014",2015,0,0,0
"174","110014",2016,0,0,0
"175","110014",2017,0,0,0
"176","110014",2018,0,0,0
"177","110014",2019,0,0,0
"178","110014",2020,0,0,0
"179","110014",2021,0,0,0
"180","110014",2022,1,0,1
"181","110014",2023,0,0,0
"182","110014",2024,0,0,0
"183","110015",2012,0,0,0
"184","110015",2013,0,0,0
"185","110015",2014,1,0,1
"186","110015",2015,0,0,0
"187","110015",2016,0,0,0
"188","110015",2017,2,0,2
"189","110015",2018,0,0,0
"190","110015",2019,0,0,0
"191","110015",2020,0,0,0
"192","110015",2021,1,0,1
"193","110015",2022,0,0,0
"194","110015",2023,0,0,0
"195","110015",2024,0,0,0
"196","110018",2012,0,0,0
"197","110018",2013,1,0,1
"198","110018",2014,0,0,0
"199","110018",2015,0,0,0
"200","110018",2016,0,0,0
"201","110018",2017,0,0,0
"202","110018",2018,0,0,0
"203","110018",2019,0,0,0
"204","110018",2020,0,0,0
"205","110018",2021,1,0,1
"206","110018",2022,1,0,1
"207","110018",2023,0,0,0
"208","110018",2024,0,0,0
"209","110020",2012,8,0,8
"210","110020",2013,7,0,7
"211","110020",2014,8,0,8
"212","110020",2015,5,0,5
"213","110020",2016,8,0,8
"214","110020",2017,5,0,5
"215","110020",2018,4,0,4
"216","110020",2019,6,0,6
"217","110020",2020,5,0,5
"218","110020",2021,14,0,14
"219","110020",2022,3,0,3
"220","110020",2023,4,0,4
"221","110020",2024,2,0,2
"222","110025",2012,0,0,0
"223","110025",2013,0,0,0
"224","110025",2014,1,0,1
"225","110025",2015,0,0,0
"226","110025",2016,0,0,0
"227","110025",2017,0,0,0
"228","110025",2018,0,0,0
"229","110025",2019,0,0,0
"230","110025",2020,0,0,0
"231","110025",2021,2,0,2
"232","110025",2022,1,0,1
"233","110025",2023,0,0,0
"234","110025",2024,0,0,0
"235","110026",2012,0,0,0
"236","110026",2013,0,0,0
"237","110026",2014,0,0,0
"238","110026",2015,0,0,0
"239","110026",2016,0,0,0
"240","110026",2017,0,0,0
"241","110026",2018,0,0,0
"242","110026",2019,0,0,0
"243","110026",2020,0,0,0
"244","110026",2021,0,0,0
"245","110026",2022,0,0,0
"246","110026",2023,0,0,0
"247","110026",2024,0,0,0
"248","110028",2012,1,0,1
"249","110028",2013,0,0,0
"250","110028",2014,0,0,0
"251","110028",2015,1,0,1
"252","110028",2016,1,0,1
"253","110028",2017,0,0,0
"254","110028",2018,0,0,0
"255","110028",2019,0,0,0
"256","110028",2020,0,0,0
"257","110028",2021,4,0,4
"258","110028",2022,0,0,0
"259","110028",2023,2,0,2
"260","110028",2024,0,0,0
"261","110029",2012,0,0,0
"262","110029",2013,0,0,0
"263","110029",2014,0,0,0
"264","110029",2015,0,0,0
"265","110029",2016,0,0,0
"266","110029",2017,0,0,0
"267","110029",2018,0,0,0
"268","110029",2019,0,0,0
"269","110029",2020,0,0,0
"270","110029",2021,0,0,0
"271","110029",2022,0,0,0
"272","110029",2023,0,0,0
"273","110029",2024,0,0,0
"274","110030",2012,2,0,2
"275","110030",2013,3,0,3
"276","110030",2014,3,0,3
"277","110030",2015,1,0,1
"278","110030",2016,0,0,0
"279","110030",2017,0,0,0
"280","110030",2018,1,0,1
"281","110030",2019,0,0,0
"282","110030",2020,2,0,2
"283","110030",2021,5,0,5
"284","110030",2022,0,0,0
"285","110030",2023,0,0,0
"286","110030",2024,0,0,0
"287","110032",2012,0,0,0
"288","110032",2013,0,0,0
"289","110032",2014,0,0,0
"290","110032",2015,0,0,0
"291","110032",2016,1,0,1
"292","110032",2017,0,0,0
"293","110032",2018,0,0,0
"294","110032",2019,0,0,0
"295","110032",2020,0,0,0
"296","110032",2021,0,0,0
"297","110032",2022,0,0,0
"298","110032",2023,0,0,0
"299","110032",2024,0,0,0
"300","110033",2012,1,0,1
"301","110033",2013,0,0,0
"302","110033",2014,0,0,0
"303","110033",2015,0,0,0
"304","110033",2016,0,0,0
"305","110033",2017,0,0,0
"306","110033",2018,0,0,0
"307","110033",2019,0,0,0
"308","110033",2020,0,0,1
"309","110033",2021,1,0,1
"310","110033",2022,0,0,0
"311","110033",2023,0,0,0
"312","110033",2024,0,0,0
"313","110034",2012,0,0,0
"314","110034",2013,0,0,0
"315","110034",2014,0,0,0
"316","110034",2015,1,0,1
"317","110034",2016,0,0,0
"318","110034",2017,0,0,0
"319","110034",2018,1,0,1
"320","110034",2019,0,0,0
"321","110034",2020,0,0,0
"322","110034",2021,1,0,1
"323","110034",2022,0,0,0
"324","110034",2023,0,0,0
"325","110034",2024,0,0,0
"326","110037",2012,0,0,0
"327","110037",2013,0,0,0
"328","110037",2014,0,0,0
"329","110037",2015,0,0,0
"330","110037",2016,0,0,0
"331","110037",2017,1,0,1
"332","110037",2018,0,0,0
"333","110037",2019,0,0,0
"334","110037",2020,0,0,0
"335","110037",2021,0,0,0
"336","110037",2022,0,0,0
"337","110037",2023,0,0,0
"338","110037",2024,0,0,0
"339","110040",2012,0,0,0
"340","110040",2013,1,0,1
"341","110040",2014,0,0,0
"342","110040",2015,0,0,0
"343","110040",2016,0,0,0
"344","110040",2017,0,0,0
"345","110040",2018,0,0,0
"346","110040",2019,0,0,0
"347","110040",2020,0,0,0
"348","110040",2021,0,0,0
"349","110040",2022,0,0,0
"350","110040",2023,0,0,0
"351","110040",2024,1,0,1
"352","110045",2012,0,0,0
"353","110045",2013,0,0,0
"354","110045",2014,1,0,1
"355","110045",2015,0,0,0
"356","110045",2016,0,0,0
"357","110045",2017,0,0,0
"358","110045",2018,1,0,1
"359","110045",2019,0,0,0
"360","110045",2020,0,0,0
"361","110045",2021,0,0,0
"362","110045",2022,0,0,0
"363","110045",2023,0,0,0
"364","110045",2024,0,0,0
"365","110050",2012,0,0,0
"366","110050",2013,0,0,0
"367","110050",2014,0,0,0
"368","110050",2015,0,0,0
"369","110050",2016,0,0,0
"370","110050",2017,0,0,0
"371","110050",2018,0,0,0
"372","110050",2019,0,0,0
"373","110050",2020,0,0,0
"374","110050",2021,0,0,0
"375","110050",2022,0,0,0
"376","110050",2023,0,0,0
"377","110050",2024,0,0,0
"378","110060",2012,0,0,0
"379","110060",2013,0,0,0
"380","110060",2014,0,0,0
"381","110060",2015,0,0,0
"382","110060",2016,0,0,0
"383","110060",2017,0,0,0
"384","110060",2018,0,0,0
"385","110060",2019,0,0,0
"386","110060",2020,0,0,0
"387","110060",2021,0,0,0
"388","110060",2022,0,0,0
"389","110060",2023,0,0,0
"390","110060",2024,0,0,0
"391","110070",2012,0,0,0
"392","110070",2013,0,0,0
"393","110070",2014,0,0,0
"394","110070",2015,0,0,0
"395","110070",2016,0,0,0
"396","110070",2017,1,0,1
"397","110070",2018,0,0,0
"398","110070",2019,0,0,0
"399","110070",2020,0,0,0
"400","110070",2021,0,0,0
"401","110070",2022,0,0,0
"402","110070",2023,0,0,0
"403","110070",2024,0,0,0
"404","110080",2012,1,0,1
"405","110080",2013,0,0,0
"406","110080",2014,0,0,0
"407","110080",2015,0,0,0
"408","110080",2016,0,0,0
"409","110080",2017,0,0,0
"410","110080",2018,0,0,0
"411","110080",2019,1,0,1
"412","110080",2020,0,0,0
"413","110080",2021,1,0,2
"414","110080",2022,0,0,0
"415","110080",2023,0,0,0
"416","110080",2024,0,0,0
"417","110090",2012,0,0,0
"418","110090",2013,0,0,0
"419","110090",2014,0,0,0
"420","110090",2015,0,0,0
"421","110090",2016,0,0,0
"422","110090",2017,0,0,0
"423","110090",2018,0,0,0
"424","110090",2019,0,0,0
"425","110090",2020,0,0,0
"426","110090",2021,0,0,0
"427","110090",2022,0,0,0
"428","110090",2023,0,0,0
"429","110090",2024,0,0,0
"430","110092",2012,0,0,0
"431","110092",2013,1,0,1
"432","110092",2014,0,0,0
"433","110092",2015,0,0,0
"434","110092",2016,0,0,0
"435","110092",2017,1,0,1
"436","110092",2018,0,0,0
"437","110092",2019,0,0,0
"438","110092",2020,0,0,0
"439","110092",2021,0,0,1
"440","110092",2022,0,0,0
"441","110092",2023,0,0,0
"442","110092",2024,0,0,0
"443","110094",2012,0,0,0
"444","110094",2013,0,0,0
"445","110094",2014,0,0,1
"446","110094",2015,0,0,0
"447","110094",2016,0,0,0
"448","110094",2017,1,0,1
"449","110094",2018,0,0,0
"450","110094",2019,0,0,0
"451","110094",2020,0,0,0
"452","110094",2021,0,0,1
"453","110094",2022,0,0,0
"454","110094",2023,0,0,0
"455","110094",2024,0,0,0
"456","110100",2012,0,0,0
"457","110100",2013,0,0,0
"458","110100",2014,0,0,0
"459","110100",2015,0,0,0
"460","110100",2016,0,0,0
"461","110100",2017,0,0,0
"462","110100",2018,0,0,0
"463","110100",2019,0,0,0
"464","110100",2020,0,0,0
"465","110100",2021,0,0,0
"466","110100",2022,0,0,0
"467","110100",2023,0,0,0
"468","110100",2024,0,0,0
"469","110110",2012,0,0,0
"470","110110",2013,2,0,2
"471","110110",2014,0,0,0
"472","110110",2015,0,0,0
"473","110110",2016,0,0,0
"474","110110",2017,0,0,0
"475","110110",2018,0,0,0
"476","110110",2019,0,0,0
"477","110110",2020,0,0,0
"478","110110",2021,0,0,0
"479","110110",2022,0,0,0
"480","110110",2023,0,0,0
"481","110110",2024,0,0,0
"482","110120",2012,0,0,0
"483","110120",2013,0,0,0
"484","110120",2014,0,0,0
"485","110120",2015,0,0,0
"486","110120",2016,0,0,0
"487","110120",2017,0,0,0
"488","110120",2018,0,0,0
"489","110120",2019,0,0,0
"490","110120",2020,0,0,0
"491","110120",2021,0,0,0
"492","110120",2022,0,0,0
"493","110120",2023,0,0,0
"494","110120",2024,0,0,0
"495","110130",2012,0,0,0
"496","110130",2013,0,0,0
"497","110130",2014,0,0,0
"498","110130",2015,0,0,0
"499","110130",2016,0,0,0
"500","110130",2017,0,0,0
"501","110130",2018,0,0,0
"502","110130",2019,0,0,0
"503","110130",2020,0,0,0
"504","110130",2021,0,0,0
"505","110130",2022,0,0,0
"506","110130",2023,0,0,0
"507","110130",2024,0,0,0
"508","110140",2012,0,0,0
"509","110140",2013,0,0,0
"510","110140",2014,0,0,0
"511","110140",2015,0,0,0
"512","110140",2016,0,0,0
"513","110140",2017,0,0,0
"514","110140",2018,0,0,0
"515","110140",2019,0,0,0
"516","110140",2020,0,0,0
"517","110140",2021,1,0,1
"518","110140",2022,1,0,1
"519","110140",2023,0,0,0
"520","110140",2024,0,0,0
"521","110143",2012,0,0,0
"522","110143",2013,0,0,0
"523","110143",2014,0,0,0
"524","110143",2015,0,0,0
"525","110143",2016,0,0,0
"526","110143",2017,0,0,0
"527","110143",2018,0,0,0
"528","110143",2019,0,0,0
"529","110143",2020,0,0,0
"530","110143",2021,0,0,0
"531","110143",2022,0,0,0
"532","110143",2023,0,0,0
"533","110143",2024,0,0,0
"534","110145",2012,0,0,0
"535","110145",2013,0,0,0
"536","110145",2014,0,0,0
"537","110145",2015,1,0,1
"538","110145",2016,0,0,0
"539","110145",2017,0,0,0
"540","110145",2018,0,0,0
"541","110145",2019,0,0,0
"542","110145",2020,0,0,0
"543","110145",2021,0,0,0
"544","110145",2022,0,0,0
"545","110145",2023,1,0,1
"546","110145",2024,0,0,0
"547","110146",2012,0,0,0
"548","110146",2013,0,0,0
"549","110146",2014,0,0,0
"550","110146",2015,0,0,0
"551","110146",2016,0,0,0
"552","110146",2017,0,0,0
"553","110146",2018,0,0,0
"554","110146",2019,0,0,0
"555","110146",2020,0,0,0
"556","110146",2021,0,0,0
"557","110146",2022,0,0,0
"558","110146",2023,0,0,0
"559","110146",2024,0,0,0
"560","110147",2012,0,0,0
"561","110147",2013,0,0,0
"562","110147",2014,0,0,0
"563","110147",2015,0,0,0
"564","110147",2016,0,0,0
"565","110147",2017,0,0,0
"566","110147",2018,0,0,0
"567","110147",2019,0,0,0
"568","110147",2020,0,0,0
"569","110147",2021,0,0,0
"570","110147",2022,0,0,0
"571","110147",2023,0,0,0
"572","110147",2024,0,0,0
"573","110148",2012,0,0,0
"574","110148",2013,0,0,0
"575","110148",2014,0,0,0
"576","110148",2015,0,0,0
"577","110148",2016,0,0,0
"578","110148",2017,0,0,0
"579","110148",2018,0,0,0
"580","110148",2019,0,0,0
"581","110148",2020,0,0,0
"582","110148",2021,0,0,0
"583","110148",2022,0,0,0
"584","110148",2023,0,0,0
"585","110148",2024,0,0,0
"586","110149",2012,1,0,1
"587","110149",2013,1,0,1
"588","110149",2014,1,0,1
"589","110149",2015,0,0,0
"590","110149",2016,0,0,0
"591","110149",2017,0,0,0
"592","110149",2018,0,0,0
"593","110149",2019,0,0,0
"594","110149",2020,0,0,0
"595","110149",2021,0,0,0
"596","110149",2022,0,0,0
"597","110149",2023,0,0,0
"598","110149",2024,0,0,0
"599","110150",2012,0,0,0
"600","110150",2013,0,0,0
"601","110150",2014,0,0,0
"602","110150",2015,1,0,1
"603","110150",2016,0,0,0
"604","110150",2017,0,0,0
"605","110150",2018,0,0,0
"606","110150",2019,2,0,2
"607","110150",2020,0,0,0
"608","110150",2021,1,0,1
"609","110150",2022,0,0,0
"610","110150",2023,1,0,1
"611","110150",2024,0,0,0
"612","110155",2012,0,0,0
"613","110155",2013,0,0,0
"614","110155",2014,0,0,0
"615","110155",2015,0,0,0
"616","110155",2016,0,0,0
"617","110155",2017,0,0,0
"618","110155",2018,0,0,0
"619","110155",2019,0,0,0
"620","110155",2020,0,0,0
"621","110155",2021,0,0,0
"622","110155",2022,0,0,0
"623","110155",2023,0,0,0
"624","110155",2024,0,0,0
"625","110160",2012,0,0,0
"626","110160",2013,0,0,0
"627","110160",2014,0,0,0
"628","110160",2015,0,0,0
"629","110160",2016,0,0,0
"630","110160",2017,0,0,0
"631","110160",2018,0,0,0
"632","110160",2019,0,0,0
"633","110160",2020,0,0,0
"634","110160",2021,0,0,0
"635","110160",2022,0,0,0
"636","110160",2023,0,0,0
"637","110160",2024,0,0,0
"638","110170",2012,1,0,1
"639","110170",2013,0,0,0
"640","110170",2014,0,0,0
"641","110170",2015,0,0,1
"642","110170",2016,0,0,0
"643","110170",2017,0,0,0
"644","110170",2018,0,0,0
"645","110170",2019,0,0,0
"646","110170",2020,0,0,0
"647","110170",2021,0,0,0
"648","110170",2022,0,0,0
"649","110170",2023,0,0,0
"650","110170",2024,0,0,0
"651","110175",2012,0,0,0
"652","110175",2013,0,0,0
"653","110175",2014,0,0,0
"654","110175",2015,0,0,0
"655","110175",2016,0,0,0
"656","110175",2017,0,0,0
"657","110175",2018,0,0,0
"658","110175",2019,0,0,0
"659","110175",2020,0,0,0
"660","110175",2021,1,0,1
"661","110175",2022,0,0,0
"662","110175",2023,0,0,0
"663","110175",2024,0,0,0
"664","110180",2012,0,0,0
"665","110180",2013,0,0,0
"666","110180",2014,0,0,0
"667","110180",2015,0,0,0
"668","110180",2016,0,0,0
"669","110180",2017,0,0,0
"670","110180",2018,0,0,0
"671","110180",2019,0,0,0
"672","110180",2020,0,0,0
"673","110180",2021,0,0,0
"674","110180",2022,0,0,0
"675","110180",2023,0,0,0
"676","110180",2024,0,0,0
"677","120001",2012,0,0,0
"678","120001",2013,0,0,0
"679","120001",2014,0,0,0
"680","120001",2015,0,0,0
"681","120001",2016,0,0,0
"682","120001",2017,0,0,0
"683","120001",2018,0,0,0
"684","120001",2019,0,0,0
"685","120001",2020,0,0,0
"686","120001",2021,0,0,0
"687","120001",2022,0,0,0
"688","120001",2023,1,0,1
"689","120001",2024,0,0,0
"690","120005",2012,0,0,0
"691","120005",2013,0,0,0
"692","120005",2014,0,0,0
"693","120005",2015,0,0,0
"694","120005",2016,0,0,0
"695","120005",2017,0,0,0
"696","120005",2018,0,0,0
"697","120005",2019,0,0,0
"698","120005",2020,0,0,0
"699","120005",2021,0,0,0
"700","120005",2022,0,0,0
"701","120005",2023,0,0,0
"702","120005",2024,0,0,0
"703","120010",2012,0,0,0
"704","120010",2013,0,0,0
"705","120010",2014,0,0,0
"706","120010",2015,1,0,1
"707","120010",2016,0,0,0
"708","120010",2017,1,0,1
"709","120010",2018,0,0,0
"710","120010",2019,0,0,0
"711","120010",2020,0,0,0
"712","120010",2021,2,0,2
"713","120010",2022,0,0,0
"714","120010",2023,0,0,0
"715","120010",2024,0,0,0
"716","120013",2012,0,0,0
"717","120013",2013,0,0,0
"718","120013",2014,1,0,1
"719","120013",2015,0,0,0
"720","120013",2016,1,0,1
"721","120013",2017,0,0,0
"722","120013",2018,0,0,0
"723","120013",2019,0,0,0
"724","120013",2020,0,0,0
"725","120013",2021,0,0,0
"726","120013",2022,0,0,0
"727","120013",2023,1,0,1
"728","120013",2024,0,0,0
"729","120017",2012,0,0,0
"730","120017",2013,0,0,0
"731","120017",2014,0,0,0
"732","120017",2015,0,0,0
"733","120017",2016,0,0,0
"734","120017",2017,0,0,0
"735","120017",2018,0,0,0
"736","120017",2019,0,0,0
"737","120017",2020,1,0,1
"738","120017",2021,0,0,0
"739","120017",2022,0,0,0
"740","120017",2023,0,0,0
"741","120017",2024,0,0,0
"742","120020",2012,0,0,0
"743","120020",2013,1,0,2
"744","120020",2014,1,0,1
"745","120020",2015,2,0,2
"746","120020",2016,0,0,0
"747","120020",2017,1,0,1
"748","120020",2018,0,0,0
"749","120020",2019,0,0,0
"750","120020",2020,1,0,1
"751","120020",2021,1,0,1
"752","120020",2022,0,0,0
"753","120020",2023,0,0,0
"754","120020",2024,0,0,0
"755","120025",2012,0,0,0
"756","120025",2013,0,0,0
"757","120025",2014,0,0,0
"758","120025",2015,0,0,0
"759","120025",2016,0,0,0
"760","120025",2017,0,0,0
"761","120025",2018,0,0,0
"762","120025",2019,0,0,0
"763","120025",2020,0,0,0
"764","120025",2021,0,0,0
"765","120025",2022,0,0,0
"766","120025",2023,0,0,0
"767","120025",2024,0,0,0
"768","120030",2012,1,0,1
"769","120030",2013,0,0,1
"770","120030",2014,0,0,0
"771","120030",2015,0,0,0
"772","120030",2016,0,0,0
"773","120030",2017,1,0,1
"774","120030",2018,1,0,1
"775","120030",2019,0,0,0
"776","120030",2020,0,0,0
"777","120030",2021,0,0,0
"778","120030",2022,0,0,0
"779","120030",2023,1,0,1
"780","120030",2024,1,0,1
"781","120032",2012,0,0,0
"782","120032",2013,0,0,0
"783","120032",2014,0,0,0
"784","120032",2015,1,0,1
"785","120032",2016,0,0,0
"786","120032",2017,0,0,0
"787","120032",2018,0,0,0
"788","120032",2019,1,0,1
"789","120032",2020,0,0,0
"790","120032",2021,0,0,0
"791","120032",2022,0,0,0
"792","120032",2023,0,0,0
"793","120032",2024,0,0,0
"794","120033",2012,0,0,0
"795","120033",2013,0,0,0
"796","120033",2014,0,0,0
"797","120033",2015,1,0,1
"798","120033",2016,0,0,0
"799","120033",2017,0,0,0
"800","120033",2018,0,0,0
"801","120033",2019,0,0,0
"802","120033",2020,0,0,0
"803","120033",2021,0,0,0
"804","120033",2022,0,0,0
"805","120033",2023,0,0,0
"806","120033",2024,0,0,0
"807","120034",2012,0,0,0
"808","120034",2013,0,0,0
"809","120034",2014,1,0,1
"810","120034",2015,0,0,0
"811","120034",2016,1,0,1
"812","120034",2017,0,0,0
"813","120034",2018,0,0,0
"814","120034",2019,1,0,1
"815","120034",2020,0,0,0
"816","120034",2021,0,0,0
"817","120034",2022,0,0,0
"818","120034",2023,0,0,0
"819","120034",2024,0,0,0
"820","120035",2012,0,0,0
"821","120035",2013,0,0,0
"822","120035",2014,0,0,0
"823","120035",2015,0,0,0
"824","120035",2016,1,0,1
"825","120035",2017,1,0,1
"826","120035",2018,0,0,0
"827","120035",2019,0,0,0
"828","120035",2020,1,0,1
"829","120035",2021,2,0,2
"830","120035",2022,0,0,0
"831","120035",2023,0,0,0
"832","120035",2024,1,0,1
"833","120038",2012,0,0,0
"834","120038",2013,1,0,1
"835","120038",2014,0,0,0
"836","120038",2015,0,0,0
"837","120038",2016,0,0,0
"838","120038",2017,0,0,0
"839","120038",2018,0,0,0
"840","120038",2019,0,0,0
"841","120038",2020,0,0,0
"842","120038",2021,0,0,0
"843","120038",2022,0,0,0
"844","120038",2023,0,0,0
"845","120038",2024,0,0,0
"846","120039",2012,0,0,0
"847","120039",2013,0,0,0
"848","120039",2014,0,0,0
"849","120039",2015,0,0,0
"850","120039",2016,1,0,1
"851","120039",2017,0,0,0
"852","120039",2018,0,0,0
"853","120039",2019,0,0,0
"854","120039",2020,0,0,0
"855","120039",2021,0,0,0
"856","120039",2022,0,0,0
"857","120039",2023,0,0,0
"858","120039",2024,1,0,1
"859","120040",2012,7,0,7
"860","120040",2013,4,0,4
"861","120040",2014,3,0,3
"862","120040",2015,3,0,3
"863","120040",2016,3,0,3
"864","120040",2017,2,0,2
"865","120040",2018,6,0,6
"866","120040",2019,4,0,4
"867","120040",2020,1,0,1
"868","120040",2021,6,0,8
"869","120040",2022,2,0,2
"870","120040",2023,1,0,1
"871","120040",2024,2,0,2
"872","120042",2012,0,0,0
"873","120042",2013,0,0,0
"874","120042",2014,1,0,1
"875","120042",2015,0,0,0
"876","120042",2016,0,0,0
"877","120042",2017,0,0,0
"878","120042",2018,0,0,0
"879","120042",2019,0,0,0
"880","120042",2020,0,0,0
"881","120042",2021,0,0,0
"882","120042",2022,0,0,0
"883","120042",2023,0,0,0
"884","120042",2024,0,0,0
"885","120043",2012,0,0,1
"886","120043",2013,0,0,0
"887","120043",2014,1,0,1
"888","120043",2015,1,0,1
"889","120043",2016,0,0,0
"890","120043",2017,1,0,1
"891","120043",2018,0,0,0
"892","120043",2019,0,0,0
"893","120043",2020,0,0,0
"894","120043",2021,0,0,0
"895","120043",2022,0,0,0
"896","120043",2023,0,0,0
"897","120043",2024,0,0,0
"898","120045",2012,0,0,0
"899","120045",2013,0,0,0
"900","120045",2014,0,0,0
"901","120045",2015,1,0,1
"902","120045",2016,0,0,0
"903","120045",2017,0,0,0
"904","120045",2018,1,0,1
"905","120045",2019,0,0,0
"906","120045",2020,0,0,0
"907","120045",2021,0,0,0
"908","120045",2022,2,0,2
"909","120045",2023,0,0,0
"910","120045",2024,1,0,1
"911","120050",2012,0,0,0
"912","120050",2013,0,0,0
"913","120050",2014,0,0,0
"914","120050",2015,0,0,0
"915","120050",2016,0,0,0
"916","120050",2017,0,0,0
"917","120050",2018,0,0,0
"918","120050",2019,1,0,1
"919","120050",2020,1,0,1
"920","120050",2021,2,0,2
"921","120050",2022,0,0,0
"922","120050",2023,1,0,1
"923","120050",2024,0,0,0
"924","120060",2012,0,0,0
"925","120060",2013,1,0,2
"926","120060",2014,0,0,0
"927","120060",2015,0,0,0
"928","120060",2016,1,0,1
