codmunres,ano,local,outra_uf,dentro_macrorregiao_saude,dentro_regiao_saude,fora_macrorregiao_saude,km_partos_fora_macrorregiao,km_partos_na_macrorregiao,km_partos_na_regiao,km_partos_fora_uf,km_partos_fora_macrorregiao_alta_complexidade,km_partos_na_macrorregiao_alta_complexidade,km_partos_na_regiao_alta_complexidade,km_partos_fora_uf_alta_complexidade,km_partos_fora_macrorregiao_baixa_complexidade,km_partos_na_macrorregiao_baixa_complexidade,km_partos_na_regiao_baixa_complexidade,km_partos_fora_uf_baixa_complexidade,nao_local,km_partos_fora_municipio,km_partos_fora_municipio_alta_complexidade,km_partos_fora_municipio_baixa_complexidade,destino_total,total_n_local_mun,codmunnasc1,n_nasc1,x_1,codmunnasc2,n_nasc2,x_2,codmunnasc3,n_nasc3,x_3,cnes,nasc_estab,nome_estabelecimento_fantasia,nascimentos,partos_na_macro_com_1mais_uti,partos_na_macro_com_4mais_uti,partos_na_macro_sem_1mais_uti,partos_na_macro_sem_4mais_uti,partos_fora_macro_com_1mais_uti,partos_fora_macro_com_4mais_uti,partos_fora_macro_sem_1mais_uti,partos_fora_macro_sem_4mais_uti,partos_na_macro_sem_inf,partos_fora_macro_sem_inf
311950,2023,0,0,5,76,11,67.0943,114.3808,44.0812,0,67.0943,0,44.0812,0,0,114.3808,0,0,92,44.0812,44.0812,114.3808,92,92,310340,76,82.6,315700,8,8.7,311300,4,4.3,2134276,76,HOSPITAL SAO VICENTE DE PAULO ARACUAI,1,0,0,1,1,0,0,0,0,0,0
311950,2024,1,0,2,63,16,67.0943,196.6567,44.0812,0,67.0943,278.9326,44.0812,0,0,114.3808,0,0,81,44.0812,44.0812,114.3808,82,81,310340,63,77.8,315700,15,18.5,311300,1,1.2,2134276,63,HOSPITAL SAO VICENTE DE PAULO ARACUAI,0,0,0,0,0,0,0,0,0,0,0
311950,2025,0,0,0,52,8,92.0135,0,44.0812,0,67.0943,0,44.0812,0,116.9326,0,44.0812,0,60,44.0812,44.0812,80.5069,60,60,310340,52,86.7,315700,4,6.7,316800,3,5,2134276,51,HOSPITAL SAO VICENTE DE PAULO ARACUAI,0,0,0,0,0,0,0,0,0,0,0
311960,2023,0,0,0,22,0,0,0,32.0732,0,0,0,32.0732,0,0,0,0,0,22,32.0732,32.0732,0,22,22,313670,22,100,,,,,,,2111624,13,HOSPITAL REGIONAL JOAO PENIDO,0,0,0,0,0,0,0,0,0,0,0
311960,2024,0,0,0,19,0,0,0,32.0732,0,0,0,32.0732,0,0,0,0,0,19,32.0732,32.0732,0,19,19,313670,19,100,,,,,,,2111624,8,HOSPITAL REGIONAL JOAO PENIDO,0,0,0,0,0,0,0,0,0,0,0
311960,2025,0,0,0,16,0,0,0,32.0732,0,0,0,32.0732,0,0,0,0,0,16,32.0732,32.0732,0,16,16,313670,16,100,,,,,,,2111624,8,HOSPITAL REGIONAL JOAO PENIDO,0,0,0,0,0,0,0,0,0,0,0
311970,2023,1,0,3,19,0,0,74.1773,16.0758,0,0,74.1773,16.0758,0,0,0,0,0,22,16.0758,16.0758,0,23,22,316250,19,86.4,310560,3,13.6,,,,2161354,19,SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI,0,0,0,0,0,0,0,0,0,0,0
311970,2024,0,0,1,19,1,179.0135,74.1773,16.0758,0,179.0135,74.1773,16.0758,0,0,0,0,0,21,16.0758,16.0758,0,21,21,316250,19,90.5,310560,1,4.8,310620,1,4.8,2161354,19,SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI,0,0,0,0,0,0,0,0,0,0,0
311970,2025,0,0,0,22,3,259.9861,0,16.0758,0,219.4998,0,16.0758,0,332.3525,0,0,0,25,16.0758,16.0758,332.3525,25,25,316250,22,88,310620,1,4,311940,1,4,2161354,22,SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI,0,0,0,0,0,0,0,0,0,0,0
311980,2023,0,0,18,1,3,238.1779,33.6872,31.3449,0,238.1779,57.5882,0,0,238.1779,33.6872,31.3449,0,22,33.6872,70.4091,33.6872,22,22,313880,15,68.2,310620,3,13.6,313720,2,9.1,2144166,15,HOSPITAL SENHORA APARECIDA DE LUZ,0,0,0,0,0,0,0,0,0,0,0
311980,2024,0,0,17,4,1,99.2193,33.6872,31.3449,0,0,83.2299,0,0,99.2193,33.6872,31.3449,0,22,33.6872,83.2299,33.6872,22,22,313880,16,72.7,310510,4,18.2,310740,1,4.5,2144166,16,HOSPITAL SENHORA APARECIDA DE LUZ,0,0,0,0,0,0,0,0,0,0,0
311980,2025,0,0,6,3,1,63.2756,33.6872,31.3449,0,0,118.3755,0,0,63.2756,33.6872,31.3449,0,10,33.6872,118.3755,33.6872,10,10,313880,4,40,310510,3,30,310740,1,10,2144166,4,HOSPITAL SENHORA APARECIDA DE LUZ,0,0,0,0,0,0,0,0,0,0,0
311990,2023,0,1,0,21,0,0,0,5.0787,79.9499,0,0,55.2513,79.9499,0,0,5.0787,0,22,5.0787,55.2513,5.0787,22,22,311060,12,54.5,315250,8,36.4,312510,1,4.5,2128012,12,HOSPITAL ANA MOREIRA SALLES CAMBUI,0,0,0,0,0,0,0,0,0,0,0
311990,2024,0,0,0,47,1,644.6801,0,5.0787,0,644.6801,0,55.2513,0,0,0,5.0787,0,48,5.0787,55.2513,5.0787,48,48,311060,27,56.2,315250,20,41.7,311330,1,2.1,2128012,27,HOSPITAL ANA MOREIRA SALLES CAMBUI,0,0,0,0,0,0,0,0,0,0,0
311990,2025,1,0,0,16,0,0,0,5.0787,0,0,0,55.2513,0,0,0,5.0787,0,16,5.0787,55.2513,5.0787,17,16,311060,10,62.5,315250,6,37.5,,,,2128012,10,HOSPITAL ANA MOREIRA SALLES CAMBUI,0,0,0,0,0,0,0,0,0,0,0
311995,2023,1,0,10,39,1,243.1455,27.755,19.143,0,0,90.8891,19.143,0,243.1455,27.755,19.7676,0,50,19.143,19.143,27.755,51,50,312610,38,76,310420,7,14,312230,2,4,2142376,37,HOSPITAL SAO LUIZ DE FORMIGA,1,1,1,0,0,0,0,0,0,0,0
311995,2024,0,0,18,36,0,0,27.755,19.143,0,0,27.755,19.143,0,0,0,0,0,54,19.143,19.143,0,54,54,312610,36,66.7,310420,17,31.5,312230,1,1.9,2142376,36,HOSPITAL SAO LUIZ DE FORMIGA,2,2,2,0,0,0,0,0,0,0,0
311995,2025,0,0,7,25,3,243.1455,27.755,19.143,0,150.2765,27.755,19.143,0,243.1455,0,0,0,35,19.143,19.143,243.1455,35,35,312610,25,71.4,310420,7,20,310620,2,5.7,2142376,25,HOSPITAL SAO LUIZ DE FORMIGA,0,0,0,0,0,0,0,0,0,0,0
312000,2023,0,0,19,5,0,0,63.8258,53.7647,0,0,63.8258,53.7647,0,0,0,0,0,24,63.8258,63.8258,0,24,24,313130,14,58.3,311340,5,20.8,316870,5,20.8,2205440,14,HOSPITAL MARCIO CUNHA,1,1,1,0,0,0,0,0,0,0,0
312000,2024,0,0,18,3,1,57.9204,63.8258,53.7647,0,0,63.8258,53.7647,0,57.9204,0,0,0,22,63.8258,63.8258,57.9204,22,22,313130,14,63.6,311340,4,18.2,316870,2,9.1,2205440,14,HOSPITAL MARCIO CUNHA,0,0,0,0,0,0,0,0,0,0,0
312000,2025,0,0,12,0,0,0,63.8258,0,0,0,63.8258,0,0,0,0,0,0,12,63.8258,63.8258,0,12,12,313130,10,83.3,311340,2,16.7,,,,2205440,10,HOSPITAL MARCIO CUNHA,0,0,0,0,0,0,0,0,0,0,0
312010,2023,0,0,0,56,0,0,0,36.0497,0,0,0,36.0497,0,0,0,0,0,56,36.0497,36.0497,0,56,56,312160,56,100,,,,,,,2761203,56,HOSPITAL DE NOSSA SENHORA DA SAUDE,3,3,3,0,0,0,0,0,0,0,0
312010,2024,1,0,0,48,2,339.1293,0,36.0497,0,339.1293,0,36.0497,0,0,0,0,0,50,36.0497,36.0497,0,51,50,312160,48,96,310620,2,4,,,,2761203,48,HOSPITAL DE NOSSA SENHORA DA SAUDE,0,0,0,0,0,0,0,0,0,0,0
312010,2025,1,0,0,29,0,0,0,36.0497,0,0,0,36.0497,0,0,0,0,0,29,36.0497,36.0497,0,30,29,312160,29,100,,,,,,,2761203,29,HOSPITAL DE NOSSA SENHORA DA SAUDE,0,0,0,0,0,0,0,0,0,0,0
312015,2023,0,0,11,53,0,0,132.675,23.9374,0,0,132.675,0,0,0,0,23.9374,0,64,23.9374,132.675,23.9374,64,64,310090,53,82.8,316860,11,17.2,,,,2183803,53,HOSPITAL SAO VICENTE DE PAULO DE AGUAS FORMOSAS,0,0,0,0,0,0,0,0,0,0,0
312015,2024,0,0,4,51,0,0,132.675,23.9374,0,0,132.675,0,0,0,0,23.9374,0,55,23.9374,132.675,23.9374,55,55,310090,51,92.7,316860,4,7.3,,,,2183803,51,HOSPITAL SAO VICENTE DE PAULO DE AGUAS FORMOSAS,0,0,0,0,0,0,0,0,0,0,0
312015,2025,0,0,8,43,0,0,132.675,23.9374,0,0,132.675,0,0,0,0,23.9374,0,51,23.9374,132.675,23.9374,51,51,310090,43,84.3,316860,8,15.7,,,,2183803,42,HOSPITAL SAO VICENTE DE PAULO DE AGUAS FORMOSAS,0,0,0,0,0,0,0,0,0,0,0
312020,2023,3,0,2,112,6,108.9,146.1588,36.1481,0,108.9,146.1588,36.1481,0,258.7406,0,36.1481,0,120,36.1481,36.1481,36.1481,123,120,311120,112,93.3,310710,2,1.7,317070,2,1.7,2192020,109,SANTA CASA DE CAMPO BELO,0,0,0,0,0,0,0,0,0,0,0
312020,2024,2,0,0,123,7,108.9,0,36.1481,0,46.6951,0,36.1481,0,258.7406,0,36.1481,0,130,36.1481,36.1481,36.1481,132,130,311120,123,94.6,310710,3,2.3,310620,2,1.5,2192020,120,SANTA CASA DE CAMPO BELO,2,0,0,1,1,1,1,0,0,0,0
312020,2025,0,0,1,87,10,169.5504,72.0819,36.1481,0,114.9231,72.0819,36.1481,0,258.7406,0,36.1481,0,98,36.1481,36.1481,147.4444,98,98,311120,87,88.8,310620,3,3.1,310710,3,3.1,2192020,86,SANTA CASA DE CAMPO BELO,2,0,0,1,1,1,1,0,0,0,0
312030,2023,0,0,62,5,2,698.7248,167.9824,22.7413,0,698.7248,167.9824,0,0,0,0,22.7413,0,69,167.9824,167.9824,22.7413,69,69,314330,62,89.9,312780,4,5.8,310620,1,1.4,2149990,38,HOSPITAL SANTA CASA DE MONTES CLAROS,1,1,1,0,0,0,0,0,0,0,0
312030,2024,0,0,56,8,0,0,167.9824,116.4681,0,0,167.9824,0,0,0,0,116.4681,0,64,167.9824,167.9824,116.4681,64,64,314330,55,85.9,312670,5,7.8,312780,3,4.7,2149990,31,HOSPITAL SANTA CASA DE MONTES CLAROS,0,0,0,0,0,0,0,0,0,0,0
312030,2025,0,0,31,11,0,0,167.9824,116.4681,0,0,167.9824,0,0,0,0,116.4681,0,42,167.9824,167.9824,116.4681,42,42,314330,31,73.8,312670,10,23.8,312780,1,2.4,2149990,23,HOSPITAL SANTA CASA DE MONTES CLAROS,0,0,0,0,0,0,0,0,0,0,0
312040,2023,0,0,9,45,3,117.8731,55.7803,20.969,0,117.8731,55.7803,42.8339,0,0,19.4963,20.969,0,57,20.969,42.8339,20.969,57,57,311830,38,66.7,314590,7,12.3,310560,5,8.8,2136945,32,HOSPITAL QUELUZ,0,0,0,0,0,0,0,0,0,0,0
312040,2024,1,0,8,38,1,117.8731,55.7803,20.969,0,117.8731,55.7803,42.8339,0,0,19.4963,20.969,0,47,20.969,42.8339,20.969,48,47,311830,30,63.8,314590,8,17,310560,7,14.9,2136945,27,HOSPITAL QUELUZ,0,0,0,0,0,0,0,0,0,0,0
312040,2025,0,0,12,33,0,0,55.7803,20.969,0,0,55.7803,20.969,0,0,19.4963,20.969,0,45,20.969,55.7803,20.969,45,45,311830,32,71.1,310560,11,24.4,311320,1,2.2,2136945,25,HOSPITAL QUELUZ,0,0,0,0,0,0,0,0,0,0,0
312050,2023,0,0,38,50,0,0,41.1734,31.0553,0,0,41.1734,31.0553,0,0,0,0,0,88,31.0553,31.0553,0,88,88,316370,50,56.8,313240,38,43.2,,,,2764814,50,CASA DE CARIDADE DE SAO LOURENCO,0,0,0,0,0,0,0,0,0,0,0
312050,2024,2,1,47,62,0,0,41.1734,31.0553,285.1895,0,41.1734,31.0553,285.1895,0,35.3781,72.0222,0,110,31.0553,31.0553,53.7001,112,110,316370,60,54.5,313240,45,40.9,310490,1,0.9,2764814,60,CASA DE CARIDADE DE SAO LOURENCO,2,2,2,0,0,0,0,0,0,0,0
312050,2025,1,0,25,30,0,0,41.1734,31.0553,0,0,41.1734,31.0553,0,0,0,0,0,55,31.0553,31.0553,0,56,55,316370,29,52.7,313240,25,45.5,310490,1,1.8,2764814,29,CASA DE CARIDADE DE SAO LOURENCO,0,0,0,0,0,0,0,0,0,0,0
312060,2023,0,0,9,32,7,20.953,122.7205,88.1575,0,0,0,88.1575,0,20.953,122.7205,0,0,48,88.1575,88.1575,122.7205,48,48,310670,32,66.7,310620,9,18.8,313220,5,10.4,2126494,31,HOSPITAL PUBLICO REGIONAL PREFEITO OSVALDO REZENDE FRANCO,0,0,0,0,0,0,0,0,0,0,0
312060,2024,1,0,6,25,6,46.9944,122.7205,88.1575,0,69.5209,122.7205,88.1575,0,46.9944,122.7205,88.1575,0,37,88.1575,88.1575,88.1575,38,37,310670,25,67.6,310620,6,16.2,311450,3,8.1,2126494,23,HOSPITAL PUBLICO REGIONAL PREFEITO OSVALDO REZENDE FRANCO,2,2,2,0,0,0,0,0,0,0,0
312060,2025,1,0,5,22,6,20.953,122.7205,88.1575,0,0,122.7205,88.1575,0,20.953,0,0,0,33,88.1575,88.1575,20.953,34,33,310670,22,66.7,313220,5,15.2,310620,4,12.1,2126494,21,HOSPITAL PUBLICO REGIONAL PREFEITO OSVALDO REZENDE FRANCO,0,0,0,0,0,0,0,0,0,0,0
312070,2023,2,0,0,24,24,51.8545,0,67.0462,0,51.8545,0,67.0462,0,0,0,0,0,48,59.4504,59.4504,0,50,48,314800,24,50,314810,24,50,,,,2209195,24,HOSPITAL SANTA CASA DE PATROCINIO,0,0,0,0,0,0,0,0,0,0,0
312070,2024,2,0,0,24,19,51.8545,0,67.0462,0,51.8545,0,67.0462,0,0,0,0,0,43,67.0462,67.0462,0,45,43,314800,24,55.8,314810,18,41.9,310350,1,2.3,2209195,18,HOSPITAL SANTA CASA DE PATROCINIO,0,0,0,0,0,0,0,0,0,0,0
312070,2025,1,0,0,24,18,51.8545,0,67.0462,0,51.8545,0,67.0462,0,0,0,0,0,42,67.0462,67.0462,0,43,42,314800,24,57.1,314810,18,42.9,,,,2209195,18,HOSPITAL SANTA CASA DE PATROCINIO,0,0,0,0,0,0,0,0,0,0,0
312080,2023,139,0,2,11,0,0,240.1182,53.308,0,0,240.1182,53.308,0,0,0,0,0,13,53.308,53.308,0,152,13,316370,9,69.2,310120,1,7.7,310490,1,7.7,2764814,9,CASA DE CARIDADE DE SAO LOURENCO,4,4,4,0,0,0,0,0,0,0,0
312080,2024,158,0,0,7,1,346.2663,0,53.308,0,346.2663,0,53.308,0,0,0,0,0,8,53.308,53.308,0,166,8,316370,7,87.5,310620,1,12.5,,,,2764814,7,CASA DE CARIDADE DE SAO LOURENCO,1,0,0,1,1,0,0,0,0,0,0
312080,2025,106,0,0,7,0,0,0,53.308,0,0,0,53.308,0,0,0,0,0,7,53.308,53.308,0,113,7,316370,6,85.7,310490,1,14.3,,,,2764814,6,CASA DE CARIDADE DE SAO LOURENCO,4,3,3,1,1,0,0,0,0,0,0
312083,2023,0,2,14,41,0,0,142.6625,78.0024,120.9347,0,142.6625,0,120.9347,0,67.0458,78.0024,0,57,78.0024,142.6625,78.0024,57,57,315430,39,68.4,312770,8,14,313180,3,5.3,2168731,39,HOSPITAL NOSSA SENHORA DO CARMO,3,3,3,0,0,0,0,0,0,0,0
312083,2024,0,1,10,50,0,0,47.3991,78.0024,120.9347,0,142.6625,0,120.9347,0,37.2259,78.0024,0,61,78.0024,142.6625,78.0024,61,61,315430,50,82,313960,5,8.2,312770,2,3.3,2168731,49,HOSPITAL NOSSA SENHORA DO CARMO,0,0,0,0,0,0,0,0,0,0,0
312083,2025,0,2,7,24,0,0,142.6625,78.0024,120.9347,0,142.6625,0,120.9347,0,76.5195,78.0024,0,33,78.0024,142.6625,78.0024,33,33,315430,24,72.7,312770,4,12.1,313180,3,9.1,2168731,24,HOSPITAL NOSSA SENHORA DO CARMO,1,1,1,0,0,0,0,0,0,0,0
312087,2023,0,0,0,92,0,0,0,45.68,0,0,0,45.68,0,0,0,0,0,92,45.68,45.68,0,92,92,316800,88,95.7,315700,4,4.3,,,,2098369,88,HOSPITAL SANTO ANTONIO,0,0,0,0,0,0,0,0,0,0,0
312087,2024,0,1,0,116,0,0,0,45.68,194.6347,0,0,45.68,194.6347,0,0,0,0,117,45.68,45.68,0,117,117,316800,112,95.7,315700,4,3.4,293330,1,0.9,2098369,112,HOSPITAL SANTO ANTONIO,0,0,0,0,0,0,0,0,0,0,0
312087,2025,1,0,0,53,1,90.0644,0,45.68,0,0,0,45.68,0,90.0644,0,45.68,0,54,45.68,45.68,45.68,55,54,316800,53,98.1,314870,1,1.9,,,,2098369,51,HOSPITAL SANTO ANTONIO,1,1,1,0,0,0,0,0,0,0,0
312090,2023,816,0,116,1,3,128.379,177.9154,132.0359,0,128.379,106.3878,0,0,0,177.9154,132.0359,0,120,177.9154,128.379,177.9154,936,120,310620,87,72.5,316720,25,20.8,314480,4,3.3,26794,52,HOSPITAL SOFIA FELDMAN,10,10,10,0,0,0,0,0,0,0,0
312090,2024,813,1,87,0,2,325.2931,177.9154,0,596.9636,325.2931,177.9154,0,0,0,177.9154,0,596.9636,90,177.9154,177.9154,177.9154,903,90,310620,71,78.9,316720,9,10,314480,6,6.7,26794,46,HOSPITAL SOFIA FELDMAN,8,8,8,0,0,0,0,0,0,0,0
312090,2025,583,0,52,0,1,128.379,177.9154,0,0,128.379,177.9154,0,0,0,177.9154,0,0,53,177.9154,177.9154,177.9154,636,53,310620,44,83,316720,5,9.4,314480,2,3.8,26794,34,HOSPITAL SOFIA FELDMAN,9,8,8,1,1,0,0,0,0,0,0
312100,2023,0,0,0,76,0,0,0,33.441,0,0,0,33.441,0,0,0,0,0,76,33.441,33.441,0,76,76,312160,76,100,,,,,,,2761203,76,HOSPITAL DE NOSSA SENHORA DA SAUDE,2,2,2,0,0,0,0,0,0,0,0
312100,2024,0,0,0,60,1,282.6055,0,33.441,0,282.6055,0,33.441,0,0,0,0,0,61,33.441,33.441,0,61,61,312160,60,98.4,310620,1,1.6,,,,2761203,60,HOSPITAL DE NOSSA SENHORA DA SAUDE,0,0,0,0,0,0,0,0,0,0,0
312100,2025,0,0,0,55,1,105.9511,0,33.441,0,105.9511,0,33.441,0,0,0,0,0,56,33.441,33.441,0,56,56,312160,55,98.2,312090,1,1.8,,,,2761203,55,HOSPITAL DE NOSSA SENHORA DA SAUDE,1,1,1,0,0,0,0,0,0,0,0
312110,2023,0,0,1,79,0,0,85.7897,28.992,0,0,0,28.992,0,0,85.7897,0,0,80,28.992,28.992,85.7897,80,80,313240,79,98.8,313310,1,1.2,,,,2208857,61,AISI HOSPITAL DE CLINICAS DE ITAJUBA,1,1,1,0,0,0,0,0,0,0,0
312110,2024,0,3,2,65,1,747.1167,78.5153,28.992,1206.1187,747.1167,71.2408,28.992,1206.1187,0,85.7897,0,0,71,28.992,28.992,85.7897,71,71,313240,65,91.5,530010,2,2.8,312160,1,1.4,2208857,48,AISI HOSPITAL DE CLINICAS DE ITAJUBA,0,0,0,0,0,0,0,0,0,0,0
312110,2025,0,0,0,39,0,0,0,28.992,0,0,0,28.992,0,0,0,0,0,39,28.992,28.992,0,39,39,313240,39,100,,,,,,,2208857,29,AISI HOSPITAL DE CLINICAS DE ITAJUBA,0,0,0,0,0,0,0,0,0,0,0
312120,2023,3,8,0,75,0,0,0,35.6638,100.4134,0,0,83.3805,100.4134,0,0,35.6638,282.2928,83,35.6638,83.3805,35.6638,86,83,311510,44,53,314790,30,36.1,351620,7,8.4,2760436,43,INSTITUTO SAO VICENTE DE PAULO,0,0,0,0,0,0,0,0,0,0,0
312120,2024,3,3,0,69,0,0,0,35.6638,100.4134,0,0,83.3805,100.4134,0,0,35.6638,0,72,35.6638,83.3805,35.6638,75,72,311510,48,66.7,314790,21,29.2,351620,3,4.2,2760436,48,INSTITUTO SAO VICENTE DE PAULO,0,0,0,0,0,0,0,0,0,0,0
312120,2025,0,5,0,46,0,0,0,35.6638,100.4134,0,0,83.3805,100.4134,0,0,35.6638,100.4134,51,35.6638,83.3805,35.6638,51,51,311510,35,68.6,314790,11,21.6,351620,5,9.8,2760436,35,INSTITUTO SAO VICENTE DE PAULO,0,0,0,0,0,0,0,0,0,0,0
312125,2023,0,3,0,117,0,0,0,32.1762,45.9356,0,0,32.1762,45.9356,0,0,32.1762,29.0365,120,32.1762,32.1762,32.1762,120,120,317010,117,97.5,352410,2,1.7,352010,1,0.8,2206595,51,HOSPITAL DE CLINICAS DA UFTM,1,0,0,0,0,0,0,0,0,1,0
312125,2024,0,5,0,109,0,0,0,32.1762,45.9356,0,0,32.1762,45.9356,0,0,32.1762,45.9356,114,32.1762,32.1762,32.1762,114,114,317010,109,95.6,352410,5,4.4,,,,2195585,44,CLINICAS INTEGRADAS HOSPITAL UNIVERSITARIO MARIO PALMERIO,2,2,2,0,0,0,0,0,0,0,0
312125,2025,2,1,0,80,0,0,0,32.1762,45.9356,0,0,32.1762,45.9356,0,0,32.1762,0,81,32.1762,32.1762,32.1762,83,81,317010,80,98.8,352410,1,1.2,,,,2206595,43,HOSPITAL DE CLINICAS DA UFTM,1,1,1,0,0,0,0,0,0,0,0
312130,2023,0,0,40,4,0,0,75.9681,11.413,0,0,75.9681,0,0,0,0,11.413,0,44,75.9681,75.9681,11.413,44,44,313670,40,90.9,316290,4,9.1,,,,2221772,14,HSVP JUIZ DE FORA,0,0,0,0,0,0,0,0,0,0,0
312130,2024,0,0,38,8,0,0,75.9681,11.413,0,0,75.9681,0,0,0,0,11.413,0,46,75.9681,75.9681,11.413,46,46,313670,38,82.6,316290,8,17.4,,,,2153084,15,HOSPITAL E MATERNIDADE THEREZINHA DE JESUS,0,0,0,0,0,0,0,0,0,0,0
312130,2025,1,0,27,5,0,0,75.9681,11.413,0,0,75.9681,0,0,0,21.8671,11.413,0,32,75.9681,75.9681,11.413,33,32,313670,26,81.2,316290,5,15.6,315540,1,3.1,2153084,13,HOSPITAL E MATERNIDADE THEREZINHA DE JESUS,0,0,0,0,0,0,0,0,0,0,0
312140,2023,0,0,2,35,37,153.7525,154.5944,74.8702,0,139.7724,154.5944,74.8702,0,153.7525,0,83.127,0,74,85.7723,88.4176,83.127,74,74,310620,25,33.8,311800,12,16.2,311830,9,12.2,26794,19,HOSPITAL SOFIA FELDMAN,1,0,0,0,0,1,1,0,0,0,0
312140,2024,0,0,1,35,22,153.7525,154.5944,74.8702,0,139.7724,154.5944,74.8702,0,153.7525,0,83.127,0,58,83.127,74.8702,153.7525,58,58,311800,17,29.3,310620,16,27.6,311830,12,20.7,2172259,17,HOSPITAL BOM JESUS,0,0,0,0,0,0,0,0,0,0,0
312140,2025,0,0,1,28,15,153.7525,154.5944,74.8702,0,146.7624,154.5944,74.8702,0,153.7525,0,83.127,0,44,83.127,82.7132,83.127,44,44,311800,15,34.1,311830,11,25,310620,9,20.5,2172259,15,HOSPITAL BOM JESUS,0,0,0,0,0,0,0,0,0,0,0
312150,2023,0,0,0,25,0,0,0,51.3868,0,0,0,51.3868,0,0,0,0,0,25,51.3868,51.3868,0,25,25,310560,25,100,,,,,,,2138875,25,SANTA CASA MISERICORDIA BARBACENA,0,0,0,0,0,0,0,0,0,0,0
312150,2024,0,0,0,26,0,0,0,51.3868,0,0,0,51.3868,0,0,0,0,0,26,51.3868,51.3868,0,26,26,310560,26,100,,,,,,,2138875,26,SANTA CASA MISERICORDIA BARBACENA,1,1,1,0,0,0,0,0,0,0,0
312150,2025,0,0,0,15,1,503.4499,0,51.3868,0,503.4499,0,51.3868,0,0,0,0,0,16,51.3868,51.3868,0,16,16,310560,15,93.8,312160,1,6.2,,,,2138875,15,SANTA CASA MISERICORDIA BARBACENA,0,0,0,0,0,0,0,0,0,0,0
312160,2023,528,0,0,2,16,305.0335,0,81.1856,0,305.0335,0,0,0,241.0811,0,81.1856,0,18,305.0335,305.0335,177.1288,546,18,310620,11,61.1,310730,2,11.1,312010,1,5.6,27014,2,SANTA CASA DE BELO HORIZONTE,3,3,3,0,0,0,0,0,0,0,0
312160,2024,520,0,0,0,13,305.0335,0,0,0,305.0335,0,0,0,177.1288,0,0,0,13,305.0335,305.0335,177.1288,533,13,310620,8,61.5,314480,2,15.4,310730,1,7.7,2192896,3,HOSPITAL METROPOLITANO ODILON BEHRENS HOB,7,5,5,0,0,2,2,0,0,0,0
312160,2025,361,0,0,0,8,304.7697,0,0,0,305.0335,0,0,0,288.7634,0,0,0,8,304.7697,305.0335,288.7634,369,8,310620,2,25,314330,2,25,310670,1,12.5,7366108,2,HOSPITAL DAS CLINICAS DOUTOR MARIO RIBEIRO DA SILVEIRA,6,6,6,0,0,0,0,0,0,0,0
312170,2023,0,0,0,36,0,0,0,49.9199,0,0,0,49.9199,0,0,0,0,0,36,49.9199,49.9199,0,36,36,315210,36,100,,,,,,,2111640,36,HOSPITAL NOSSA SENHORA DAS DORES,2,2,2,0,0,0,0,0,0,0,0
312170,2024,0,0,0,28,2,178.7052,0,49.9199,0,178.7052,0,49.9199,0,178.7052,0,0,0,30,49.9199,49.9199,178.7052,30,30,315210,28,93.3,310620,2,6.7,,,,2111640,28,HOSPITAL NOSSA SENHORA DAS DORES,3,1,1,0,0,2,2,0,0,0,0
312170,2025,0,0,0,11,1,178.7052,0,49.9199,0,178.7052,0,49.9199,0,0,0,0,0,12,49.9199,49.9199,0,12,12,315210,11,91.7,310620,1,8.3,,,,2111640,11,HOSPITAL NOSSA SENHORA DAS DORES,2,1,1,0,0,1,1,0,0,0,0
312180,2023,1,0,22,24,10,64.4053,69.8332,59.1484,0,64.4053,69.8332,59.1484,0,59.1219,0,57.6988,0,56,64.4053,64.4053,59.1219,57,56,316870,23,41.1,313130,22,39.3,313620,8,14.3,2140217,22,HOSPITAL E MATERNIDADE VITAL BRAZIL,2,2,2,0,0,0,0,0,0,0,0
312180,2024,1,0,19,25,7,64.4053,69.8332,59.1484,0,64.4053,69.8332,59.1484,0,0,0,56.2492,0,51,64.4053,64.4053,56.2492,52,51,316870,20,39.2,313130,19,37.3,313620,6,11.8,2140217,20,HOSPITAL E MATERNIDADE VITAL BRAZIL,0,0,0,0,0,0,0,0,0,0,0
312180,2025,0,0,10,22,9,64.4053,69.8332,59.1484,0,64.4053,69.8332,59.1484,0,0,0,56.2492,0,41,59.1484,59.1484,56.2492,41,41,316870,18,43.9,313130,10,24.4,313620,7,17.1,2140217,18,HOSPITAL E MATERNIDADE VITAL BRAZIL,0,0,0,0,0,0,0,0,0,0,0
312190,2023,0,0,0,36,0,0,0,20.633,0,0,0,20.633,0,0,0,20.633,0,36,20.633,20.633,20.633,36,36,316990,36,100,,,,,,,2195437,34,HOSPITAL SANTA ISABEL,0,0,0,0,0,0,0,0,0,0,0
312190,2024,0,1,0,39,0,0,0,20.633,309.6322,0,0,20.633,309.6322,0,0,20.633,0,40,20.633,20.633,20.633,40,40,316990,39,97.5,330452,1,2.5,,,,2195437,38,HOSPITAL SANTA ISABEL,1,1,1,0,0,0,0,0,0,0,0
