codmunres,ano,local,outra_uf,dentro_macrorregiao_saude,dentro_regiao_saude,fora_macrorregiao_saude,km_partos_fora_macrorregiao,km_partos_na_macrorregiao,km_partos_na_regiao,km_partos_fora_uf,km_partos_fora_macrorregiao_alta_complexidade,km_partos_na_macrorregiao_alta_complexidade,km_partos_na_regiao_alta_complexidade,km_partos_fora_uf_alta_complexidade,km_partos_fora_macrorregiao_baixa_complexidade,km_partos_na_macrorregiao_baixa_complexidade,km_partos_na_regiao_baixa_complexidade,km_partos_fora_uf_baixa_complexidade,nao_local,km_partos_fora_municipio,km_partos_fora_municipio_alta_complexidade,km_partos_fora_municipio_baixa_complexidade,destino_total,total_n_local_mun,codmunnasc1,n_nasc1,x_1,codmunnasc2,n_nasc2,x_2,codmunnasc3,n_nasc3,x_3,cnes,nasc_estab,nome_estabelecimento_fantasia,nascimentos,partos_na_macro_com_1mais_uti,partos_na_macro_com_4mais_uti,partos_na_macro_sem_1mais_uti,partos_na_macro_sem_4mais_uti,partos_fora_macro_com_1mais_uti,partos_fora_macro_com_4mais_uti,partos_fora_macro_sem_1mais_uti,partos_fora_macro_sem_4mais_uti,partos_na_macro_sem_inf,partos_fora_macro_sem_inf
110020,2024,5670,316,52,37,27,480.0495,231.375,331.363,510.8572,428.6368,203.5818,0,510.8572,480.0495,231.375,331.363,510.8572,432,510.8572,510.8572,510.8572,6102,432,120040,294,68.1,110045,32,7.4,110010,27,6.2,2000733,237,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,86,74,74,9,9,1,1,1,1,1,0
110020,2025,3824,177,52,17,10,383.356,231.375,331.363,510.8572,541.325,203.5818,331.363,510.8572,361.9008,231.375,331.363,510.8572,256,510.8572,510.8572,510.8572,4080,256,120040,165,64.5,110045,32,12.5,110010,16,6.2,2000733,122,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,62,56,56,3,3,3,3,0,0,0,0
110025,2023,147,0,7,74,19,409.766,70.7999,35.0871,0,409.766,70.7999,35.0871,0,0,101.7029,76.9599,0,100,35.0871,35.0871,76.9599,247,100,110012,68,68,110020,18,18,110015,6,6,2495279,45,HOSPITAL DR CLAUDIONOR COUTO RORIZ,3,0,0,1,1,2,2,0,0,0,0
110025,2024,136,1,22,64,3,409.766,70.7999,35.0871,794.6135,409.766,70.7999,35.0871,0,0,70.7999,35.0871,794.6135,90,35.0871,35.0871,70.7999,226,90,110012,57,63.3,110004,16,17.8,110015,5,5.6,2495279,36,HOSPITAL DR CLAUDIONOR COUTO RORIZ,2,0,0,2,2,0,0,0,0,0,0
110025,2025,113,0,6,35,7,409.766,70.7999,35.0871,0,409.766,70.7999,35.0871,0,0,70.7999,35.0871,0,48,35.0871,35.0871,35.0871,161,48,110012,31,64.6,110020,6,12.5,110004,4,8.3,2495279,17,HOSPITAL DR CLAUDIONOR COUTO RORIZ,1,0,0,0,0,1,1,0,0,0,0
110026,2023,2,0,3,28,0,0,198.6683,52.5761,0,0,198.6683,52.5761,0,0,0,52.5761,0,31,52.5761,52.5761,52.5761,33,31,110002,28,90.3,110020,3,9.7,,,,2494299,12,HOSPITAL REGIONAL DE ARIQUEMES,0,0,0,0,0,0,0,0,0,0,0
110026,2024,1,1,5,38,0,0,198.6683,52.5761,1089.3214,0,198.6683,52.5761,1089.3214,0,0,52.5761,0,44,52.5761,52.5761,52.5761,45,44,110002,38,86.4,110020,4,9.1,110011,1,2.3,2494299,19,HOSPITAL REGIONAL DE ARIQUEMES,3,1,1,1,1,1,1,0,0,0,0
110026,2025,0,1,2,19,0,0,198.6683,52.5761,705.4051,0,198.6683,52.5761,0,0,0,52.5761,705.4051,22,52.5761,52.5761,52.5761,22,22,110002,19,86.4,110020,2,9.1,120040,1,4.5,2515504,9,CASA DE SAUDE BOM JESUS ARIQUEMES,0,0,0,0,0,0,0,0,0,0,0
110028,2023,691,2,100,2,29,483.308,66.0793,54.949,1813.5197,483.308,108.6291,0,1813.5197,0,47.7899,54.949,0,133,97.2663,286.5261,47.7899,824,133,110004,46,34.6,110012,27,20.3,110020,27,20.3,2784637,29,HOSPITAL E MATERNIDADE SAO PAULO,9,0,0,7,7,2,2,0,0,0,0
110028,2024,610,1,111,1,29,483.308,47.7899,61.2882,3232.7686,483.308,108.6291,0,3232.7686,286.5261,47.7899,61.2882,0,142,66.0793,483.308,47.7899,752,142,110004,68,47.9,110020,28,19.7,110012,24,16.9,2784637,36,HOSPITAL E MATERNIDADE SAO PAULO,9,0,0,4,4,5,5,0,0,0,0
110028,2025,419,3,85,2,20,483.308,47.7899,54.949,2792.311,483.308,108.6291,0,2792.311,0,47.7899,54.949,967.8218,110,47.7899,483.308,47.7899,529,110,110004,56,50.9,110020,20,18.2,110012,13,11.8,2784637,28,HOSPITAL E MATERNIDADE SAO PAULO,7,0,0,3,3,4,4,0,0,0,0
110029,2023,0,0,9,58,5,502.9059,63.5067,21.6441,0,502.9059,0,0,0,0,63.5067,21.6441,0,72,21.6441,502.9059,21.6441,72,72,110028,57,79.2,110004,7,9.7,110020,5,6.9,2495228,53,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA,1,0,0,0,0,1,1,0,0,0,0
110029,2024,0,0,5,71,4,502.9059,86.85,21.6441,0,502.9059,63.5067,0,0,0,86.85,21.6441,0,80,21.6441,502.9059,21.6441,80,80,110028,71,88.8,110020,4,5,110018,3,3.8,2495228,68,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA,2,0,0,1,1,1,1,0,0,0,0
110029,2025,0,0,13,45,5,502.9059,86.85,21.6441,0,502.9059,220.1105,0,0,0,63.5067,21.6441,0,63,21.6441,502.9059,21.6441,63,63,110028,45,71.4,110004,6,9.5,110020,5,7.9,2495228,42,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA,0,0,0,0,0,0,0,0,0,0,0
110030,2023,1373,17,70,0,26,705.4261,186.1847,0,757.296,705.4261,330.7472,0,757.296,508.6442,186.1847,0,1736.7113,113,249.0718,705.4261,186.1847,1486,113,110018,44,38.9,110020,25,22.1,510340,10,8.8,2516047,44,HOSPITAL E MATERNIDADE SAO FRANCISCO PIMENTA BUENO,12,1,1,3,3,8,8,0,0,0,0
110030,2024,1352,13,31,0,28,705.4261,216.2617,0,757.296,705.4261,372.62,0,757.296,508.6442,186.1847,0,791.5944,72,504.1224,705.4261,186.1847,1424,72,110020,27,37.5,110018,15,20.8,110015,9,12.5,4001303,27,HOSPITAL DE BASE PORTO VELHO,20,2,2,9,9,9,9,0,0,0,0
110030,2025,928,8,17,1,8,705.4261,216.2617,94.9454,630.7092,705.4261,299.4,0,757.296,508.6442,186.1847,94.9454,120.6014,34,299.4,705.4261,186.1847,962,34,110018,8,23.5,110020,7,20.6,110009,4,11.8,2516047,7,HOSPITAL E MATERNIDADE SAO FRANCISCO PIMENTA BUENO,11,0,0,8,8,3,3,0,0,0,0
110032,2023,245,3,61,24,11,495.8434,51.3881,157.5451,2385.9755,495.8434,186.96,157.5451,2385.9755,0,51.3881,163.0372,0,99,157.5451,157.5451,51.3881,344,99,110014,32,32.3,110012,22,22.2,110004,17,17.2,2808633,32,HOSPITAL MUNICIPAL ANCELMO BIANCHINI,5,0,0,3,3,2,2,0,0,0,0
110032,2024,207,0,44,38,11,495.8434,51.3881,157.5451,0,495.8434,186.96,157.5451,0,0,51.3881,157.5451,0,93,157.5451,157.5451,112.591,300,93,110012,38,40.9,110014,20,21.5,110020,11,11.8,2495279,26,HOSPITAL DR CLAUDIONOR COUTO RORIZ,1,0,0,0,0,1,1,0,0,0,0
110032,2025,143,0,36,22,7,495.8434,51.3881,157.5451,0,495.8434,274.1192,157.5451,0,0,51.3881,157.5451,0,65,157.5451,157.5451,110.5588,208,65,110012,21,32.3,110014,13,20,110004,9,13.8,2495279,15,HOSPITAL DR CLAUDIONOR COUTO RORIZ,4,0,0,2,2,2,2,0,0,0,0
110033,2023,125,0,83,249,6,526.4344,179.7404,48.6625,0,637.371,345.0382,280.4512,0,504.9793,179.7404,48.6625,0,338,48.6625,280.4512,48.6625,463,338,110010,213,63,110045,77,22.8,110020,36,10.7,2515768,212,,4,3,3,0,0,0,0,0,0,1,0
110033,2024,154,1,47,236,8,430.307,179.7404,48.6625,383.2123,430.307,301.9874,280.4512,383.2123,430.307,179.7404,48.6625,0,292,48.6625,280.4512,48.6625,446,292,110010,202,69.2,110045,40,13.7,110020,34,11.6,2515768,201,,5,5,5,0,0,0,0,0,0,0,0
110033,2025,47,1,39,141,0,0,179.7404,48.6625,383.2123,0,301.9874,48.6625,383.2123,0,179.7404,48.6625,0,181,48.6625,48.6625,48.6625,228,181,110010,128,70.7,110045,32,17.7,110020,13,7.2,4598261,66,CENTRO DE PARTO NORMAL DE GUAJARA MIRIM,4,2,2,2,2,0,0,0,0,0,0
110034,2023,118,0,11,62,8,428.0251,118.4101,88.9952,0,428.0251,118.4101,88.9952,0,0,86.4156,77.356,0,81,88.9952,88.9952,77.356,199,81,110012,46,56.8,110020,8,9.9,110015,6,7.4,2495279,28,HOSPITAL DR CLAUDIONOR COUTO RORIZ,0,0,0,0,0,0,0,0,0,0,0
110034,2024,99,0,8,60,5,428.0251,140.7629,88.9952,0,428.0251,0,88.9952,0,0,140.7629,88.9952,0,73,88.9952,88.9952,88.9952,172,73,110012,49,67.1,110020,5,6.8,110015,4,5.5,2495279,32,HOSPITAL DR CLAUDIONOR COUTO RORIZ,6,0,0,4,4,2,2,0,0,0,0
110034,2025,55,0,8,38,8,428.0251,148.1795,88.9952,0,428.0251,343.8924,88.9952,0,231.2432,86.4156,88.9952,0,54,88.9952,88.9952,88.9952,109,54,110012,24,44.4,110020,7,13,110015,6,11.1,2495279,18,HOSPITAL DR CLAUDIONOR COUTO RORIZ,2,0,0,1,1,1,1,0,0,0,0
110037,2023,4,0,17,140,9,538.3252,88.1306,57.0634,0,538.3252,88.1306,0,0,0,88.1306,57.0634,0,166,57.0634,538.3252,57.0634,170,166,110028,137,82.5,110004,11,6.6,110020,9,5.4,2495228,128,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA,3,0,0,2,2,1,1,0,0,0,0
110037,2024,0,0,16,131,7,538.3252,88.1306,57.0634,0,538.3252,305.7508,0,0,0,88.1306,57.0634,0,154,57.0634,538.3252,57.0634,154,154,110028,130,84.4,110004,10,6.5,110020,7,4.5,2495228,122,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA,2,0,0,2,2,0,0,0,0,0,0
110037,2025,0,0,15,84,6,538.3252,88.1306,57.0634,0,538.3252,234.6985,0,0,341.5433,88.1306,57.0634,0,105,57.0634,538.3252,57.0634,105,105,110028,82,78.1,110004,8,7.6,110020,5,4.8,2495228,70,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA,1,0,0,1,1,0,0,0,0,0,0
110040,2023,6,0,43,164,3,190.2349,208.0819,59.5028,0,0,208.0819,59.5028,0,190.2349,139.2216,59.5028,0,210,59.5028,59.5028,59.5028,216,210,110002,155,73.8,110020,41,19.5,110045,9,4.3,2494299,78,HOSPITAL REGIONAL DE ARIQUEMES,5,3,3,2,2,0,0,0,0,0,0
110040,2024,8,0,17,138,2,264.9072,208.0819,59.5028,0,0,208.0819,59.5028,0,264.9072,0,59.5028,0,157,59.5028,59.5028,59.5028,165,157,110002,135,86,110020,17,10.8,110045,3,1.9,2494299,67,HOSPITAL REGIONAL DE ARIQUEMES,2,2,2,0,0,0,0,0,0,0,0
110040,2025,1,0,13,92,3,190.2349,208.0819,59.5028,0,233.1451,208.0819,59.5028,0,190.2349,0,59.5028,0,108,59.5028,59.5028,59.5028,109,108,110002,89,82.4,110020,12,11.1,110045,3,2.8,2494299,40,HOSPITAL REGIONAL DE ARIQUEMES,1,0,0,1,1,0,0,0,0,0,0
110045,2023,434,0,26,34,3,405.0191,231.375,130.9638,0,302.1936,231.375,130.9638,0,406.8235,0,130.9638,0,63,130.9638,231.375,130.9638,497,63,110002,34,54,110020,26,41.3,110004,1,1.6,4001303,26,HOSPITAL DE BASE PORTO VELHO,6,4,4,2,2,0,0,0,0,0,0
110045,2024,304,0,21,77,4,405.0191,231.375,130.9638,0,302.1936,231.375,130.9638,0,405.0191,231.375,130.9638,0,102,130.9638,130.9638,130.9638,406,102,110002,77,75.5,110020,19,18.6,110004,2,2,2494299,59,HOSPITAL REGIONAL DE ARIQUEMES,4,2,2,2,2,0,0,0,0,0,0
110045,2025,242,2,11,51,3,405.0191,231.375,130.9638,2316.9565,302.1936,231.375,130.9638,2316.9565,405.0191,0,130.9638,0,67,130.9638,130.9638,130.9638,309,67,110002,51,76.1,110020,11,16.4,110004,2,3,2494299,31,HOSPITAL REGIONAL DE ARIQUEMES,4,2,2,2,2,0,0,0,0,0,0
110050,2023,2,1,7,58,2,478.6375,91.3408,28.2348,2716.649,478.6375,0,0,2716.649,0,91.3408,28.2348,0,68,28.2348,478.6375,28.2348,70,68,110028,53,77.9,110014,5,7.4,110004,3,4.4,2495228,48,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA,0,0,0,0,0,0,0,0,0,0,0
110050,2024,1,0,7,57,6,478.6375,93.4408,28.2348,0,478.6375,103.9586,0,0,0,92.3908,28.2348,0,70,28.2348,478.6375,28.2348,71,70,110028,52,74.3,110020,6,8.6,110014,5,7.1,2495228,44,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA,1,0,0,0,0,1,1,0,0,0,0
110050,2025,1,0,13,54,3,478.6375,90.5604,28.2348,0,478.6375,97.2595,0,0,0,90.5604,28.2348,0,70,28.2348,276.9222,28.2348,71,70,110028,47,67.1,110004,7,10,110014,7,10,2495228,41,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA,1,0,0,1,1,0,0,0,0,0,0
110060,2023,0,0,7,46,3,108.7894,260.348,63.566,0,0,260.348,63.566,0,108.7894,66.5713,63.566,0,56,63.566,63.566,63.566,56,56,110002,46,82.1,110020,5,8.9,110011,2,3.6,2494299,22,HOSPITAL REGIONAL DE ARIQUEMES,1,0,0,1,1,0,0,0,0,0,0
110060,2024,1,0,10,39,1,127.9133,163.4597,63.566,0,0,163.4597,63.566,0,127.9133,0,63.566,0,50,63.566,63.566,63.566,51,50,110002,38,76,110011,5,10,110020,5,10,2494299,14,HOSPITAL REGIONAL DE ARIQUEMES,1,0,0,1,1,0,0,0,0,0,0
110060,2025,1,0,1,28,0,0,66.5713,63.566,0,0,0,63.566,0,0,66.5713,63.566,0,29,63.566,63.566,63.566,30,29,110002,27,93.1,110011,1,3.4,110045,1,3.4,2494299,11,HOSPITAL REGIONAL DE ARIQUEMES,0,0,0,0,0,0,0,0,0,0,0
110070,2023,2,0,6,130,0,0,306.996,61.6844,0,0,306.996,110.2141,0,0,0,61.6844,0,136,61.6844,110.2141,61.6844,138,136,110045,93,68.4,110002,37,27.2,110020,6,4.4,5915104,60,CLINICA PRO LIFE,0,0,0,0,0,0,0,0,0,0,0
110070,2024,2,0,8,82,1,384.2693,306.996,61.6844,0,0,306.996,110.2141,0,384.2693,0,61.6844,0,91,110.2141,110.2141,61.6844,93,91,110045,42,46.2,110002,40,44,110020,7,7.7,5915104,26,CLINICA PRO LIFE,2,1,1,1,1,0,0,0,0,0,0
110070,2025,0,0,3,73,2,313.206,306.996,61.6844,0,0,306.996,110.2141,0,313.206,0,61.6844,0,78,61.6844,110.2141,61.6844,78,78,110045,53,67.9,110002,19,24.4,110020,3,3.8,5915104,31,CLINICA PRO LIFE,1,0,0,1,1,0,0,0,0,0,0
110080,2023,10,0,0,324,5,462.3196,0,26.4206,0,0,0,26.4206,0,462.3196,0,26.4206,0,329,26.4206,26.4206,26.4206,339,329,110020,324,98.5,110028,3,0.9,110015,1,0.3,4001303,177,HOSPITAL DE BASE PORTO VELHO,3,3,3,0,0,0,0,0,0,0,0
110080,2024,4,0,10,275,2,571.4518,182.243,26.4206,0,684.193,182.243,26.4206,0,458.7107,182.243,26.4206,0,287,26.4206,26.4206,26.4206,291,287,110020,275,95.8,110002,9,3.1,110004,1,0.3,4001303,186,HOSPITAL DE BASE PORTO VELHO,3,3,3,0,0,0,0,0,0,0,0
110080,2025,2,0,6,171,3,460.3717,182.243,26.4206,0,0,182.243,26.4206,0,460.3717,182.243,26.4206,0,180,26.4206,26.4206,182.243,182,180,110020,171,95,110002,6,3.3,110009,1,0.6,4001303,99,HOSPITAL DE BASE PORTO VELHO,4,4,4,0,0,0,0,0,0,0,0
110090,2023,0,0,10,37,0,0,81.735,59.2458,0,0,81.735,0,0,0,81.735,59.2458,0,47,59.2458,81.735,59.2458,47,47,110028,37,78.7,110004,8,17,110018,2,4.3,2495228,36,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA,0,0,0,0,0,0,0,0,0,0,0
110090,2024,0,0,6,32,0,0,81.735,59.2458,0,0,69.1688,0,0,0,81.735,59.2458,0,38,59.2458,69.1688,59.2458,38,38,110028,32,84.2,110004,4,10.5,110012,2,5.3,2495228,27,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA,0,0,0,0,0,0,0,0,0,0,0
110090,2025,0,0,5,19,0,0,81.735,59.2458,0,0,81.735,0,0,0,81.735,59.2458,0,24,59.2458,81.735,59.2458,24,24,110028,19,79.2,110004,4,16.7,110170,1,4.2,2495228,17,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA,0,0,0,0,0,0,0,0,0,0,0
110092,2023,1,1,58,103,5,661.2759,157.0729,115.7695,899.132,661.2759,234.3134,115.7695,899.132,0,142.0344,115.7695,0,167,115.7695,115.7695,142.0344,168,167,110030,103,61.7,110018,29,17.4,110009,13,7.8,2798484,97,HOSPITAL REGIONAL ADAMASTOR TEIXEIRA DE OLIVEIRA,0,0,0,0,0,0,0,0,0,0,0
110092,2024,1,1,32,122,4,661.2759,157.0729,115.7695,1168.203,661.2759,182.0298,115.7695,1168.203,0,142.0344,115.7695,0,159,115.7695,115.7695,142.0344,160,159,110030,122,76.7,110018,16,10.1,110004,10,6.3,2798484,117,HOSPITAL REGIONAL ADAMASTOR TEIXEIRA DE OLIVEIRA,2,0,0,2,2,0,0,0,0,0,0
110092,2025,0,0,19,81,2,661.2759,172.1115,115.7695,0,661.2759,286.597,115.7695,0,0,157.0729,115.7695,0,102,115.7695,115.7695,142.0344,102,102,110030,81,79.4,110018,9,8.8,110009,5,4.9,2798484,74,HOSPITAL REGIONAL ADAMASTOR TEIXEIRA DE OLIVEIRA,1,0,0,1,1,0,0,0,0,0,0
110094,2023,11,0,28,162,7,293.9659,223.1,120.3237,0,293.9659,223.1,120.3237,0,353.4109,223.1,120.3237,0,197,120.3237,120.3237,120.3237,208,197,110002,155,78.7,110020,27,13.7,110012,3,1.5,2494299,91,HOSPITAL REGIONAL DE ARIQUEMES,3,0,0,2,2,0,0,1,1,0,0
110094,2024,13,0,36,144,7,326.6523,223.1,120.3237,0,0,223.1,120.3237,0,326.6523,223.1,120.3237,0,187,120.3237,120.3237,120.3237,200,187,110002,143,76.5,110020,36,19.3,110015,2,1.1,2494299,86,HOSPITAL REGIONAL DE ARIQUEMES,1,1,1,0,0,0,0,0,0,0,0
110094,2025,6,0,18,100,4,345.3786,223.1,120.3237,0,0,223.1,120.3237,0,345.3786,0,120.3237,0,122,120.3237,120.3237,120.3237,128,122,110002,97,79.5,110020,17,13.9,110045,3,2.5,2494299,54,HOSPITAL REGIONAL DE ARIQUEMES,0,0,0,0,0,0,0,0,0,0,0
110100,2023,3,0,17,75,0,0,232.2099,25.6341,0,0,307.1013,25.6341,0,0,167.8552,67.8523,0,92,67.8523,25.6341,67.8523,95,92,110011,44,47.8,110015,20,21.7,110012,8,8.7,2808609,31,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU,1,0,0,1,1,0,0,0,0,0,0
110100,2024,0,0,13,57,0,0,232.2099,25.6341,0,0,307.1013,25.6341,0,0,232.2099,67.8523,0,70,25.6341,25.6341,67.8523,70,70,110011,36,51.4,110015,16,22.9,110020,6,8.6,2808609,30,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU,0,0,0,0,0,0,0,0,0,0,0
110100,2025,2,0,7,61,0,0,110.3194,25.6341,0,0,307.1013,25.6341,0,0,110.3194,67.8523,0,68,25.6341,25.6341,67.8523,70,68,110011,36,52.9,110015,18,26.5,110002,5,7.4,2808609,23,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU,1,0,0,1,1,0,0,0,0,0,0
110110,2023,1,0,24,69,2,345.0626,89.1046,114.4831,0,262.7468,89.1046,114.4831,0,427.3783,89.1046,114.4831,0,95,114.4831,114.4831,114.4831,96,95,110020,69,72.6,110002,23,24.2,110009,1,1.1,4001303,34,HOSPITAL DE BASE PORTO VELHO,1,1,1,0,0,0,0,0,0,0,0
110110,2024,2,1,16,74,0,0,89.1046,114.4831,321.1643,0,89.1046,114.4831,0,0,89.1046,114.4831,321.1643,91,114.4831,114.4831,114.4831,93,91,110020,74,81.3,110002,16,17.6,130170,1,1.1,4001303,39,HOSPITAL DE BASE PORTO VELHO,1,1,1,0,0,0,0,0,0,0,0
110110,2025,1,0,14,45,0,0,89.1046,114.4831,0,0,89.1046,114.4831,0,0,89.1046,114.4831,0,59,114.4831,114.4831,89.1046,60,59,110020,45,76.3,110002,14,23.7,,,,4001303,26,HOSPITAL DE BASE PORTO VELHO,0,0,0,0,0,0,0,0,0,0,0
110120,2023,0,0,5,62,1,457.4312,82.7523,49.096,0,457.4312,82.7523,49.096,0,0,172.9574,49.096,0,68,49.096,49.096,49.096,68,68,110004,61,89.7,110012,3,4.4,110015,1,1.5,2496046,46,HOSPITAL MUNICIPAL MATERNO INFANTIL DE CACOAL,0,0,0,0,0,0,0,0,0,0,0
110120,2024,0,0,1,89,0,0,82.7523,49.096,0,0,82.7523,49.096,0,0,0,49.096,0,90,49.096,49.096,49.096,90,90,110004,86,95.6,110018,3,3.3,110012,1,1.1,2496046,64,HOSPITAL MUNICIPAL MATERNO INFANTIL DE CACOAL,0,0,0,0,0,0,0,0,0,0,0
110120,2025,0,0,0,57,3,457.4312,0,49.096,0,457.4312,0,49.096,0,0,0,49.096,0,60,49.096,253.2636,49.096,60,60,110004,55,91.7,110020,3,5,110009,1,1.7,2496046,46,HOSPITAL MUNICIPAL MATERNO INFANTIL DE CACOAL,0,0,0,0,0,0,0,0,0,0,0
110130,2023,19,0,0,83,7,389.4879,0,64.4156,0,389.4879,0,107.3259,0,0,0,64.4156,0,90,64.4156,107.3259,64.4156,109,90,110015,47,52.2,110012,30,33.3,110020,7,7.8,2495279,30,HOSPITAL DR CLAUDIONOR COUTO RORIZ,2,0,0,1,1,1,1,0,0,0,0
110130,2024,59,0,1,53,3,389.4879,421.0402,64.4156,0,389.4879,421.0402,107.3259,0,0,0,64.4156,0,57,64.4156,107.3259,64.4156,116,57,110015,29,50.9,110012,22,38.6,110020,2,3.5,2495279,21,HOSPITAL DR CLAUDIONOR COUTO RORIZ,0,0,0,0,0,0,0,0,0,0,0
110130,2025,14,0,2,67,7,389.4879,308.2991,64.4156,0,389.4879,421.0402,107.3259,0,314.5965,195.5579,64.4156,0,76,64.4156,107.3259,64.4156,90,76,110015,35,46.1,110012,21,27.6,110020,6,7.9,2496879,24,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA,0,0,0,0,0,0,0,0,0,0,0
110140,2023,5,0,13,153,2,186.6118,255.0741,58.2922,0,0,255.0741,58.2922,0,186.6118,255.0741,58.2922,0,168,58.2922,58.2922,58.2922,173,168,110002,126,75,110045,27,16.1,110020,13,7.7,2494299,57,HOSPITAL REGIONAL DE ARIQUEMES,0,0,0,0,0,0,0,0,0,0,0
110140,2024,0,1,10,133,2,259.4796,255.0741,58.2922,1136.2082,0,255.0741,58.2922,0,259.4796,0,58.2922,1136.2082,146,58.2922,58.2922,58.2922,146,146,110002,116,79.5,110045,17,11.6,110020,10,6.8,2494299,64,HOSPITAL REGIONAL DE ARIQUEMES,0,0,0,0,0,0,0,0,0,0,0
110140,2025,3,0,3,91,2,267.5496,255.0741,58.2922,0,0,255.0741,58.2922,0,267.5496,0,58.2922,0,96,58.2922,58.2922,58.2922,99,96,110002,75,78.1,110045,16,16.7,110020,2,2.1,2494299,43,HOSPITAL REGIONAL DE ARIQUEMES,0,0,0,0,0,0,0,0,0,0,0
110143,2023,0,0,0,70,2,370.6078,0,45.5355,0,370.6078,0,71.9963,0,0,0,45.5355,0,72,45.5355,71.9963,45.5355,72,72,110015,49,68.1,110130,11,15.3,110012,9,12.5,2496879,26,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA,0,0,0,0,0,0,0,0,0,0,0
110143,2024,1,0,0,57,0,0,0,45.5355,0,0,0,71.9963,0,0,0,45.5355,0,57,45.5355,71.9963,45.5355,58,57,110015,24,42.1,110012,19,33.3,110130,13,22.8,2495279,19,HOSPITAL DR CLAUDIONOR COUTO RORIZ,0,0,0,0,0,0,0,0,0,0,0
110143,2025,0,0,0,33,0,0,0,45.5355,0,0,0,71.9963,0,0,0,45.5355,0,33,45.5355,71.9963,45.5355,33,33,110015,23,69.7,110012,6,18.2,110130,2,6.1,2496879,16,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA,1,0,0,1,1,0,0,0,0,0,0
110145,2023,0,0,16,19,3,565.9668,99.857,82.8859,0,565.9668,211.3872,0,0,0,99.857,82.8859,0,38,89.9388,420.4688,82.8859,38,38,110028,19,50,110018,11,28.9,110004,3,7.9,2495228,18,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA,0,0,0,0,0,0,0,0,0,0,0
110145,2024,0,1,20,24,3,565.9668,115.4504,82.8859,966.1014,565.9668,211.3872,0,966.1014,0,99.857,82.8859,0,48,89.9388,565.9668,82.8859,48,48,110028,24,50,110009,9,18.8,110018,6,12.5,2495228,24,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA,0,0,0,0,0,0,0,0,0,0,0
110145,2025,0,0,15,13,0,0,99.857,82.8859,0,0,211.3872,0,0,0,99.857,82.8859,0,28,96.9918,211.3872,96.9918,28,28,110028,13,46.4,110018,9,32.1,110009,3,10.7,2495228,13,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA,0,0,0,0,0,0,0,0,0,0,0
110146,2023,1,0,3,44,0,0,373.0932,131.0168,0,0,0,131.0168,0,0,373.0932,73.2042,0,47,131.0168,131.0168,203.1511,48,47,110030,41,87.2,110006,3,6.4,110004,1,2.1,2798484,39,HOSPITAL REGIONAL ADAMASTOR TEIXEIRA DE OLIVEIRA,0,0,0,0,0,0,0,0,0,0,0
110146,2024,4,0,0,29,0,0,0,131.0168,0,0,0,131.0168,0,0,0,53.1963,0,29,131.0168,131.0168,53.1963,33,29,110030,27,93.1,110005,2,6.9,,,,2798484,26,HOSPITAL REGIONAL ADAMASTOR TEIXEIRA DE OLIVEIRA,1,0,0,1,1,0,0,0,0,0,0
110146,2025,0,0,0,25,0,0,0,131.0168,0,0,0,131.0168,0,0,0,0,0,25,131.0168,131.0168,0,25,25,110030,25,100,,,,,,,2798484,23,HOSPITAL REGIONAL ADAMASTOR TEIXEIRA DE OLIVEIRA,0,0,0,0,0,0,0,0,0,0,0
110147,2023,0,0,0,41,0,0,0,46.6034,0,0,0,0,0,0,0,46.6034,0,41,46.6034,0,46.6034,41,41,110018,19,46.3,110004,12,29.3,110009,10,24.4,2496534,13,HOSPITAL E MATERNIDADE MUNICIPAL ANA NETA PIMENTA BUENO,0,0,0,0,0,0,0,0,0,0,0
