"codmunres","ano","nascidos_condicoes_ameacadoras","nascidos_estabelecimentos_publicos_sih","internacoes_na_macro_1_a_6_dias","internacoes_fora_macro_1_a_6_dias","internacoes_geral_1_a_6_dias","internacoes_na_macro_7_a_27_dias","internacoes_fora_macro_7_a_27_dias","internacoes_geral_7_a_27_dias","internacoes_na_macro_0_dias","internacoes_fora_macro_0_dias","internacoes_geral_0_dias","internacoes_na_macro_geral","internacoes_fora_macro_geral","internacoes_geral_geral","internacoes_fora_macro_0_dias_internado_uti","internacoes_fora_macro_1_a_6_dias_internado_uti","internacoes_fora_macro_7_a_27_dias_internado_uti","internacoes_na_macro_0_dias_internado_uti","internacoes_na_macro_1_a_6_dias_internado_uti","internacoes_na_macro_7_a_27_dias_internado_uti","internacoes_na_macro_geral_internado_uti","internacoes_fora_macro_geral_internado_uti","internacoes_geral_7_a_27_dias_internado_uti","internacoes_geral_1_a_6_dias_internado_uti","internacoes_geral_0_dias_internado_uti","internacoes_geral_geral_internado_uti"
"316170",2020,1,40,3,1,4,1,0,1,3,0,3,7,1,8,0,0,0,1,0,1,2,0,1,0,1,2
"316170",2021,2,33,3,0,3,0,0,0,2,0,2,5,0,5,0,0,0,2,0,0,2,0,0,0,2,2
"316180",2012,5,97,10,0,10,1,0,1,4,0,4,15,0,15,0,0,0,4,0,0,4,0,0,0,4,4
"316180",2013,7,89,9,0,9,0,1,1,3,0,3,12,1,13,0,0,0,3,0,0,3,0,0,0,3,3
"316180",2014,2,81,5,2,7,2,0,2,2,0,2,9,2,11,0,1,0,1,0,1,2,1,1,1,1,3
"316180",2015,5,97,9,1,10,1,0,1,6,1,7,16,2,18,1,0,0,3,0,0,3,1,0,0,4,4
"316180",2016,3,97,11,0,11,5,1,6,6,0,6,22,1,23,0,0,0,4,0,1,5,0,1,0,4,5
"316180",2017,1,86,9,0,9,0,0,0,1,0,1,10,0,10,0,0,0,1,0,0,1,0,0,0,1,1
"316180",2018,9,95,11,0,11,0,1,1,2,1,3,13,2,15,1,0,1,2,1,0,3,2,1,1,3,5
"316180",2019,6,92,8,1,9,0,0,0,4,0,4,12,1,13,0,1,0,2,0,0,2,1,0,1,2,3
"316180",2020,3,85,9,0,9,0,0,0,3,1,4,12,1,13,1,0,0,3,2,0,5,1,0,2,4,6
"316180",2021,7,92,14,0,14,0,0,0,3,0,3,17,0,17,0,0,0,3,1,0,4,0,0,1,3,4
"316190",2012,7,88,3,0,3,2,0,2,1,0,1,6,0,6,0,0,0,1,0,0,1,0,0,0,1,1
"316190",2013,7,78,3,0,3,3,0,3,3,0,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"316190",2014,4,85,6,0,6,1,0,1,6,0,6,13,0,13,0,0,0,4,1,0,5,0,0,1,4,5
"316190",2015,4,88,4,0,4,1,0,1,8,0,8,13,0,13,0,0,0,3,0,0,3,0,0,0,3,3
"316190",2016,4,91,5,0,5,0,0,0,3,0,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"316190",2017,0,100,2,0,2,1,0,1,2,0,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"316190",2018,1,101,5,1,6,3,0,3,3,0,3,11,1,12,0,0,0,2,0,0,2,0,0,0,2,2
"316190",2019,5,117,7,0,7,1,0,1,4,0,4,12,0,12,0,0,0,2,1,0,3,0,0,1,2,3
"316190",2020,5,91,5,0,5,0,0,0,6,0,6,11,0,11,0,0,0,6,1,0,7,0,0,1,6,7
"316190",2021,5,85,7,0,7,2,0,2,8,0,8,17,0,17,0,0,0,2,1,0,3,0,0,1,2,3
"316200",2012,8,266,13,0,13,6,0,6,6,0,6,25,0,25,0,0,0,5,2,0,7,0,0,2,5,7
"316200",2013,6,301,9,0,9,4,0,4,6,0,6,19,0,19,0,0,0,4,1,1,6,0,1,1,4,6
"316200",2014,5,318,15,0,15,9,0,9,7,0,7,31,0,31,0,0,0,4,2,2,8,0,2,2,4,8
"316200",2015,8,299,10,0,10,9,0,9,5,0,5,24,0,24,0,0,0,5,2,0,7,0,0,2,5,7
"316200",2016,7,323,9,0,9,13,0,13,1,0,1,23,0,23,0,0,0,1,1,0,2,0,0,1,1,2
"316200",2017,6,228,13,0,13,6,0,6,13,0,13,32,0,32,0,0,0,10,1,0,11,0,0,1,10,11
"316200",2018,5,280,13,0,13,8,0,8,16,0,16,37,0,37,0,0,0,13,2,1,16,0,1,2,13,16
"316200",2019,8,281,14,0,14,13,0,13,9,0,9,36,0,36,0,0,0,9,1,0,10,0,0,1,9,10
"316200",2020,7,253,11,0,11,9,0,9,12,0,12,32,0,32,0,0,0,11,3,0,14,0,0,3,11,14
"316200",2021,6,239,8,0,8,5,0,5,12,0,12,25,0,25,0,0,0,11,1,0,12,0,0,1,11,12
"316210",2012,14,336,23,1,24,3,1,4,11,2,13,37,4,41,1,1,0,11,4,0,15,2,0,5,12,17
"316210",2013,10,354,26,1,27,4,0,4,13,1,14,43,2,45,1,1,0,13,2,1,16,2,1,3,14,18
"316210",2014,14,416,59,2,61,12,0,12,25,3,28,96,5,101,3,0,0,25,7,2,34,3,2,7,28,37
"316210",2015,9,416,53,1,54,7,1,8,17,4,21,77,6,83,4,0,0,17,7,2,26,4,2,7,21,30
"316210",2016,18,466,46,3,49,4,1,5,35,8,43,85,12,97,3,0,0,32,6,0,38,3,0,6,35,41
"316210",2017,9,487,53,0,53,10,0,10,15,2,17,78,2,80,2,0,0,15,5,1,21,2,1,5,17,23
"316210",2018,22,508,59,1,60,15,0,15,30,2,32,104,3,107,1,1,0,28,7,1,36,2,1,8,29,38
"316210",2019,12,520,49,0,49,10,0,10,19,1,20,78,1,79,1,0,0,14,6,0,20,1,0,6,15,21
"316210",2020,10,539,40,1,41,13,0,13,18,0,18,71,1,72,0,0,0,15,2,0,17,0,0,2,15,17
"316210",2021,20,594,103,2,105,21,1,22,25,1,26,149,4,153,1,2,0,21,5,4,30,3,4,7,22,33
"316220",2012,1,58,7,0,7,0,0,0,7,0,7,14,0,14,0,0,0,7,3,0,10,0,0,3,7,10
"316220",2013,3,63,3,0,3,3,0,3,3,0,3,9,0,9,0,0,0,3,1,0,4,0,0,1,3,4
"316220",2014,1,67,2,0,2,3,0,3,7,0,7,12,0,12,0,0,0,6,1,0,7,0,0,1,6,7
"316220",2015,3,59,6,0,6,4,0,4,9,0,9,19,0,19,0,0,0,7,2,0,9,0,0,2,7,9
"316220",2016,2,72,7,0,7,3,0,3,3,0,3,13,0,13,0,0,0,2,2,0,4,0,0,2,2,4
"316220",2017,2,69,9,0,9,3,0,3,7,0,7,19,0,19,0,0,0,6,1,0,7,0,0,1,6,7
"316220",2018,1,69,9,0,9,2,0,2,2,0,2,13,0,13,0,0,0,2,0,0,2,0,0,0,2,2
"316220",2019,3,59,3,0,3,2,0,2,2,0,2,7,0,7,0,0,0,2,0,1,3,0,1,0,2,3
"316220",2020,3,83,15,0,15,2,0,2,6,0,6,23,0,23,0,0,0,5,1,0,6,0,0,1,5,6
"316220",2021,4,62,9,0,9,2,0,2,7,0,7,18,0,18,0,0,0,7,0,0,7,0,0,0,7,7
"316225",2012,1,39,1,0,1,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"316225",2013,1,50,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,1,0,1,0,0,1,0,1
"316225",2014,0,35,2,0,2,1,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"316225",2015,0,36,3,0,3,1,0,1,1,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"316225",2016,2,32,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"316225",2017,2,28,2,0,2,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"316225",2018,2,57,3,0,3,0,0,0,2,0,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"316225",2019,1,63,3,0,3,0,0,0,3,0,3,6,0,6,0,0,0,2,1,0,3,0,0,1,2,3
"316225",2020,1,61,7,0,7,3,0,3,3,1,4,13,1,14,0,0,0,0,0,0,0,0,0,0,0,0
"316225",2021,0,48,2,0,2,2,0,2,2,0,2,6,0,6,0,0,0,2,0,0,2,0,0,0,2,2
"316230",2012,0,19,1,0,1,1,0,1,3,0,3,5,0,5,0,0,0,1,0,0,1,0,0,0,1,1
"316230",2013,1,20,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"316230",2014,0,13,2,0,2,0,0,0,2,0,2,4,0,4,0,0,0,1,0,0,1,0,0,0,1,1
"316230",2015,1,18,3,0,3,1,0,1,2,0,2,6,0,6,0,0,0,1,0,0,1,0,0,0,1,1
"316230",2016,1,18,1,0,1,0,0,0,4,0,4,5,0,5,0,0,0,2,0,0,2,0,0,0,2,2
"316230",2017,1,25,2,0,2,0,0,0,2,0,2,4,0,4,0,0,0,1,0,0,1,0,0,0,1,1
"316230",2018,0,26,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,1,0,0,1,0,0,0,1,1
"316230",2019,1,18,4,0,4,1,0,1,3,0,3,8,0,8,0,0,0,3,0,1,4,0,1,0,3,4
"316230",2020,0,13,1,0,1,0,0,0,4,0,4,5,0,5,0,0,0,3,0,0,3,0,0,0,3,3
"316230",2021,4,18,0,0,0,1,0,1,5,0,5,6,0,6,0,0,0,3,0,0,3,0,0,0,3,3
"316240",2012,16,282,15,0,15,7,0,7,4,1,5,26,1,27,0,0,0,0,5,1,6,0,1,5,0,6
"316240",2013,7,306,22,0,22,0,0,0,11,0,11,33,0,33,0,0,0,4,1,0,5,0,0,1,4,5
"316240",2014,6,270,6,0,6,1,0,1,6,0,6,13,0,13,0,0,0,1,0,0,1,0,0,0,1,1
"316240",2015,5,228,21,0,21,5,0,5,4,0,4,30,0,30,0,0,0,1,0,0,1,0,0,0,1,1
"316240",2016,8,213,14,0,14,3,0,3,33,0,33,50,0,50,0,0,0,2,3,0,5,0,0,3,2,5
"316240",2017,3,255,15,1,16,2,0,2,25,0,25,42,1,43,0,0,0,1,0,0,1,0,0,0,1,1
"316240",2018,10,218,11,0,11,9,1,10,24,0,24,44,1,45,0,0,1,5,1,0,6,1,1,1,5,7
"316240",2019,12,238,22,0,22,2,0,2,24,0,24,48,0,48,0,0,0,5,1,0,6,0,0,1,5,6
"316240",2020,10,224,25,0,25,6,0,6,24,1,25,55,1,56,1,0,0,6,2,0,8,1,0,2,7,9
"316240",2021,10,253,34,0,34,3,0,3,21,0,21,58,0,58,0,0,0,5,1,0,6,0,0,1,5,6
"316245",2012,6,214,6,0,6,5,0,5,4,0,4,15,0,15,0,0,0,1,1,0,2,0,0,1,1,2
"316245",2013,5,211,15,0,15,4,0,4,5,0,5,24,0,24,0,0,0,1,0,0,1,0,0,0,1,1
"316245",2014,4,204,10,0,10,5,0,5,4,0,4,19,0,19,0,0,0,1,0,0,1,0,0,0,1,1
"316245",2015,3,232,8,0,8,7,0,7,9,1,10,24,1,25,1,0,0,2,1,0,3,1,0,1,3,4
"316245",2016,11,265,14,0,14,3,0,3,3,0,3,20,0,20,0,0,0,2,1,1,4,0,1,1,2,4
"316245",2017,3,230,12,0,12,5,0,5,5,0,5,22,0,22,0,0,0,1,3,0,4,0,0,3,1,4
"316245",2018,8,249,11,0,11,1,0,1,8,1,9,20,1,21,1,0,0,1,1,0,2,1,0,1,2,3
"316245",2019,8,243,21,0,21,3,0,3,5,0,5,29,0,29,0,0,0,2,0,0,2,0,0,0,2,2
"316245",2020,10,222,31,0,31,8,0,8,12,0,12,51,0,51,0,0,0,5,6,0,11,0,0,6,5,11
"316245",2021,8,199,19,0,19,8,1,9,9,0,9,36,1,37,0,0,1,6,3,0,9,1,1,3,6,10
"316250",2012,31,674,26,0,26,9,0,9,56,3,59,91,3,94,3,0,0,56,7,2,65,3,2,7,59,68
"316250",2013,28,709,41,2,43,14,0,14,43,2,45,98,4,102,2,1,0,43,9,6,58,3,6,10,45,61
"316250",2014,24,585,32,0,32,3,2,5,27,2,29,62,4,66,1,0,2,27,8,2,37,3,4,8,28,40
"316250",2015,20,584,32,2,34,6,0,6,25,3,28,63,5,68,3,0,0,25,8,2,35,3,2,8,28,38
"316250",2016,14,601,25,1,26,12,2,14,28,4,32,65,7,72,2,0,2,28,11,4,43,4,6,11,30,47
"316250",2017,26,591,31,2,33,7,1,8,31,6,37,69,9,78,4,0,0,31,13,1,45,4,1,13,35,49
"316250",2018,20,576,59,1,60,10,2,12,38,9,47,107,12,119,5,0,2,36,10,5,51,7,7,10,41,58
"316250",2019,20,600,43,0,43,9,0,9,28,2,30,80,2,82,1,0,0,28,6,2,36,1,2,6,29,37
"316250",2020,29,581,33,0,33,11,1,12,40,6,46,84,7,91,0,0,1,40,6,3,49,1,4,6,40,50
"316250",2021,20,551,42,1,43,18,0,18,36,3,39,96,4,100,0,0,0,33,10,5,48,0,5,10,33,48
"316255",2012,3,141,12,7,19,0,0,0,1,0,1,13,7,20,0,3,0,0,1,0,1,3,0,4,0,4
"316255",2013,2,110,16,2,18,0,0,0,0,0,0,16,2,18,0,2,0,0,0,0,0,2,0,2,0,2
"316255",2014,4,128,4,4,8,1,0,1,0,3,3,5,7,12,3,2,0,0,0,0,0,5,0,2,3,5
"316255",2015,4,146,11,3,14,2,1,3,1,3,4,14,7,21,2,3,0,0,0,0,0,5,0,3,2,5
"316255",2016,5,121,10,2,12,2,0,2,5,1,6,17,3,20,1,1,0,2,0,0,2,2,0,1,3,4
"316255",2017,4,128,10,2,12,1,0,1,6,2,8,17,4,21,2,1,0,2,0,0,2,3,0,1,4,5
"316255",2018,2,148,3,2,5,1,2,3,20,2,22,24,6,30,2,1,1,2,1,0,3,4,1,2,4,7
"316255",2019,4,125,2,0,2,1,2,3,11,2,13,14,4,18,2,0,2,1,0,0,1,4,2,0,3,5
"316255",2020,2,106,5,0,5,0,0,0,14,1,15,19,1,20,1,0,0,4,1,0,5,1,0,1,5,6
"316255",2021,2,113,4,1,5,0,0,0,12,2,14,16,3,19,1,0,0,5,1,0,6,1,0,1,6,7
"316257",2012,1,39,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,1,0,0,1,0,0,0,1,1
"316257",2013,2,39,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,2,0,0,2,0,0,0,2,2
"316257",2014,1,22,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"316257",2015,1,25,0,0,0,1,0,1,1,0,1,2,0,2,0,0,0,1,0,0,1,0,0,0,1,1
"316257",2016,0,37,0,0,0,0,0,0,2,1,3,2,1,3,0,0,0,1,0,0,1,0,0,0,1,1
"316257",2017,1,22,1,0,1,0,0,0,2,0,2,3,0,3,0,0,0,1,0,0,1,0,0,0,1,1
"316257",2018,3,32,2,0,2,0,0,0,2,0,2,4,0,4,0,0,0,1,1,0,2,0,0,1,1,2
"316257",2019,0,60,6,0,6,0,0,0,3,0,3,9,0,9,0,0,0,1,0,0,1,0,0,0,1,1
"316257",2020,2,39,2,0,2,2,0,2,2,0,2,6,0,6,0,0,0,1,0,0,1,0,0,0,1,1
"316257",2021,1,54,8,0,8,0,0,0,1,0,1,9,0,9,0,0,0,1,0,0,1,0,0,0,1,1
"316260",2012,3,97,4,0,4,1,0,1,9,0,9,14,0,14,0,0,0,1,0,0,1,0,0,0,1,1
"316260",2013,1,63,3,0,3,1,0,1,2,0,2,6,0,6,0,0,0,0,0,1,1,0,1,0,0,1
"316260",2014,0,75,1,0,1,0,0,0,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"316260",2015,2,92,4,0,4,2,0,2,9,0,9,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"316260",2016,3,70,3,0,3,1,1,2,3,0,3,7,1,8,0,0,0,1,0,0,1,0,0,0,1,1
"316260",2017,5,88,7,0,7,0,0,0,8,0,8,15,0,15,0,0,0,4,0,0,4,0,0,0,4,4
"316260",2018,2,78,7,0,7,1,0,1,4,0,4,12,0,12,0,0,0,0,0,1,1,0,1,0,0,1
"316260",2019,1,78,8,0,8,5,0,5,8,0,8,21,0,21,0,0,0,1,0,0,1,0,0,0,1,1
"316260",2020,4,61,4,2,6,3,1,4,6,2,8,13,5,18,2,1,0,1,0,0,1,3,0,1,3,4
"316260",2021,6,63,8,0,8,4,0,4,9,0,9,21,0,21,0,0,0,4,0,0,4,0,0,0,4,4
"316265",2012,2,35,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"316265",2013,1,46,5,0,5,1,0,1,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"316265",2014,1,44,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"316265",2015,1,43,2,0,2,1,0,1,4,0,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"316265",2016,3,41,3,0,3,0,0,0,5,0,5,8,0,8,0,0,0,1,0,0,1,0,0,0,1,1
"316265",2017,1,33,1,0,1,3,0,3,1,0,1,5,0,5,0,0,0,1,0,1,2,0,1,0,1,2
"316265",2018,3,40,1,0,1,1,0,1,6,0,6,8,0,8,0,0,0,3,1,0,4,0,0,1,3,4
"316265",2019,1,43,3,0,3,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"316265",2020,2,26,2,0,2,2,0,2,2,0,2,6,0,6,0,0,0,1,0,0,1,0,0,0,1,1
"316265",2021,1,34,3,0,3,0,0,0,1,0,1,4,0,4,0,0,0,1,1,0,2,0,0,1,1,2
"316270",2012,4,233,19,0,19,8,0,8,5,0,5,32,0,32,0,0,0,1,0,0,1,0,0,0,1,1
"316270",2013,6,244,26,0,26,9,0,9,12,0,12,47,0,47,0,0,0,3,1,0,4,0,0,1,3,4
"316270",2014,10,250,29,0,29,6,0,6,9,0,9,44,0,44,0,0,0,2,1,0,3,0,0,1,2,3
"316270",2015,14,234,26,1,27,17,0,17,10,0,10,53,1,54,0,1,0,2,5,1,8,1,1,6,2,9
"316270",2016,8,238,34,0,34,11,0,11,7,0,7,52,0,52,0,0,0,0,2,0,2,0,0,2,0,2
"316270",2017,9,227,27,0,27,11,0,11,11,0,11,49,0,49,0,0,0,2,2,1,5,0,1,2,2,5
"316270",2018,8,250,12,0,12,3,0,3,17,0,17,32,0,32,0,0,0,6,2,0,8,0,0,2,6,8
"316270",2019,15,229,13,0,13,5,0,5,23,0,23,41,0,41,0,0,0,22,3,0,25,0,0,3,22,25
"316270",2020,9,205,12,0,12,3,0,3,25,0,25,40,0,40,0,0,0,18,3,1,22,0,1,3,18,22
"316270",2021,5,209,5,0,5,1,0,1,21,1,22,27,1,28,0,0,0,18,0,0,18,0,0,0,18,18
"316280",2012,4,216,8,1,9,3,0,3,0,2,2,11,3,14,0,1,0,0,2,0,2,1,0,3,0,3
"316280",2013,6,189,1,5,6,3,0,3,8,3,11,12,8,20,3,1,0,2,0,1,3,4,1,1,5,7
"316280",2014,7,191,2,4,6,1,0,1,4,3,7,7,7,14,2,1,0,1,1,0,2,3,0,2,3,5
"316280",2015,6,178,1,3,4,3,0,3,1,3,4,5,6,11,3,2,0,1,0,0,1,5,0,2,4,6
"316280",2016,9,169,0,1,1,1,0,1,2,4,6,3,5,8,4,0,0,2,0,1,3,4,1,0,6,7
"316280",2017,10,196,1,1,2,0,1,1,0,3,3,1,5,6,3,0,0,0,0,0,0,3,0,0,3,3
"316280",2018,8,174,5,1,6,8,0,8,3,3,6,16,4,20,2,0,0,2,0,1,3,2,1,0,4,5
"316280",2019,6,194,4,2,6,2,0,2,2,2,4,8,4,12,2,0,0,2,1,0,3,2,0,1,4,5
"316280",2020,14,205,7,4,11,2,3,5,2,5,7,11,12,23,5,0,2,2,0,0,2,7,2,0,7,9
"316280",2021,6,176,8,4,12,9,0,9,4,1,5,21,5,26,0,1,0,1,1,0,2,1,0,2,1,3
"316290",2012,8,249,12,0,12,7,0,7,10,1,11,29,1,30,1,0,0,7,1,4,12,1,4,1,8,13
"316290",2013,7,215,4,0,4,2,0,2,5,0,5,11,0,11,0,0,0,4,1,0,5,0,0,1,4,5
"316290",2014,9,238,10,0,10,1,0,1,12,0,12,23,0,23,0,0,0,8,5,0,13,0,0,5,8,13
"316290",2015,9,254,9,0,9,2,1,3,7,0,7,18,1,19,0,0,1,5,4,0,9,1,1,4,5,10
"316290",2016,13,245,12,0,12,5,0,5,11,0,11,28,0,28,0,0,0,9,5,0,14,0,0,5,9,14
"316290",2017,6,256,3,0,3,4,0,4,14,0,14,21,0,21,0,0,0,9,2,1,12,0,1,2,9,12
"316290",2018,11,264,9,0,9,2,0,2,6,2,8,17,2,19,0,0,0,4,1,0,5,0,0,1,4,5
"316290",2019,5,266,11,0,11,2,0,2,5,1,6,18,1,19,1,0,0,2,2,1,5,1,1,2,3,6
"316290",2020,3,248,8,0,8,4,0,4,7,1,8,19,1,20,1,0,0,4,2,2,8,1,2,2,5,9
"316290",2021,6,215,15,0,15,0,0,0,17,0,17,32,0,32,0,0,0,12,3,0,15,0,0,3,12,15
"316292",2012,9,279,14,0,14,5,0,5,58,0,58,77,0,77,0,0,0,10,4,0,14,0,0,4,10,14
"316292",2013,12,252,21,0,21,8,0,8,38,0,38,67,0,67,0,0,0,7,0,0,7,0,0,0,7,7
"316292",2014,16,309,17,0,17,8,0,8,56,0,56,81,0,81,0,0,0,9,1,1,11,0,1,1,9,11
"316292",2015,10,285,16,0,16,6,0,6,33,0,33,55,0,55,0,0,0,4,0,0,4,0,0,0,4,4
"316292",2016,13,264,22,0,22,5,0,5,35,0,35,62,0,62,0,0,0,5,0,1,6,0,1,0,5,6
"316292",2017,15,284,26,0,26,2,0,2,51,0,51,79,0,79,0,0,0,14,0,0,14,0,0,0,14,14
"316292",2018,9,251,23,0,23,8,0,8,43,0,43,74,0,74,0,0,0,5,4,1,10,0,1,4,5,10
"316292",2019,12,316,36,0,36,7,0,7,59,0,59,102,0,102,0,0,0,16,8,0,24,0,0,8,16,24
"316292",2020,9,313,38,0,38,6,0,6,52,0,52,96,0,96,0,0,0,19,3,1,23,0,1,3,19,23
"316292",2021,15,331,36,0,36,6,0,6,60,0,60,102,0,102,0,0,0,30,3,0,33,0,0,3,30,33
"316294",2012,1,59,5,0,5,1,1,2,3,0,3,9,1,10,0,0,1,3,1,0,4,1,1,1,3,5
"316294",2013,1,59,3,1,4,1,0,1,5,0,5,9,1,10,0,1,0,5,2,0,7,1,0,3,5,8
"316294",2014,3,40,2,0,2,0,0,0,3,0,3,5,0,5,0,0,0,3,1,0,4,0,0,1,3,4
"316294",2015,2,60,8,0,8,2,0,2,6,0,6,16,0,16,0,0,0,6,2,1,9,0,1,2,6,9
"316294",2016,4,53,5,0,5,1,0,1,6,0,6,12,0,12,0,0,0,4,1,0,5,0,0,1,4,5
"316294",2017,2,64,4,0,4,1,0,1,3,0,3,8,0,8,0,0,0,3,2,1,6,0,1,2,3,6
"316294",2018,1,79,7,0,7,2,0,2,10,0,10,19,0,19,0,0,0,10,1,0,11,0,0,1,10,11
"316294",2019,5,72,7,0,7,0,0,0,7,0,7,14,0,14,0,0,0,6,1,0,7,0,0,1,6,7
"316294",2020,5,66,5,0,5,0,0,0,6,0,6,11,0,11,0,0,0,6,0,0,6,0,0,0,6,6
"316294",2021,0,76,7,0,7,0,0,0,5,0,5,12,0,12,0,0,0,3,1,0,4,0,0,1,3,4
"316295",2012,10,183,8,0,8,2,0,2,9,0,9,19,0,19,0,0,0,6,0,1,7,0,1,0,6,7
"316295",2013,9,206,7,0,7,2,0,2,10,0,10,19,0,19,0,0,0,7,1,0,8,0,0,1,7,8
"316295",2014,9,209,17,0,17,2,0,2,17,0,17,36,0,36,0,0,0,10,3,1,14,0,1,3,10,14
"316295",2015,4,245,22,0,22,3,0,3,19,0,19,44,0,44,0,0,0,5,2,0,7,0,0,2,5,7
"316295",2016,7,234,12,0,12,4,0,4,25,0,25,41,0,41,0,0,0,11,1,0,12,0,0,1,11,12
"316295",2017,13,226,17,0,17,4,0,4,17,0,17,38,0,38,0,0,0,8,2,0,10,0,0,2,8,10
"316295",2018,8,257,20,0,20,4,0,4,30,0,30,54,0,54,0,0,0,14,0,1,15,0,1,0,14,15
"316295",2019,9,254,22,0,22,3,0,3,40,0,40,65,0,65,0,0,0,13,1,1,15,0,1,1,13,15
"316295",2020,10,239,21,0,21,2,0,2,44,1,45,67,1,68,1,0,0,3,0,0,3,1,0,0,4,4
"316295",2021,15,191,24,0,24,3,0,3,36,0,36,63,0,63,0,0,0,12,5,1,18,0,1,5,12,18
"316300",2012,2,63,1,1,2,1,0,1,2,2,4,4,3,7,2,1,0,2,0,0,2,3,0,1,4,5
"316300",2013,2,45,2,0,2,0,0,0,5,0,5,7,0,7,0,0,0,3,0,0,3,0,0,0,3,3
"316300",2014,4,36,2,0,2,1,0,1,2,0,2,5,0,5,0,0,0,1,0,0,1,0,0,0,1,1
"316300",2015,2,56,1,0,1,0,0,0,6,1,7,7,1,8,1,0,0,3,0,0,3,1,0,0,4,4
"316300",2016,0,53,2,0,2,0,0,0,7,0,7,9,0,9,0,0,0,0,1,0,1,0,0,1,0,1
"316300",2017,2,49,1,0,1,0,0,0,4,0,4,5,0,5,0,0,0,2,0,0,2,0,0,0,2,2
"316300",2018,3,38,4,0,4,2,1,3,5,0,5,11,1,12,0,0,0,2,1,0,3,0,0,1,2,3
"316300",2019,2,64,14,0,14,2,0,2,3,1,4,19,1,20,0,0,0,2,1,1,4,0,1,1,2,4
"316300",2020,0,44,9,0,9,0,0,0,2,0,2,11,0,11,0,0,0,2,1,0,3,0,0,1,2,3
"316300",2021,2,54,4,0,4,1,0,1,2,0,2,7,0,7,0,0,0,1,1,1,3,0,1,1,1,3
"316310",2012,1,48,1,1,2,1,1,2,2,1,3,4,3,7,1,0,1,0,0,0,0,2,1,0,1,2
"316310",2013,2,36,2,0,2,0,0,0,0,1,1,2,1,3,1,0,0,0,0,0,0,1,0,0,1,1
"316310",2014,2,39,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,1,1,0,2,0,0,1,1,2
"316310",2015,1,47,3,0,3,0,0,0,0,1,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0
"316310",2016,0,36,1,1,2,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
"316310",2017,2,46,3,1,4,0,0,0,0,3,3,3,4,7,2,1,0,0,0,0,0,3,0,1,2,3
"316310",2018,3,26,1,0,1,0,0,0,0,5,5,1,5,6,5,0,0,0,0,0,0,5,0,0,5,5
"316310",2019,0,54,7,1,8,3,0,3,0,1,1,10,2,12,0,1,0,0,1,0,1,1,0,2,0,2
"316310",2020,1,40,2,0,2,0,0,0,0,4,4,2,4,6,3,0,0,0,0,0,0,3,0,0,3,3
"316310",2021,0,33,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"316320",2012,0,32,1,0,1,2,0,2,1,0,1,4,0,4,0,0,0,1,0,0,1,0,0,0,1,1
"316320",2013,2,36,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,1,0,0,1,0,0,0,1,1
"316320",2014,2,49,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,1,0,1
"316320",2015,1,35,0,0,0,1,0,1,1,0,1,2,0,2,0,0,0,1,0,1,2,0,1,0,1,2
"316320",2016,3,36,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,1,0,0,1,0,0,0,1,1
"316320",2017,5,41,2,0,2,1,0,1,5,0,5,8,0,8,0,0,0,5,1,0,6,0,0,1,5,6
