"codmunres","ano","obitos_mat_totais","obitos_mat_diretos","obitos_mat_aborto","obitos_mat_hipertensao","obitos_mat_hemorragia","obitos_mat_infec_puerperal","nascidos"
"220885",2014,0,0,0,0,0,0,82
"220885",2015,0,0,0,0,0,0,75
"220885",2016,0,0,0,0,0,0,65
"220885",2017,0,0,0,0,0,0,66
"220885",2018,0,0,0,0,0,0,51
"220885",2019,0,0,0,0,0,0,60
"220885",2020,0,0,0,0,0,0,56
"220885",2021,0,0,0,0,0,0,61
"220885",2022,0,0,0,0,0,0,47
"220887",2012,0,0,0,0,0,0,46
"220887",2013,0,0,0,0,0,0,47
"220887",2014,0,0,0,0,0,0,38
"220887",2015,0,0,0,0,0,0,44
"220887",2016,0,0,0,0,0,0,50
"220887",2017,0,0,0,0,0,0,55
"220887",2018,0,0,0,0,0,0,46
"220887",2019,0,0,0,0,0,0,57
"220887",2020,0,0,0,0,0,0,47
"220887",2021,0,0,0,0,0,0,50
"220887",2022,0,0,0,0,0,0,34
"220890",2012,0,0,0,0,0,0,118
"220890",2013,0,0,0,0,0,0,98
"220890",2014,0,0,0,0,0,0,112
"220890",2015,0,0,0,0,0,0,95
"220890",2016,0,0,0,0,0,0,120
"220890",2017,0,0,0,0,0,0,114
"220890",2019,0,0,0,0,0,0,88
"220890",2020,0,0,0,0,0,0,87
"220890",2021,0,0,0,0,0,0,100
"220890",2022,0,0,0,0,0,0,93
"220900",2012,0,0,0,0,0,0,74
"220900",2013,0,0,0,0,0,0,75
"220900",2014,0,0,0,0,0,0,83
"220900",2015,0,0,0,0,0,0,90
"220900",2017,0,0,0,0,0,0,70
"220900",2018,0,0,0,0,0,0,74
"220900",2019,0,0,0,0,0,0,72
"220900",2020,0,0,0,0,0,0,64
"220900",2021,0,0,0,0,0,0,60
"220910",2012,0,0,0,0,0,0,89
"220910",2013,0,0,0,0,0,0,76
"220910",2014,0,0,0,0,0,0,74
"220910",2015,0,0,0,0,0,0,68
"220910",2016,0,0,0,0,0,0,79
"220910",2017,0,0,0,0,0,0,62
"220910",2018,0,0,0,0,0,0,75
"220910",2020,0,0,0,0,0,0,70
"220910",2021,0,0,0,0,0,0,67
"220910",2022,0,0,0,0,0,0,57
"220915",2012,0,0,0,0,0,0,35
"220915",2013,0,0,0,0,0,0,51
"220915",2014,0,0,0,0,0,0,19
"220915",2015,0,0,0,0,0,0,40
"220915",2016,0,0,0,0,0,0,57
"220915",2017,0,0,0,0,0,0,37
"220915",2018,0,0,0,0,0,0,36
"220915",2019,0,0,0,0,0,0,30
"220915",2020,0,0,0,0,0,0,31
"220915",2021,0,0,0,0,0,0,33
"220915",2022,0,0,0,0,0,0,22
"220920",2012,0,0,0,0,0,0,88
"220920",2013,0,0,0,0,0,0,109
"220920",2014,0,0,0,0,0,0,99
"220920",2016,0,0,0,0,0,0,95
"220920",2017,0,0,0,0,0,0,99
"220920",2018,0,0,0,0,0,0,94
"220920",2019,0,0,0,0,0,0,104
"220920",2020,0,0,0,0,0,0,98
"220920",2021,0,0,0,0,0,0,95
"220930",2012,0,0,0,0,0,0,72
"220930",2013,0,0,0,0,0,0,84
"220930",2015,0,0,0,0,0,0,74
"220930",2016,0,0,0,0,0,0,66
"220930",2017,0,0,0,0,0,0,75
"220930",2018,0,0,0,0,0,0,97
"220930",2019,0,0,0,0,0,0,79
"220930",2020,0,0,0,0,0,0,69
"220930",2022,0,0,0,0,0,0,67
"220935",2012,0,0,0,0,0,0,57
"220935",2013,0,0,0,0,0,0,60
"220935",2014,0,0,0,0,0,0,57
"220935",2015,0,0,0,0,0,0,42
"220935",2016,0,0,0,0,0,0,36
"220935",2017,0,0,0,0,0,0,46
"220935",2018,0,0,0,0,0,0,47
"220935",2019,0,0,0,0,0,0,42
"220935",2020,0,0,0,0,0,0,37
"220935",2021,0,0,0,0,0,0,47
"220935",2022,0,0,0,0,0,0,32
"220937",2012,0,0,0,0,0,0,59
"220937",2013,0,0,0,0,0,0,56
"220937",2014,0,0,0,0,0,0,57
"220937",2015,0,0,0,0,0,0,60
"220937",2016,0,0,0,0,0,0,50
"220937",2017,0,0,0,0,0,0,71
"220937",2018,0,0,0,0,0,0,60
"220937",2019,0,0,0,0,0,0,57
"220937",2020,0,0,0,0,0,0,64
"220937",2021,0,0,0,0,0,0,63
"220937",2022,0,0,0,0,0,0,55
"220940",2012,0,0,0,0,0,0,92
"220940",2013,0,0,0,0,0,0,54
"220940",2014,0,0,0,0,0,0,72
"220940",2015,0,0,0,0,0,0,75
"220940",2016,0,0,0,0,0,0,88
"220940",2017,0,0,0,0,0,0,78
"220940",2019,0,0,0,0,0,0,85
"220940",2020,0,0,0,0,0,0,68
"220940",2021,0,0,0,0,0,0,75
"220940",2022,0,0,0,0,0,0,67
"220945",2012,0,0,0,0,0,0,34
"220945",2013,0,0,0,0,0,0,20
"220945",2014,0,0,0,0,0,0,36
"220945",2015,0,0,0,0,0,0,42
"220945",2016,0,0,0,0,0,0,32
"220945",2017,0,0,0,0,0,0,27
"220945",2018,0,0,0,0,0,0,28
"220945",2019,0,0,0,0,0,0,26
"220945",2020,0,0,0,0,0,0,29
"220945",2021,0,0,0,0,0,0,22
"220945",2022,0,0,0,0,0,0,22
"220950",2012,0,0,0,0,0,0,33
"220950",2013,0,0,0,0,0,0,28
"220950",2014,0,0,0,0,0,0,50
"220950",2015,0,0,0,0,0,0,42
"220950",2016,0,0,0,0,0,0,41
"220950",2017,0,0,0,0,0,0,44
"220950",2018,0,0,0,0,0,0,39
"220950",2019,0,0,0,0,0,0,54
"220950",2021,0,0,0,0,0,0,33
"220950",2022,0,0,0,0,0,0,43
"220955",2012,0,0,0,0,0,0,53
"220955",2013,0,0,0,0,0,0,47
"220955",2014,0,0,0,0,0,0,60
"220955",2015,0,0,0,0,0,0,71
"220955",2017,0,0,0,0,0,0,54
"220955",2018,0,0,0,0,0,0,59
"220955",2019,0,0,0,0,0,0,52
"220955",2020,0,0,0,0,0,0,41
"220955",2021,0,0,0,0,0,0,61
"220955",2022,0,0,0,0,0,0,59
"220960",2012,0,0,0,0,0,0,32
"220960",2013,0,0,0,0,0,0,28
"220960",2014,0,0,0,0,0,0,18
"220960",2015,0,0,0,0,0,0,28
"220960",2016,0,0,0,0,0,0,22
"220960",2017,0,0,0,0,0,0,29
"220960",2018,0,0,0,0,0,0,27
"220960",2019,0,0,0,0,0,0,23
"220960",2020,0,0,0,0,0,0,22
"220960",2021,0,0,0,0,0,0,30
"220960",2022,0,0,0,0,0,0,17
"220965",2012,0,0,0,0,0,0,76
"220965",2013,0,0,0,0,0,0,53
"220965",2014,0,0,0,0,0,0,88
"220965",2015,0,0,0,0,0,0,55
"220965",2016,0,0,0,0,0,0,80
"220965",2017,0,0,0,0,0,0,65
"220965",2018,0,0,0,0,0,0,72
"220965",2019,0,0,0,0,0,0,78
"220965",2020,0,0,0,0,0,0,73
"220965",2021,0,0,0,0,0,0,74
"220970",2012,0,0,0,0,0,0,73
"220970",2013,0,0,0,0,0,0,70
"220970",2014,0,0,0,0,0,0,75
"220970",2015,0,0,0,0,0,0,90
"220970",2017,0,0,0,0,0,0,96
"220970",2018,0,0,0,0,0,0,82
"220970",2019,0,0,0,0,0,0,63
"220970",2020,0,0,0,0,0,0,61
"220970",2021,0,0,0,0,0,0,67
"220975",2012,0,0,0,0,0,0,28
"220975",2013,0,0,0,0,0,0,33
"220975",2014,0,0,0,0,0,0,31
"220975",2015,0,0,0,0,0,0,25
"220975",2016,0,0,0,0,0,0,27
"220975",2017,0,0,0,0,0,0,40
"220975",2018,0,0,0,0,0,0,36
"220975",2019,0,0,0,0,0,0,34
"220975",2021,0,0,0,0,0,0,58
"220975",2022,0,0,0,0,0,0,46
"220980",2012,0,0,0,0,0,0,86
"220980",2013,0,0,0,0,0,0,73
"220980",2014,0,0,0,0,0,0,76
"220980",2015,0,0,0,0,0,0,81
"220980",2016,0,0,0,0,0,0,65
"220980",2017,0,0,0,0,0,0,70
"220980",2018,0,0,0,0,0,0,77
"220980",2019,0,0,0,0,0,0,73
"220980",2020,0,0,0,0,0,0,63
"220980",2021,0,0,0,0,0,0,63
"220980",2022,0,0,0,0,0,0,50
"220985",2012,0,0,0,0,0,0,52
"220985",2013,0,0,0,0,0,0,46
"220985",2014,0,0,0,0,0,0,57
"220985",2015,0,0,0,0,0,0,52
"220985",2016,0,0,0,0,0,0,47
"220985",2017,0,0,0,0,0,0,47
"220985",2018,0,0,0,0,0,0,53
"220985",2019,0,0,0,0,0,0,51
"220985",2020,0,0,0,0,0,0,48
"220985",2021,0,0,0,0,0,0,47
"220985",2022,0,0,0,0,0,0,57
"220987",2012,0,0,0,0,0,0,87
"220987",2013,0,0,0,0,0,0,66
"220987",2014,0,0,0,0,0,0,70
"220987",2016,0,0,0,0,0,0,72
"220987",2018,0,0,0,0,0,0,83
"220987",2019,0,0,0,0,0,0,76
"220987",2021,0,0,0,0,0,0,72
"220987",2022,0,0,0,0,0,0,71
"220990",2012,0,0,0,0,0,0,91
"220990",2013,0,0,0,0,0,0,61
"220990",2014,0,0,0,0,0,0,68
"220990",2015,0,0,0,0,0,0,56
"220990",2016,0,0,0,0,0,0,72
"220990",2017,0,0,0,0,0,0,78
"220990",2018,0,0,0,0,0,0,62
"220990",2019,0,0,0,0,0,0,82
"220990",2021,0,0,0,0,0,0,64
"220990",2022,0,0,0,0,0,0,44
"220995",2012,0,0,0,0,0,0,71
"220995",2013,0,0,0,0,0,0,67
"220995",2014,0,0,0,0,0,0,70
"220995",2015,0,0,0,0,0,0,73
"220995",2016,0,0,0,0,0,0,57
"220995",2017,0,0,0,0,0,0,79
"220995",2018,0,0,0,0,0,0,60
"220995",2019,0,0,0,0,0,0,52
"220995",2020,0,0,0,0,0,0,49
"220995",2021,0,0,0,0,0,0,65
"220995",2022,0,0,0,0,0,0,37
"220997",2012,0,0,0,0,0,0,133
"220997",2013,0,0,0,0,0,0,127
"220997",2014,0,0,0,0,0,0,144
"220997",2015,0,0,0,0,0,0,147
"220997",2016,0,0,0,0,0,0,113
"220997",2018,0,0,0,0,0,0,158
"220997",2019,0,0,0,0,0,0,125
"220997",2021,0,0,0,0,0,0,153
"220997",2022,0,0,0,0,0,0,122
"221000",2016,0,0,0,0,0,0,328
"221000",2017,0,0,0,0,0,0,375
"221000",2018,0,0,0,0,0,0,375
"221000",2021,0,0,0,0,0,0,361
"221000",2022,0,0,0,0,0,0,286
"221005",2012,0,0,0,0,0,0,86
"221005",2013,0,0,0,0,0,0,60
"221005",2014,0,0,0,0,0,0,67
"221005",2015,0,0,0,0,0,0,81
"221005",2016,0,0,0,0,0,0,60
"221005",2017,0,0,0,0,0,0,55
"221005",2018,0,0,0,0,0,0,63
"221005",2019,0,0,0,0,0,0,61
"221005",2020,0,0,0,0,0,0,55
"221005",2021,0,0,0,0,0,0,71
"221005",2022,0,0,0,0,0,0,63
"221010",2012,0,0,0,0,0,0,46
"221010",2013,0,0,0,0,0,0,51
"221010",2014,0,0,0,0,0,0,41
"221010",2015,0,0,0,0,0,0,40
"221010",2016,0,0,0,0,0,0,42
"221010",2018,0,0,0,0,0,0,29
"221010",2019,0,0,0,0,0,0,43
"221010",2020,0,0,0,0,0,0,34
"221010",2021,0,0,0,0,0,0,39
"221010",2022,0,0,0,0,0,0,26
"221020",2012,0,0,0,0,0,0,80
"221020",2013,0,0,0,0,0,0,81
"221020",2014,0,0,0,0,0,0,95
"221020",2016,0,0,0,0,0,0,75
"221020",2017,0,0,0,0,0,0,69
"221020",2018,0,0,0,0,0,0,82
"221020",2019,0,0,0,0,0,0,83
"221020",2020,0,0,0,0,0,0,91
"221020",2021,0,0,0,0,0,0,82
"221020",2022,0,0,0,0,0,0,68
"221030",2012,0,0,0,0,0,0,73
"221030",2013,0,0,0,0,0,0,90
"221030",2014,0,0,0,0,0,0,67
"221030",2015,0,0,0,0,0,0,86
"221030",2016,0,0,0,0,0,0,73
"221030",2017,0,0,0,0,0,0,64
"221030",2018,0,0,0,0,0,0,74
"221030",2019,0,0,0,0,0,0,66
"221030",2020,0,0,0,0,0,0,76
"221030",2021,0,0,0,0,0,0,74
"221030",2022,0,0,0,0,0,0,66
"221035",2012,0,0,0,0,0,0,34
"221035",2013,0,0,0,0,0,0,55
"221035",2014,0,0,0,0,0,0,55
"221035",2015,0,0,0,0,0,0,45
"221035",2016,0,0,0,0,0,0,57
"221035",2017,0,0,0,0,0,0,61
"221035",2018,0,0,0,0,0,0,38
"221035",2019,0,0,0,0,0,0,40
"221035",2020,0,0,0,0,0,0,40
"221035",2021,0,0,0,0,0,0,45
"221035",2022,0,0,0,0,0,0,38
"221037",2012,0,0,0,0,0,0,31
"221037",2013,0,0,0,0,0,0,22
"221037",2014,0,0,0,0,0,0,25
"221037",2015,0,0,0,0,0,0,29
"221037",2016,0,0,0,0,0,0,34
"221037",2017,0,0,0,0,0,0,21
"221037",2018,0,0,0,0,0,0,27
"221037",2019,0,0,0,0,0,0,28
"221037",2020,0,0,0,0,0,0,25
"221037",2021,0,0,0,0,0,0,27
"221037",2022,0,0,0,0,0,0,29
"221038",2012,0,0,0,0,0,0,22
"221038",2013,0,0,0,0,0,0,25
"221038",2014,0,0,0,0,0,0,14
"221038",2015,0,0,0,0,0,0,25
"221038",2016,0,0,0,0,0,0,23
"221038",2017,0,0,0,0,0,0,14
"221038",2018,0,0,0,0,0,0,21
"221038",2019,0,0,0,0,0,0,26
"221038",2020,0,0,0,0,0,0,21
"221038",2021,0,0,0,0,0,0,21
"221038",2022,0,0,0,0,0,0,17
"221039",2012,0,0,0,0,0,0,32
"221039",2013,0,0,0,0,0,0,22
"221039",2014,0,0,0,0,0,0,26
"221039",2015,0,0,0,0,0,0,37
"221039",2016,0,0,0,0,0,0,29
"221039",2017,0,0,0,0,0,0,35
"221039",2018,0,0,0,0,0,0,53
"221039",2019,0,0,0,0,0,0,52
"221039",2020,0,0,0,0,0,0,40
"221039",2021,0,0,0,0,0,0,42
"221039",2022,0,0,0,0,0,0,31
"221040",2012,0,0,0,0,0,0,259
"221040",2014,0,0,0,0,0,0,234
"221040",2015,0,0,0,0,0,0,272
"221040",2016,0,0,0,0,0,0,223
"221040",2017,0,0,0,0,0,0,209
"221040",2019,0,0,0,0,0,0,225
"221040",2020,0,0,0,0,0,0,231
"221040",2021,0,0,0,0,0,0,194
"221040",2022,0,0,0,0,0,0,146
"221050",2012,0,0,0,0,0,0,195
"221050",2013,0,0,0,0,0,0,179
"221050",2015,0,0,0,0,0,0,223
"221050",2016,0,0,0,0,0,0,202
"221050",2017,0,0,0,0,0,0,230
"221050",2019,0,0,0,0,0,0,199
"221050",2020,0,0,0,0,0,0,187
"221050",2022,0,0,0,0,0,0,178
"221060",2012,0,0,0,0,0,0,561
"221060",2013,0,0,0,0,0,0,549
"221060",2014,0,0,0,0,0,0,593
"221060",2015,0,0,0,0,0,0,573
"221060",2017,0,0,0,0,0,0,642
"221060",2018,0,0,0,0,0,0,669
"221062",2012,0,0,0,0,0,0,68
"221062",2013,0,0,0,0,0,0,66
"221062",2014,0,0,0,0,0,0,65
"221062",2015,0,0,0,0,0,0,61
"221062",2016,0,0,0,0,0,0,46
"221062",2017,0,0,0,0,0,0,61
"221062",2018,0,0,0,0,0,0,59
"221062",2019,0,0,0,0,0,0,45
"221062",2020,0,0,0,0,0,0,57
"221062",2021,0,0,0,0,0,0,42
"221062",2022,0,0,0,0,0,0,36
"221063",2013,0,0,0,0,0,0,58
"221063",2014,0,0,0,0,0,0,44
"221063",2015,0,0,0,0,0,0,58
"221063",2016,0,0,0,0,0,0,53
"221063",2017,0,0,0,0,0,0,58
"221063",2018,0,0,0,0,0,0,40
"221063",2019,0,0,0,0,0,0,63
"221063",2020,0,0,0,0,0,0,48
"221063",2022,0,0,0,0,0,0,68
"221065",2012,0,0,0,0,0,0,104
"221065",2013,0,0,0,0,0,0,93
"221065",2014,0,0,0,0,0,0,107
"221065",2015,0,0,0,0,0,0,110
"221065",2017,0,0,0,0,0,0,107
"221065",2018,0,0,0,0,0,0,104
"221065",2019,0,0,0,0,0,0,97
"221065",2020,0,0,0,0,0,0,80
"221065",2021,0,0,0,0,0,0,115
"221065",2022,0,0,0,0,0,0,95
"221070",2012,0,0,0,0,0,0,248
"221070",2013,0,0,0,0,0,0,207
"221070",2014,0,0,0,0,0,0,222
"221070",2016,0,0,0,0,0,0,232
"221070",2017,0,0,0,0,0,0,226
"221070",2018,0,0,0,0,0,0,221
"221070",2019,0,0,0,0,0,0,172
"221070",2020,0,0,0,0,0,0,197
"221070",2021,0,0,0,0,0,0,196
"221070",2022,0,0,0,0,0,0,189
"221080",2012,0,0,0,0,0,0,147
"221080",2013,0,0,0,0,0,0,158
"221080",2014,0,0,0,0,0,0,178
"221080",2016,0,0,0,0,0,0,194
"221080",2017,0,0,0,0,0,0,175
"221080",2019,0,0,0,0,0,0,196
"221080",2020,0,0,0,0,0,0,143
"221080",2022,0,0,0,0,0,0,163
"221090",2012,0,0,0,0,0,0,58
"221090",2013,0,0,0,0,0,0,56
"221090",2014,0,0,0,0,0,0,41
"221090",2016,0,0,0,0,0,0,46
"221090",2017,0,0,0,0,0,0,48
"221090",2018,0,0,0,0,0,0,46
"221090",2019,0,0,0,0,0,0,49
"221090",2020,0,0,0,0,0,0,37
"221090",2022,0,0,0,0,0,0,39
"221093",2012,0,0,0,0,0,0,83
"221093",2013,0,0,0,0,0,0,71
"221093",2014,0,0,0,0,0,0,84
"221093",2015,0,0,0,0,0,0,77
"221093",2016,0,0,0,0,0,0,90
"221093",2017,0,0,0,0,0,0,73
"221093",2018,0,0,0,0,0,0,85
"221093",2019,0,0,0,0,0,0,95
"221093",2020,0,0,0,0,0,0,83
"221093",2021,0,0,0,0,0,0,80
"221093",2022,0,0,0,0,0,0,74
"221095",2012,0,0,0,0,0,0,34
"221095",2013,0,0,0,0,0,0,36
"221095",2014,0,0,0,0,0,0,47
"221095",2015,0,0,0,0,0,0,29
"221095",2016,0,0,0,0,0,0,46
"221095",2017,0,0,0,0,0,0,43
"221095",2018,0,0,0,0,0,0,48
"221095",2019,0,0,0,0,0,0,41
"221095",2020,0,0,0,0,0,0,47
"221095",2021,0,0,0,0,0,0,41
"221095",2022,0,0,0,0,0,0,39
"221097",2012,0,0,0,0,0,0,44
"221097",2013,0,0,0,0,0,0,26
"221097",2014,0,0,0,0,0,0,27
"221097",2015,0,0,0,0,0,0,44
"221097",2016,0,0,0,0,0,0,34
"221097",2018,0,0,0,0,0,0,32
"221097",2020,0,0,0,0,0,0,27
"221097",2021,0,0,0,0,0,0,39
"221097",2022,0,0,0,0,0,0,24
"221110",2015,0,0,0,0,0,0,758
"221110",2016,0,0,0,0,0,0,634
"221110",2017,0,0,0,0,0,0,703
"221110",2018,0,0,0,0,0,0,769
"221110",2019,0,0,0,0,0,0,736
"221110",2020,0,0,0,0,0,0,579
"221110",2022,0,0,0,0,0,0,596
"221120",2012,0,0,0,0,0,0,392
"221120",2014,0,0,0,0,0,0,376
"221120",2016,0,0,0,0,0,0,420
"221120",2017,0,0,0,0,0,0,419
"221120",2019,0,0,0,0,0,0,399
"221120",2020,0,0,0,0,0,0,442
"221120",2022,0,0,0,0,0,0,385
"221130",2012,0,0,0,0,0,0,273
"221130",2013,0,0,0,0,0,0,278
"221130",2014,0,0,0,0,0,0,288
"221130",2016,0,0,0,0,0,0,326
"221130",2017,0,0,0,0,0,0,287
"221130",2020,0,0,0,0,0,0,270
"221130",2021,0,0,0,0,0,0,272
"221135",2012,0,0,0,0,0,0,76
"221135",2013,0,0,0,0,0,0,63
"221135",2014,0,0,0,0,0,0,72
"221135",2015,0,0,0,0,0,0,81
"221135",2016,0,0,0,0,0,0,78
"221135",2017,0,0,0,0,0,0,69
"221135",2018,0,0,0,0,0,0,84
"221135",2019,0,0,0,0,0,0,57
"221135",2020,0,0,0,0,0,0,85
"221140",2012,0,0,0,0,0,0,59
"221140",2013,0,0,0,0,0,0,49
"221140",2014,0,0,0,0,0,0,42
"221140",2015,0,0,0,0,0,0,45
"221140",2016,0,0,0,0,0,0,52
"221140",2017,0,0,0,0,0,0,62
"221140",2018,0,0,0,0,0,0,62
"221140",2019,0,0,0,0,0,0,56
"221140",2020,0,0,0,0,0,0,35
"221140",2021,0,0,0,0,0,0,46
"221140",2022,0,0,0,0,0,0,47
"221150",2012,0,0,0,0,0,0,36
"221150",2013,0,0,0,0,0,0,36
"221150",2015,0,0,0,0,0,0,46
"221150",2016,0,0,0,0,0,0,31
"221150",2017,0,0,0,0,0,0,36
"221150",2018,0,0,0,0,0,0,47
"221150",2019,0,0,0,0,0,0,43
"221150",2020,0,0,0,0,0,0,41
"221150",2021,0,0,0,0,0,0,38
"221150",2022,0,0,0,0,0,0,44
"221160",2012,0,0,0,0,0,0,40
"221160",2013,0,0,0,0,0,0,32
"221160",2014,0,0,0,0,0,0,27
"221160",2015,0,0,0,0,0,0,37
"221160",2016,0,0,0,0,0,0,40
"221160",2017,0,0,0,0,0,0,36
"221160",2018,0,0,0,0,0,0,40
"221160",2019,0,0,0,0,0,0,27
"221160",2021,0,0,0,0,0,0,28
"221160",2022,0,0,0,0,0,0,28
"221170",2012,0,0,0,0,0,0,46
"221170",2013,0,0,0,0,0,0,42
"221170",2014,0,0,0,0,0,0,38
"221170",2015,0,0,0,0,0,0,39
"221170",2016,0,0,0,0,0,0,34
"221170",2017,0,0,0,0,0,0,34
"221170",2018,0,0,0,0,0,0,38
"221170",2019,0,0,0,0,0,0,32
"221170",2020,0,0,0,0,0,0,42
"221170",2021,0,0,0,0,0,0,39
"221170",2022,0,0,0,0,0,0,36
"230010",2013,0,0,0,0,0,0,116
"230010",2014,0,0,0,0,0,0,135
"230010",2015,0,0,0,0,0,0,139
"230010",2016,0,0,0,0,0,0,120
"230010",2018,0,0,0,0,0,0,154
"230010",2019,0,0,0,0,0,0,146
"230010",2020,0,0,0,0,0,0,151
"230010",2022,0,0,0,0,0,0,149
"230015",2012,0,0,0,0,0,0,242
"230015",2014,0,0,0,0,0,0,237
"230015",2015,0,0,0,0,0,0,224
"230015",2016,0,0,0,0,0,0,226
"230015",2017,0,0,0,0,0,0,206
"230015",2018,0,0,0,0,0,0,199
"230015",2019,0,0,0,0,0,0,215
"230015",2020,0,0,0,0,0,0,187
"230015",2022,0,0,0,0,0,0,184
"230020",2012,0,0,0,0,0,0,961
"230020",2013,0,0,0,0,0,0,968
"230020",2014,0,0,0,0,0,0,964
"230020",2015,0,0,0,0,0,0,1039
"230020",2016,0,0,0,0,0,0,1010
"230020",2017,0,0,0,0,0,0,1021
"230020",2018,0,0,0,0,0,0,1054
"230020",2019,0,0,0,0,0,0,1075
"230020",2022,0,0,0,0,0,0,969
"230030",2012,0,0,0,0,0,0,658
"230030",2013,0,0,0,0,0,0,578
"230030",2014,0,0,0,0,0,0,631
"230030",2015,0,0,0,0,0,0,629
"230030",2016,0,0,0,0,0,0,584
"230030",2017,0,0,0,0,0,0,563
"230030",2019,0,0,0,0,0,0,603
"230030",2022,0,0,0,0,0,0,519
"230040",2012,0,0,0,0,0,0,211
"230040",2013,0,0,0,0,0,0,160
"230040",2014,0,0,0,0,0,0,156
"230040",2015,0,0,0,0,0,0,169
"230040",2016,0,0,0,0,0,0,172
"230040",2017,0,0,0,0,0,0,184
"230040",2018,0,0,0,0,0,0,193
"230040",2019,0,0,0,0,0,0,175
"230040",2020,0,0,0,0,0,0,199
"230040",2021,0,0,0,0,0,0,163
"230040",2022,0,0,0,0,0,0,163
"230050",2014,0,0,0,0,0,0,145
"230050",2015,0,0,0,0,0,0,126
"230050",2016,0,0,0,0,0,0,118
"230050",2017,0,0,0,0,0,0,121
"230050",2018,0,0,0,0,0,0,141
"230050",2019,0,0,0,0,0,0,148
"230050",2021,0,0,0,0,0,0,153
"230050",2022,0,0,0,0,0,0,129
"230060",2012,0,0,0,0,0,0,120
"230060",2013,0,0,0,0,0,0,92
"230060",2014,0,0,0,0,0,0,93
"230060",2015,0,0,0,0,0,0,111
"230060",2016,0,0,0,0,0,0,112
"230060",2017,0,0,0,0,0,0,113
"230060",2018,0,0,0,0,0,0,107
"230060",2019,0,0,0,0,0,0,130
"230060",2020,0,0,0,0,0,0,106
"230060",2021,0,0,0,0,0,0,111
"230060",2022,0,0,0,0,0,0,120
"230070",2012,0,0,0,0,0,0,200
"230070",2013,0,0,0,0,0,0,177
"230070",2014,0,0,0,0,0,0,189
"230070",2015,0,0,0,0,0,0,217
"230070",2016,0,0,0,0,0,0,217
"230070",2017,0,0,0,0,0,0,180
"230070",2018,0,0,0,0,0,0,194
"230070",2019,0,0,0,0,0,0,178
"230070",2020,0,0,0,0,0,0,165
"230070",2022,0,0,0,0,0,0,178
"230075",2013,0,0,0,0,0,0,676
"230075",2014,0,0,0,0,0,0,627
"230075",2015,0,0,0,0,0,0,707
"230075",2016,0,0,0,0,0,0,689
"230075",2020,0,0,0,0,0,0,688
"230075",2021,0,0,0,0,0,0,772
"230080",2012,0,0,0,0,0,0,112
"230080",2013,0,0,0,0,0,0,112
"230080",2014,0,0,0,0,0,0,99
"230080",2015,0,0,0,0,0,0,76
"230080",2016,0,0,0,0,0,0,79
"230080",2017,0,0,0,0,0,0,96
"230080",2018,0,0,0,0,0,0,109
"230080",2019,0,0,0,0,0,0,103
"230080",2020,0,0,0,0,0,0,90
"230080",2021,0,0,0,0,0,0,80
"230080",2022,0,0,0,0,0,0,97
"230090",2012,0,0,0,0,0,0,144
"230090",2013,0,0,0,0,0,0,151
"230090",2014,0,0,0,0,0,0,148
"230090",2016,0,0,0,0,0,0,133
"230090",2017,0,0,0,0,0,0,152
"230090",2018,0,0,0,0,0,0,131
"230090",2020,0,0,0,0,0,0,153
"230090",2021,0,0,0,0,0,0,169
"230090",2022,0,0,0,0,0,0,139
"230100",2012,0,0,0,0,0,0,986
"230100",2013,0,0,0,0,0,0,943
"230100",2015,0,0,0,0,0,0,1246
"230100",2017,0,0,0,0,0,0,1079
"230100",2019,0,0,0,0,0,0,1189
"230100",2022,0,0,0,0,0,0,1069
"230110",2013,0,0,0,0,0,0,965
"230110",2014,0,0,0,0,0,0,908
"230110",2016,0,0,0,0,0,0,1046
"230110",2017,0,0,0,0,0,0,994
"230110",2018,0,0,0,0,0,0,979
"230120",2012,0,0,0,0,0,0,358
"230120",2013,0,0,0,0,0,0,390
"230120",2014,0,0,0,0,0,0,382
"230120",2015,0,0,0,0,0,0,363
"230120",2016,0,0,0,0,0,0,395
"230120",2017,0,0,0,0,0,0,383
"230120",2018,0,0,0,0,0,0,418
"230120",2019,0,0,0,0,0,0,375
"230120",2020,0,0,0,0,0,0,345
"230120",2021,0,0,0,0,0,0,341
"230120",2022,0,0,0,0,0,0,301
"230125",2012,0,0,0,0,0,0,115
"230125",2013,0,0,0,0,0,0,99
"230125",2014,0,0,0,0,0,0,125
"230125",2015,0,0,0,0,0,0,101
"230125",2016,0,0,0,0,0,0,115
"230125",2017,0,0,0,0,0,0,121
"230125",2018,0,0,0,0,0,0,155
"230125",2020,0,0,0,0,0,0,142
"230125",2021,0,0,0,0,0,0,132
"230130",2013,0,0,0,0,0,0,341
"230130",2014,0,0,0,0,0,0,345
"230130",2015,0,0,0,0,0,0,359
"230130",2016,0,0,0,0,0,0,354
"230130",2017,0,0,0,0,0,0,390
"230130",2019,0,0,0,0,0,0,366
"230130",2020,0,0,0,0,0,0,333
"230130",2021,0,0,0,0,0,0,346
"230130",2022,0,0,0,0,0,0,298
"230140",2012,0,0,0,0,0,0,188
"230140",2014,0,0,0,0,0,0,180
"230140",2015,0,0,0,0,0,0,172
"230140",2016,0,0,0,0,0,0,152
"230140",2017,0,0,0,0,0,0,163
"230140",2018,0,0,0,0,0,0,172
"230140",2019,0,0,0,0,0,0,176
