"codmunres","ano","obitos_mat_totais","obitos_mat_diretos","obitos_mat_aborto","obitos_mat_hipertensao","obitos_mat_hemorragia","obitos_mat_infec_puerperal","nascidos"
"310430",2018,0,0,0,0,0,0,174
"310430",2019,0,0,0,0,0,0,140
"310430",2020,0,0,0,0,0,0,147
"310430",2021,0,0,0,0,0,0,137
"310440",2012,0,0,0,0,0,0,33
"310440",2013,0,0,0,0,0,0,30
"310440",2014,0,0,0,0,0,0,31
"310440",2015,0,0,0,0,0,0,28
"310440",2016,0,0,0,0,0,0,30
"310440",2017,0,0,0,0,0,0,24
"310440",2018,0,0,0,0,0,0,28
"310440",2019,0,0,0,0,0,0,34
"310440",2020,0,0,0,0,0,0,34
"310440",2021,0,0,0,0,0,0,26
"310440",2022,0,0,0,0,0,0,29
"310445",2012,0,0,0,0,0,0,69
"310445",2013,0,0,0,0,0,0,53
"310445",2014,0,0,0,0,0,0,60
"310445",2015,0,0,0,0,0,0,37
"310445",2016,0,0,0,0,0,0,62
"310445",2017,0,0,0,0,0,0,62
"310445",2018,0,0,0,0,0,0,55
"310445",2019,0,0,0,0,0,0,53
"310445",2020,0,0,0,0,0,0,70
"310445",2021,0,0,0,0,0,0,63
"310445",2022,0,0,0,0,0,0,60
"310450",2012,0,0,0,0,0,0,226
"310450",2013,0,0,0,0,0,0,217
"310450",2014,0,0,0,0,0,0,217
"310450",2015,0,0,0,0,0,0,195
"310450",2016,0,0,0,0,0,0,189
"310450",2017,0,0,0,0,0,0,209
"310450",2018,0,0,0,0,0,0,210
"310450",2019,0,0,0,0,0,0,182
"310450",2020,0,0,0,0,0,0,193
"310450",2021,0,0,0,0,0,0,197
"310450",2022,0,0,0,0,0,0,207
"310460",2012,0,0,0,0,0,0,144
"310460",2013,0,0,0,0,0,0,152
"310460",2014,0,0,0,0,0,0,125
"310460",2015,0,0,0,0,0,0,125
"310460",2016,0,0,0,0,0,0,141
"310460",2017,0,0,0,0,0,0,127
"310460",2018,0,0,0,0,0,0,131
"310460",2019,0,0,0,0,0,0,140
"310460",2020,0,0,0,0,0,0,127
"310460",2021,0,0,0,0,0,0,100
"310460",2022,0,0,0,0,0,0,104
"310470",2012,0,0,0,0,0,0,167
"310470",2013,0,0,0,0,0,0,156
"310470",2014,0,0,0,0,0,0,167
"310470",2016,0,0,0,0,0,0,133
"310470",2017,0,0,0,0,0,0,144
"310470",2018,0,0,0,0,0,0,132
"310470",2019,0,0,0,0,0,0,124
"310470",2020,0,0,0,0,0,0,116
"310470",2022,0,0,0,0,0,0,140
"310480",2012,0,0,0,0,0,0,58
"310480",2013,0,0,0,0,0,0,47
"310480",2014,0,0,0,0,0,0,62
"310480",2015,0,0,0,0,0,0,53
"310480",2016,0,0,0,0,0,0,51
"310480",2017,0,0,0,0,0,0,38
"310480",2018,0,0,0,0,0,0,53
"310480",2019,0,0,0,0,0,0,46
"310480",2020,0,0,0,0,0,0,39
"310480",2021,0,0,0,0,0,0,44
"310480",2022,0,0,0,0,0,0,45
"310490",2012,0,0,0,0,0,0,170
"310490",2013,0,0,0,0,0,0,188
"310490",2014,0,0,0,0,0,0,167
"310490",2015,0,0,0,0,0,0,196
"310490",2016,0,0,0,0,0,0,201
"310490",2017,0,0,0,0,0,0,189
"310490",2018,0,0,0,0,0,0,203
"310490",2019,0,0,0,0,0,0,212
"310490",2020,0,0,0,0,0,0,203
"310490",2021,0,0,0,0,0,0,177
"310490",2022,0,0,0,0,0,0,191
"310500",2012,0,0,0,0,0,0,86
"310500",2013,0,0,0,0,0,0,96
"310500",2014,0,0,0,0,0,0,106
"310500",2015,0,0,0,0,0,0,86
"310500",2016,0,0,0,0,0,0,95
"310500",2017,0,0,0,0,0,0,75
"310500",2018,0,0,0,0,0,0,72
"310500",2019,0,0,0,0,0,0,74
"310500",2020,0,0,0,0,0,0,64
"310500",2021,0,0,0,0,0,0,70
"310500",2022,0,0,0,0,0,0,72
"310510",2012,0,0,0,0,0,0,219
"310510",2013,0,0,0,0,0,0,226
"310510",2014,0,0,0,0,0,0,251
"310510",2015,0,0,0,0,0,0,203
"310510",2016,0,0,0,0,0,0,220
"310510",2017,0,0,0,0,0,0,234
"310510",2018,0,0,0,0,0,0,220
"310510",2019,0,0,0,0,0,0,234
"310510",2020,0,0,0,0,0,0,260
"310510",2021,0,0,0,0,0,0,231
"310510",2022,0,0,0,0,0,0,242
"310520",2012,0,0,0,0,0,0,37
"310520",2013,0,0,0,0,0,0,22
"310520",2014,0,0,0,0,0,0,25
"310520",2015,0,0,0,0,0,0,33
"310520",2016,0,0,0,0,0,0,52
"310520",2017,0,0,0,0,0,0,37
"310520",2018,0,0,0,0,0,0,39
"310520",2019,0,0,0,0,0,0,39
"310520",2020,0,0,0,0,0,0,51
"310520",2021,0,0,0,0,0,0,45
"310520",2022,0,0,0,0,0,0,43
"310530",2012,0,0,0,0,0,0,72
"310530",2013,0,0,0,0,0,0,78
"310530",2014,0,0,0,0,0,0,60
"310530",2015,0,0,0,0,0,0,63
"310530",2016,0,0,0,0,0,0,49
"310530",2017,0,0,0,0,0,0,68
"310530",2018,0,0,0,0,0,0,79
"310530",2019,0,0,0,0,0,0,73
"310530",2020,0,0,0,0,0,0,75
"310530",2021,0,0,0,0,0,0,71
"310530",2022,0,0,0,0,0,0,73
"310540",2012,0,0,0,0,0,0,372
"310540",2013,0,0,0,0,0,0,419
"310540",2014,0,0,0,0,0,0,463
"310540",2015,0,0,0,0,0,0,453
"310540",2016,0,0,0,0,0,0,407
"310540",2019,0,0,0,0,0,0,401
"310540",2020,0,0,0,0,0,0,351
"310540",2021,0,0,0,0,0,0,374
"310540",2022,0,0,0,0,0,0,372
"310550",2012,0,0,0,0,0,0,66
"310550",2013,0,0,0,0,0,0,30
"310550",2014,0,0,0,0,0,0,46
"310550",2015,0,0,0,0,0,0,60
"310550",2016,0,0,0,0,0,0,46
"310550",2017,0,0,0,0,0,0,39
"310550",2018,0,0,0,0,0,0,49
"310550",2019,0,0,0,0,0,0,39
"310550",2020,0,0,0,0,0,0,37
"310550",2021,0,0,0,0,0,0,48
"310550",2022,0,0,0,0,0,0,37
"310560",2012,0,0,0,0,0,0,1431
"310560",2015,0,0,0,0,0,0,1502
"310560",2016,0,0,0,0,0,0,1365
"310560",2017,0,0,0,0,0,0,1370
"310560",2019,0,0,0,0,0,0,1410
"310560",2020,0,0,0,0,0,0,1407
"310560",2022,0,0,0,0,0,0,1234
"310570",2012,0,0,0,0,0,0,65
"310570",2013,0,0,0,0,0,0,45
"310570",2014,0,0,0,0,0,0,51
"310570",2015,0,0,0,0,0,0,36
"310570",2016,0,0,0,0,0,0,57
"310570",2018,0,0,0,0,0,0,39
"310570",2019,0,0,0,0,0,0,49
"310570",2020,0,0,0,0,0,0,54
"310570",2021,0,0,0,0,0,0,55
"310570",2022,0,0,0,0,0,0,58
"310590",2012,0,0,0,0,0,0,293
"310590",2013,0,0,0,0,0,0,259
"310590",2014,0,0,0,0,0,0,255
"310590",2015,0,0,0,0,0,0,259
"310590",2016,0,0,0,0,0,0,228
"310590",2017,0,0,0,0,0,0,238
"310590",2018,0,0,0,0,0,0,238
"310590",2019,0,0,0,0,0,0,258
"310590",2020,0,0,0,0,0,0,214
"310590",2021,0,0,0,0,0,0,239
"310590",2022,0,0,0,0,0,0,249
"310600",2012,0,0,0,0,0,0,126
"310600",2013,0,0,0,0,0,0,124
"310600",2014,0,0,0,0,0,0,139
"310600",2015,0,0,0,0,0,0,130
"310600",2016,0,0,0,0,0,0,132
"310600",2017,0,0,0,0,0,0,119
"310600",2018,0,0,0,0,0,0,139
"310600",2019,0,0,0,0,0,0,110
"310600",2020,0,0,0,0,0,0,98
"310600",2021,0,0,0,0,0,0,111
"310600",2022,0,0,0,0,0,0,95
"310610",2012,0,0,0,0,0,0,42
"310610",2013,0,0,0,0,0,0,34
"310610",2014,0,0,0,0,0,0,34
"310610",2015,0,0,0,0,0,0,31
"310610",2016,0,0,0,0,0,0,27
"310610",2017,0,0,0,0,0,0,30
"310610",2018,0,0,0,0,0,0,34
"310610",2019,0,0,0,0,0,0,19
"310610",2020,0,0,0,0,0,0,27
"310610",2021,0,0,0,0,0,0,30
"310610",2022,0,0,0,0,0,0,20
"310630",2012,0,0,0,0,0,0,357
"310630",2013,0,0,0,0,0,0,346
"310630",2014,0,0,0,0,0,0,340
"310630",2015,0,0,0,0,0,0,345
"310630",2016,0,0,0,0,0,0,316
"310630",2017,0,0,0,0,0,0,304
"310630",2018,0,0,0,0,0,0,331
"310630",2020,0,0,0,0,0,0,299
"310630",2021,0,0,0,0,0,0,329
"310630",2022,0,0,0,0,0,0,314
"310640",2012,0,0,0,0,0,0,81
"310640",2013,0,0,0,0,0,0,87
"310640",2014,0,0,0,0,0,0,90
"310640",2015,0,0,0,0,0,0,92
"310640",2016,0,0,0,0,0,0,97
"310640",2017,0,0,0,0,0,0,109
"310640",2018,0,0,0,0,0,0,90
"310640",2019,0,0,0,0,0,0,93
"310640",2020,0,0,0,0,0,0,104
"310640",2021,0,0,0,0,0,0,96
"310640",2022,0,0,0,0,0,0,96
"310650",2012,0,0,0,0,0,0,102
"310650",2013,0,0,0,0,0,0,96
"310650",2014,0,0,0,0,0,0,117
"310650",2015,0,0,0,0,0,0,89
"310650",2016,0,0,0,0,0,0,85
"310650",2017,0,0,0,0,0,0,84
"310650",2018,0,0,0,0,0,0,88
"310650",2019,0,0,0,0,0,0,99
"310650",2020,0,0,0,0,0,0,75
"310650",2021,0,0,0,0,0,0,79
"310650",2022,0,0,0,0,0,0,60
"310660",2012,0,0,0,0,0,0,98
"310660",2014,0,0,0,0,0,0,96
"310660",2015,0,0,0,0,0,0,93
"310660",2016,0,0,0,0,0,0,73
"310660",2017,0,0,0,0,0,0,83
"310660",2018,0,0,0,0,0,0,93
"310660",2019,0,0,0,0,0,0,76
"310660",2020,0,0,0,0,0,0,74
"310660",2021,0,0,0,0,0,0,86
"310660",2022,0,0,0,0,0,0,85
"310665",2012,0,0,0,0,0,0,55
"310665",2013,0,0,0,0,0,0,59
"310665",2014,0,0,0,0,0,0,44
"310665",2015,0,0,0,0,0,0,62
"310665",2016,0,0,0,0,0,0,44
"310665",2017,0,0,0,0,0,0,56
"310665",2018,0,0,0,0,0,0,54
"310665",2019,0,0,0,0,0,0,64
"310665",2020,0,0,0,0,0,0,56
"310665",2021,0,0,0,0,0,0,57
"310665",2022,0,0,0,0,0,0,49
"310680",2012,0,0,0,0,0,0,37
"310680",2013,0,0,0,0,0,0,32
"310680",2014,0,0,0,0,0,0,27
"310680",2015,0,0,0,0,0,0,24
"310680",2016,0,0,0,0,0,0,24
"310680",2017,0,0,0,0,0,0,26
"310680",2018,0,0,0,0,0,0,23
"310680",2019,0,0,0,0,0,0,22
"310680",2020,0,0,0,0,0,0,38
"310680",2021,0,0,0,0,0,0,19
"310680",2022,0,0,0,0,0,0,28
"310690",2012,0,0,0,0,0,0,153
"310690",2013,0,0,0,0,0,0,181
"310690",2014,0,0,0,0,0,0,138
"310690",2015,0,0,0,0,0,0,171
"310690",2017,0,0,0,0,0,0,147
"310690",2018,0,0,0,0,0,0,153
"310690",2019,0,0,0,0,0,0,143
"310690",2020,0,0,0,0,0,0,143
"310690",2022,0,0,0,0,0,0,133
"310700",2012,0,0,0,0,0,0,28
"310700",2013,0,0,0,0,0,0,25
"310700",2014,0,0,0,0,0,0,28
"310700",2015,0,0,0,0,0,0,24
"310700",2016,0,0,0,0,0,0,23
"310700",2017,0,0,0,0,0,0,18
"310700",2018,0,0,0,0,0,0,16
"310700",2019,0,0,0,0,0,0,13
"310700",2020,0,0,0,0,0,0,20
"310700",2021,0,0,0,0,0,0,21
"310700",2022,0,0,0,0,0,0,16
"310710",2012,0,0,0,0,0,0,508
"310710",2013,0,0,0,0,0,0,515
"310710",2016,0,0,0,0,0,0,567
"310710",2017,0,0,0,0,0,0,534
"310710",2021,0,0,0,0,0,0,468
"310710",2022,0,0,0,0,0,0,489
"310720",2012,0,0,0,0,0,0,40
"310720",2013,0,0,0,0,0,0,25
"310720",2014,0,0,0,0,0,0,44
"310720",2015,0,0,0,0,0,0,43
"310720",2016,0,0,0,0,0,0,34
"310720",2017,0,0,0,0,0,0,39
"310720",2018,0,0,0,0,0,0,43
"310720",2019,0,0,0,0,0,0,30
"310720",2020,0,0,0,0,0,0,35
"310720",2021,0,0,0,0,0,0,25
"310720",2022,0,0,0,0,0,0,15
"310730",2012,0,0,0,0,0,0,711
"310730",2016,0,0,0,0,0,0,660
"310730",2017,0,0,0,0,0,0,650
"310730",2018,0,0,0,0,0,0,653
"310730",2019,0,0,0,0,0,0,666
"310730",2021,0,0,0,0,0,0,634
"310730",2022,0,0,0,0,0,0,621
"310740",2012,0,0,0,0,0,0,596
"310740",2013,0,0,0,0,0,0,567
"310740",2014,0,0,0,0,0,0,612
"310740",2015,0,0,0,0,0,0,661
"310740",2017,0,0,0,0,0,0,670
"310740",2019,0,0,0,0,0,0,641
"310740",2020,0,0,0,0,0,0,700
"310740",2021,0,0,0,0,0,0,651
"310740",2022,0,0,0,0,0,0,626
"310750",2012,0,0,0,0,0,0,75
"310750",2013,0,0,0,0,0,0,69
"310750",2014,0,0,0,0,0,0,71
"310750",2015,0,0,0,0,0,0,79
"310750",2016,0,0,0,0,0,0,82
"310750",2017,0,0,0,0,0,0,69
"310750",2018,0,0,0,0,0,0,61
"310750",2019,0,0,0,0,0,0,48
"310750",2020,0,0,0,0,0,0,57
"310750",2021,0,0,0,0,0,0,54
"310750",2022,0,0,0,0,0,0,62
"310760",2012,0,0,0,0,0,0,63
"310760",2013,0,0,0,0,0,0,36
"310760",2014,0,0,0,0,0,0,45
"310760",2015,0,0,0,0,0,0,43
"310760",2016,0,0,0,0,0,0,25
"310760",2017,0,0,0,0,0,0,37
"310760",2018,0,0,0,0,0,0,53
"310760",2019,0,0,0,0,0,0,50
"310760",2020,0,0,0,0,0,0,40
"310760",2021,0,0,0,0,0,0,50
"310760",2022,0,0,0,0,0,0,59
"310770",2012,0,0,0,0,0,0,67
"310770",2013,0,0,0,0,0,0,56
"310770",2014,0,0,0,0,0,0,90
"310770",2015,0,0,0,0,0,0,65
"310770",2017,0,0,0,0,0,0,74
"310770",2018,0,0,0,0,0,0,85
"310770",2019,0,0,0,0,0,0,74
"310770",2020,0,0,0,0,0,0,69
"310770",2021,0,0,0,0,0,0,72
"310770",2022,0,0,0,0,0,0,58
"310780",2013,0,0,0,0,0,0,170
"310780",2015,0,0,0,0,0,0,189
"310780",2016,0,0,0,0,0,0,162
"310780",2017,0,0,0,0,0,0,155
"310780",2018,0,0,0,0,0,0,171
"310780",2019,0,0,0,0,0,0,153
"310780",2020,0,0,0,0,0,0,162
"310790",2012,0,0,0,0,0,0,116
"310790",2013,0,0,0,0,0,0,124
"310790",2014,0,0,0,0,0,0,108
"310790",2015,0,0,0,0,0,0,136
"310790",2016,0,0,0,0,0,0,141
"310790",2017,0,0,0,0,0,0,145
"310790",2018,0,0,0,0,0,0,159
"310790",2019,0,0,0,0,0,0,149
"310790",2020,0,0,0,0,0,0,139
"310790",2021,0,0,0,0,0,0,161
"310790",2022,0,0,0,0,0,0,156
"310800",2012,0,0,0,0,0,0,199
"310800",2013,0,0,0,0,0,0,171
"310800",2014,0,0,0,0,0,0,185
"310800",2015,0,0,0,0,0,0,193
"310800",2016,0,0,0,0,0,0,157
"310800",2018,0,0,0,0,0,0,182
"310800",2021,0,0,0,0,0,0,146
"310800",2022,0,0,0,0,0,0,143
"310810",2012,0,0,0,0,0,0,41
"310810",2013,0,0,0,0,0,0,45
"310810",2014,0,0,0,0,0,0,63
"310810",2015,0,0,0,0,0,0,48
"310810",2016,0,0,0,0,0,0,54
"310810",2017,0,0,0,0,0,0,51
"310810",2018,0,0,0,0,0,0,56
"310810",2020,0,0,0,0,0,0,39
"310810",2021,0,0,0,0,0,0,41
"310810",2022,0,0,0,0,0,0,46
"310820",2012,0,0,0,0,0,0,57
"310820",2013,0,0,0,0,0,0,55
"310820",2014,0,0,0,0,0,0,57
"310820",2015,0,0,0,0,0,0,69
"310820",2016,0,0,0,0,0,0,54
"310820",2017,0,0,0,0,0,0,62
"310820",2018,0,0,0,0,0,0,64
"310820",2019,0,0,0,0,0,0,75
"310820",2020,0,0,0,0,0,0,60
"310820",2021,0,0,0,0,0,0,46
"310820",2022,0,0,0,0,0,0,40
"310825",2012,0,0,0,0,0,0,102
"310825",2013,0,0,0,0,0,0,114
"310825",2014,0,0,0,0,0,0,118
"310825",2015,0,0,0,0,0,0,147
"310825",2016,0,0,0,0,0,0,136
"310825",2017,0,0,0,0,0,0,134
"310825",2020,0,0,0,0,0,0,116
"310825",2021,0,0,0,0,0,0,134
"310825",2022,0,0,0,0,0,0,150
"310830",2012,0,0,0,0,0,0,203
"310830",2013,0,0,0,0,0,0,157
"310830",2014,0,0,0,0,0,0,165
"310830",2015,0,0,0,0,0,0,169
"310830",2016,0,0,0,0,0,0,156
"310830",2017,0,0,0,0,0,0,187
"310830",2018,0,0,0,0,0,0,165
"310830",2019,0,0,0,0,0,0,148
"310830",2020,0,0,0,0,0,0,147
"310830",2021,0,0,0,0,0,0,150
"310830",2022,0,0,0,0,0,0,144
"310840",2012,0,0,0,0,0,0,127
"310840",2013,0,0,0,0,0,0,140
"310840",2014,0,0,0,0,0,0,128
"310840",2015,0,0,0,0,0,0,153
"310840",2016,0,0,0,0,0,0,123
"310840",2017,0,0,0,0,0,0,148
"310840",2018,0,0,0,0,0,0,131
"310840",2019,0,0,0,0,0,0,138
"310840",2020,0,0,0,0,0,0,136
"310840",2022,0,0,0,0,0,0,141
"310850",2012,0,0,0,0,0,0,76
"310850",2013,0,0,0,0,0,0,78
"310850",2014,0,0,0,0,0,0,67
"310850",2015,0,0,0,0,0,0,54
"310850",2016,0,0,0,0,0,0,50
"310850",2017,0,0,0,0,0,0,56
"310850",2018,0,0,0,0,0,0,76
"310850",2019,0,0,0,0,0,0,61
"310850",2020,0,0,0,0,0,0,62
"310850",2021,0,0,0,0,0,0,61
"310850",2022,0,0,0,0,0,0,54
"310855",2012,0,0,0,0,0,0,224
"310855",2014,0,0,0,0,0,0,235
"310855",2015,0,0,0,0,0,0,256
"310855",2016,0,0,0,0,0,0,240
"310855",2018,0,0,0,0,0,0,237
"310855",2022,0,0,0,0,0,0,230
"310860",2012,0,0,0,0,0,0,462
"310860",2013,0,0,0,0,0,0,439
"310860",2014,0,0,0,0,0,0,488
"310860",2016,0,0,0,0,0,0,445
"310860",2017,0,0,0,0,0,0,451
"310860",2018,0,0,0,0,0,0,508
"310860",2019,0,0,0,0,0,0,483
"310860",2020,0,0,0,0,0,0,500
"310860",2021,0,0,0,0,0,0,494
"310860",2022,0,0,0,0,0,0,467
"310870",2012,0,0,0,0,0,0,44
"310870",2013,0,0,0,0,0,0,31
"310870",2014,0,0,0,0,0,0,46
"310870",2015,0,0,0,0,0,0,46
"310870",2016,0,0,0,0,0,0,49
"310870",2017,0,0,0,0,0,0,34
"310870",2018,0,0,0,0,0,0,45
"310870",2019,0,0,0,0,0,0,43
"310870",2020,0,0,0,0,0,0,31
"310870",2021,0,0,0,0,0,0,36
"310870",2022,0,0,0,0,0,0,46
"310880",2012,0,0,0,0,0,0,52
"310880",2013,0,0,0,0,0,0,71
"310880",2014,0,0,0,0,0,0,42
"310880",2015,0,0,0,0,0,0,37
"310880",2016,0,0,0,0,0,0,47
"310880",2017,0,0,0,0,0,0,37
"310880",2018,0,0,0,0,0,0,57
"310880",2019,0,0,0,0,0,0,59
"310880",2020,0,0,0,0,0,0,54
"310880",2021,0,0,0,0,0,0,58
"310880",2022,0,0,0,0,0,0,37
"310890",2012,0,0,0,0,0,0,143
"310890",2013,0,0,0,0,0,0,169
"310890",2014,0,0,0,0,0,0,158
"310890",2015,0,0,0,0,0,0,162
"310890",2016,0,0,0,0,0,0,159
"310890",2017,0,0,0,0,0,0,168
"310890",2018,0,0,0,0,0,0,150
"310890",2019,0,0,0,0,0,0,150
"310890",2020,0,0,0,0,0,0,152
"310890",2021,0,0,0,0,0,0,144
"310890",2022,0,0,0,0,0,0,141
"310900",2012,0,0,0,0,0,0,446
"310900",2013,0,0,0,0,0,0,435
"310900",2014,0,0,0,0,0,0,485
"310900",2015,0,0,0,0,0,0,508
"310900",2016,0,0,0,0,0,0,438
"310900",2017,0,0,0,0,0,0,438
"310900",2018,0,0,0,0,0,0,402
"310900",2019,0,0,0,0,0,0,465
"310900",2020,0,0,0,0,0,0,439
"310900",2022,0,0,0,0,0,0,477
"310910",2012,0,0,0,0,0,0,77
"310910",2013,0,0,0,0,0,0,95
"310910",2014,0,0,0,0,0,0,68
"310910",2015,0,0,0,0,0,0,83
"310910",2016,0,0,0,0,0,0,87
"310910",2017,0,0,0,0,0,0,91
"310910",2018,0,0,0,0,0,0,93
"310910",2019,0,0,0,0,0,0,91
"310910",2021,0,0,0,0,0,0,88
"310910",2022,0,0,0,0,0,0,96
"310920",2012,0,0,0,0,0,0,119
"310920",2015,0,0,0,0,0,0,121
"310920",2016,0,0,0,0,0,0,100
"310920",2017,0,0,0,0,0,0,113
"310920",2018,0,0,0,0,0,0,98
"310920",2019,0,0,0,0,0,0,109
"310920",2020,0,0,0,0,0,0,106
"310920",2021,0,0,0,0,0,0,95
"310920",2022,0,0,0,0,0,0,93
"310925",2012,0,0,0,0,0,0,54
"310925",2013,0,0,0,0,0,0,52
"310925",2014,0,0,0,0,0,0,48
"310925",2015,0,0,0,0,0,0,56
"310925",2016,0,0,0,0,0,0,51
"310925",2017,0,0,0,0,0,0,47
"310925",2018,0,0,0,0,0,0,60
"310925",2019,0,0,0,0,0,0,57
"310925",2020,0,0,0,0,0,0,27
"310925",2021,0,0,0,0,0,0,37
"310925",2022,0,0,0,0,0,0,40
"310930",2012,0,0,0,0,0,0,317
"310930",2013,0,0,0,0,0,0,329
"310930",2014,0,0,0,0,0,0,362
"310930",2015,0,0,0,0,0,0,351
"310930",2016,0,0,0,0,0,0,309
"310930",2017,0,0,0,0,0,0,375
"310930",2018,0,0,0,0,0,0,368
"310930",2019,0,0,0,0,0,0,340
"310930",2020,0,0,0,0,0,0,376
"310930",2022,0,0,0,0,0,0,328
"310940",2012,0,0,0,0,0,0,338
"310940",2014,0,0,0,0,0,0,373
"310940",2016,0,0,0,0,0,0,312
"310940",2017,0,0,0,0,0,0,371
"310940",2018,0,0,0,0,0,0,348
"310940",2019,0,0,0,0,0,0,348
"310940",2020,0,0,0,0,0,0,314
"310940",2021,0,0,0,0,0,0,311
"310940",2022,0,0,0,0,0,0,348
"310945",2012,0,0,0,0,0,0,64
"310945",2013,0,0,0,0,0,0,83
"310945",2014,0,0,0,0,0,0,61
"310945",2015,0,0,0,0,0,0,58
"310945",2016,0,0,0,0,0,0,54
"310945",2017,0,0,0,0,0,0,74
"310945",2018,0,0,0,0,0,0,80
"310945",2019,0,0,0,0,0,0,94
"310945",2020,0,0,0,0,0,0,66
"310945",2021,0,0,0,0,0,0,57
"310945",2022,0,0,0,0,0,0,68
"310950",2012,0,0,0,0,0,0,153
"310950",2013,0,0,0,0,0,0,160
"310950",2014,0,0,0,0,0,0,126
"310950",2015,0,0,0,0,0,0,137
"310950",2016,0,0,0,0,0,0,137
"310950",2017,0,0,0,0,0,0,164
"310950",2018,0,0,0,0,0,0,143
"310950",2019,0,0,0,0,0,0,122
"310950",2020,0,0,0,0,0,0,130
"310950",2021,0,0,0,0,0,0,112
"310950",2022,0,0,0,0,0,0,114
"310960",2012,0,0,0,0,0,0,31
"310960",2013,0,0,0,0,0,0,46
"310960",2014,0,0,0,0,0,0,46
"310960",2015,0,0,0,0,0,0,27
"310960",2018,0,0,0,0,0,0,44
"310960",2019,0,0,0,0,0,0,40
"310960",2020,0,0,0,0,0,0,28
"310960",2021,0,0,0,0,0,0,32
"310960",2022,0,0,0,0,0,0,31
"310970",2012,0,0,0,0,0,0,113
"310970",2013,0,0,0,0,0,0,116
"310970",2014,0,0,0,0,0,0,117
"310970",2015,0,0,0,0,0,0,113
"310970",2016,0,0,0,0,0,0,123
"310970",2017,0,0,0,0,0,0,114
"310970",2018,0,0,0,0,0,0,121
"310970",2019,0,0,0,0,0,0,129
"310970",2020,0,0,0,0,0,0,132
"310970",2021,0,0,0,0,0,0,117
"310970",2022,0,0,0,0,0,0,106
"310980",2012,0,0,0,0,0,0,32
"310980",2013,0,0,0,0,0,0,32
"310980",2014,0,0,0,0,0,0,26
"310980",2015,0,0,0,0,0,0,29
"310980",2016,0,0,0,0,0,0,24
"310980",2017,0,0,0,0,0,0,24
"310980",2018,0,0,0,0,0,0,25
"310980",2019,0,0,0,0,0,0,13
"310980",2020,0,0,0,0,0,0,11
"310980",2021,0,0,0,0,0,0,14
"310980",2022,0,0,0,0,0,0,25
"310990",2012,0,0,0,0,0,0,108
"310990",2013,0,0,0,0,0,0,95
"310990",2014,0,0,0,0,0,0,129
"310990",2015,0,0,0,0,0,0,129
"310990",2016,0,0,0,0,0,0,106
"310990",2017,0,0,0,0,0,0,119
"310990",2018,0,0,0,0,0,0,135
"310990",2019,0,0,0,0,0,0,128
"310990",2020,0,0,0,0,0,0,124
"310990",2021,0,0,0,0,0,0,111
"310990",2022,0,0,0,0,0,0,110
"311000",2013,0,0,0,0,0,0,529
"311000",2015,0,0,0,0,0,0,502
"311000",2017,0,0,0,0,0,0,497
"311000",2019,0,0,0,0,0,0,493
"311000",2020,0,0,0,0,0,0,457
"311000",2021,0,0,0,0,0,0,405
"311000",2022,0,0,0,0,0,0,427
"311010",2012,0,0,0,0,0,0,63
"311010",2013,0,0,0,0,0,0,49
"311010",2014,0,0,0,0,0,0,71
"311010",2015,0,0,0,0,0,0,68
"311010",2016,0,0,0,0,0,0,59
"311010",2017,0,0,0,0,0,0,63
"311010",2018,0,0,0,0,0,0,68
"311010",2019,0,0,0,0,0,0,72
"311010",2020,0,0,0,0,0,0,61
"311010",2021,0,0,0,0,0,0,53
"311010",2022,0,0,0,0,0,0,64
"311020",2012,0,0,0,0,0,0,39
"311020",2013,0,0,0,0,0,0,44
"311020",2014,0,0,0,0,0,0,36
"311020",2015,0,0,0,0,0,0,48
"311020",2016,0,0,0,0,0,0,41
"311020",2017,0,0,0,0,0,0,35
"311020",2018,0,0,0,0,0,0,39
"311020",2020,0,0,0,0,0,0,59
"311020",2021,0,0,0,0,0,0,49
"311020",2022,0,0,0,0,0,0,46
"311030",2012,0,0,0,0,0,0,125
"311030",2013,0,0,0,0,0,0,103
"311030",2014,0,0,0,0,0,0,115
"311030",2015,0,0,0,0,0,0,124
"311030",2016,0,0,0,0,0,0,121
"311030",2017,0,0,0,0,0,0,112
"311030",2018,0,0,0,0,0,0,119
"311030",2019,0,0,0,0,0,0,125
"311030",2021,0,0,0,0,0,0,89
"311030",2022,0,0,0,0,0,0,117
"311040",2012,0,0,0,0,0,0,28
"311040",2013,0,0,0,0,0,0,30
"311040",2014,0,0,0,0,0,0,34
"311040",2015,0,0,0,0,0,0,30
"311040",2016,0,0,0,0,0,0,29
"311040",2017,0,0,0,0,0,0,25
"311040",2018,0,0,0,0,0,0,26
"311040",2019,0,0,0,0,0,0,32
"311040",2020,0,0,0,0,0,0,28
"311040",2021,0,0,0,0,0,0,41
"311040",2022,0,0,0,0,0,0,31
"311050",2012,0,0,0,0,0,0,260
"311050",2013,0,0,0,0,0,0,251
"311050",2014,0,0,0,0,0,0,266
"311050",2015,0,0,0,0,0,0,281
"311050",2016,0,0,0,0,0,0,261
"311050",2017,0,0,0,0,0,0,280
"311050",2018,0,0,0,0,0,0,302
"311050",2019,0,0,0,0,0,0,278
"311050",2020,0,0,0,0,0,0,269
"311050",2021,0,0,0,0,0,0,265
"311050",2022,0,0,0,0,0,0,303
