"","codmunres","ano","Obito_MIF_investigado_com_Ficha_Sintese","Obito_MIF_investigado_sem_Ficha_Sintese","TOTAL_OBITOS_MULHER_IDADE_FERTIL"
"5847","172210",2021,9,0,9
"5848","172210",2022,7,0,7
"5849","172210",2023,3,0,3
"5850","172210",2024,4,0,4
"5851","210005",2012,18,0,30
"5852","210005",2013,30,0,44
"5853","210005",2014,28,0,34
"5854","210005",2015,13,0,20
"5855","210005",2016,36,0,36
"5856","210005",2017,43,0,43
"5857","210005",2018,30,0,30
"5858","210005",2019,24,0,27
"5859","210005",2020,41,0,46
"5860","210005",2021,61,0,66
"5861","210005",2022,38,1,49
"5862","210005",2023,41,0,41
"5863","210005",2024,27,0,33
"5864","210010",2012,1,0,3
"5865","210010",2013,1,0,1
"5866","210010",2014,4,0,4
"5867","210010",2015,3,0,3
"5868","210010",2016,2,0,3
"5869","210010",2017,5,0,5
"5870","210010",2018,3,0,3
"5871","210010",2019,1,0,1
"5872","210010",2020,1,0,2
"5873","210010",2021,2,0,2
"5874","210010",2022,1,0,1
"5875","210010",2023,1,0,1
"5876","210010",2024,1,0,1
"5877","210015",2012,0,0,2
"5878","210015",2013,0,1,2
"5879","210015",2014,0,0,1
"5880","210015",2015,4,0,5
"5881","210015",2016,4,0,4
"5882","210015",2017,4,0,4
"5883","210015",2018,2,0,3
"5884","210015",2019,0,0,1
"5885","210015",2020,0,0,0
"5886","210015",2021,0,1,5
"5887","210015",2022,0,0,3
"5888","210015",2023,0,0,1
"5889","210015",2024,0,0,3
"5890","210020",2012,0,1,4
"5891","210020",2013,5,0,6
"5892","210020",2014,1,1,5
"5893","210020",2015,0,2,10
"5894","210020",2016,0,2,7
"5895","210020",2017,6,0,6
"5896","210020",2018,3,0,3
"5897","210020",2019,2,0,3
"5898","210020",2020,2,0,6
"5899","210020",2021,3,0,6
"5900","210020",2022,4,0,7
"5901","210020",2023,6,0,8
"5902","210020",2024,1,0,4
"5903","210030",2012,8,0,8
"5904","210030",2013,5,0,5
"5905","210030",2014,2,0,3
"5906","210030",2015,7,0,14
"5907","210030",2016,2,4,13
"5908","210030",2017,10,0,10
"5909","210030",2018,5,0,5
"5910","210030",2019,6,0,6
"5911","210030",2020,6,0,6
"5912","210030",2021,7,0,8
"5913","210030",2022,7,0,7
"5914","210030",2023,0,5,6
"5915","210030",2024,7,3,10
"5916","210040",2012,0,0,1
"5917","210040",2013,1,0,2
"5918","210040",2014,1,0,2
"5919","210040",2015,0,0,2
"5920","210040",2016,0,0,1
"5921","210040",2017,3,0,3
"5922","210040",2018,2,0,2
"5923","210040",2019,2,0,2
"5924","210040",2020,1,0,1
"5925","210040",2021,3,0,3
"5926","210040",2022,1,0,3
"5927","210040",2023,0,0,0
"5928","210040",2024,0,0,1
"5929","210043",2012,0,0,8
"5930","210043",2013,0,2,18
"5931","210043",2014,8,0,9
"5932","210043",2015,7,0,7
"5933","210043",2016,0,1,8
"5934","210043",2017,9,1,10
"5935","210043",2018,0,0,7
"5936","210043",2019,3,0,10
"5937","210043",2020,2,0,11
"5938","210043",2021,12,0,12
"5939","210043",2022,6,0,6
"5940","210043",2023,7,0,7
"5941","210043",2024,12,0,12
"5942","210047",2012,2,0,9
"5943","210047",2013,2,0,6
"5944","210047",2014,3,1,7
"5945","210047",2015,1,0,8
"5946","210047",2016,0,1,13
"5947","210047",2017,7,0,7
"5948","210047",2018,7,0,7
"5949","210047",2019,3,0,3
"5950","210047",2020,7,0,7
"5951","210047",2021,7,0,7
"5952","210047",2022,4,0,4
"5953","210047",2023,7,0,8
"5954","210047",2024,6,0,6
"5955","210050",2012,0,0,3
"5956","210050",2013,0,0,4
"5957","210050",2014,0,0,0
"5958","210050",2015,1,0,5
"5959","210050",2016,0,0,1
"5960","210050",2017,3,0,3
"5961","210050",2018,2,0,2
"5962","210050",2019,4,0,4
"5963","210050",2020,2,0,2
"5964","210050",2021,3,0,4
"5965","210050",2022,6,0,7
"5966","210050",2023,0,0,1
"5967","210050",2024,0,0,2
"5968","210055",2012,0,0,2
"5969","210055",2013,0,0,0
"5970","210055",2014,0,0,0
"5971","210055",2015,0,1,4
"5972","210055",2016,0,0,3
"5973","210055",2017,0,1,1
"5974","210055",2018,0,0,0
"5975","210055",2019,0,0,4
"5976","210055",2020,0,0,3
"5977","210055",2021,0,0,1
"5978","210055",2022,0,0,1
"5979","210055",2023,0,0,1
"5980","210055",2024,0,0,2
"5981","210060",2012,11,0,13
"5982","210060",2013,12,0,13
"5983","210060",2014,14,0,14
"5984","210060",2015,13,0,13
"5985","210060",2016,17,0,17
"5986","210060",2017,17,0,17
"5987","210060",2018,12,0,12
"5988","210060",2019,6,0,7
"5989","210060",2020,21,0,21
"5990","210060",2021,20,0,20
"5991","210060",2022,10,0,10
"5992","210060",2023,13,0,13
"5993","210060",2024,17,0,17
"5994","210070",2012,0,0,3
"5995","210070",2013,0,0,9
"5996","210070",2014,1,0,3
"5997","210070",2015,7,0,7
"5998","210070",2016,6,0,9
"5999","210070",2017,6,0,6
"6000","210070",2018,4,0,5
"6001","210070",2019,4,0,4
"6002","210070",2020,7,0,7
"6003","210070",2021,6,0,6
"6004","210070",2022,7,0,7
"6005","210070",2023,6,0,8
"6006","210070",2024,5,0,7
"6007","210080",2012,2,0,2
"6008","210080",2013,1,1,4
"6009","210080",2014,0,1,4
"6010","210080",2015,0,1,2
"6011","210080",2016,6,0,7
"6012","210080",2017,5,0,5
"6013","210080",2018,0,0,0
"6014","210080",2019,4,0,4
"6015","210080",2020,0,0,0
"6016","210080",2021,8,0,8
"6017","210080",2022,4,0,4
"6018","210080",2023,0,0,4
"6019","210080",2024,0,1,7
"6020","210083",2012,0,0,4
"6021","210083",2013,1,0,2
"6022","210083",2014,0,2,4
"6023","210083",2015,3,0,5
"6024","210083",2016,6,0,6
"6025","210083",2017,6,0,6
"6026","210083",2018,2,0,4
"6027","210083",2019,1,0,3
"6028","210083",2020,6,0,6
"6029","210083",2021,4,0,4
"6030","210083",2022,4,0,4
"6031","210083",2023,7,0,7
"6032","210083",2024,5,0,5
"6033","210087",2012,0,0,0
"6034","210087",2013,1,0,3
"6035","210087",2014,0,0,5
"6036","210087",2015,1,1,2
"6037","210087",2016,0,0,2
"6038","210087",2017,3,1,4
"6039","210087",2018,1,0,1
"6040","210087",2019,1,0,1
"6041","210087",2020,1,0,3
"6042","210087",2021,1,0,1
"6043","210087",2022,1,0,4
"6044","210087",2023,0,0,0
"6045","210087",2024,0,0,0
"6046","210090",2012,0,1,16
"6047","210090",2013,9,0,9
"6048","210090",2014,7,0,7
"6049","210090",2015,9,0,9
"6050","210090",2016,11,0,11
"6051","210090",2017,6,0,6
"6052","210090",2018,6,0,6
"6053","210090",2019,7,0,8
"6054","210090",2020,6,4,13
"6055","210090",2021,3,4,9
"6056","210090",2022,0,1,13
"6057","210090",2023,0,4,10
"6058","210090",2024,0,3,6
"6059","210095",2012,0,4,11
"6060","210095",2013,0,0,8
"6061","210095",2014,4,0,9
"6062","210095",2015,4,0,8
"6063","210095",2016,1,0,8
"6064","210095",2017,10,0,10
"6065","210095",2018,9,0,9
"6066","210095",2019,15,0,16
"6067","210095",2020,8,0,9
"6068","210095",2021,9,0,13
"6069","210095",2022,12,0,12
"6070","210095",2023,8,0,13
"6071","210095",2024,5,0,5
"6072","210100",2012,0,1,7
"6073","210100",2013,0,0,10
"6074","210100",2014,0,0,11
"6075","210100",2015,2,1,14
"6076","210100",2016,5,0,8
"6077","210100",2017,10,0,10
"6078","210100",2018,5,0,5
"6079","210100",2019,9,0,9
"6080","210100",2020,11,0,11
"6081","210100",2021,8,0,9
"6082","210100",2022,11,0,12
"6083","210100",2023,8,0,8
"6084","210100",2024,15,0,15
"6085","210110",2012,0,1,1
"6086","210110",2013,1,0,3
"6087","210110",2014,3,0,3
"6088","210110",2015,0,0,0
"6089","210110",2016,1,0,1
"6090","210110",2017,1,0,1
"6091","210110",2018,4,0,4
"6092","210110",2019,1,0,1
"6093","210110",2020,3,0,3
"6094","210110",2021,4,0,4
"6095","210110",2022,4,0,4
"6096","210110",2023,2,0,2
"6097","210110",2024,4,0,4
"6098","210120",2012,35,4,43
"6099","210120",2013,36,1,37
"6100","210120",2014,36,1,38
"6101","210120",2015,27,2,36
"6102","210120",2016,2,6,36
"6103","210120",2017,32,0,32
"6104","210120",2018,39,0,39
"6105","210120",2019,31,0,31
"6106","210120",2020,52,1,53
"6107","210120",2021,57,0,57
"6108","210120",2022,35,0,35
"6109","210120",2023,41,0,41
"6110","210120",2024,33,0,33
"6111","210125",2012,0,0,2
"6112","210125",2013,1,0,1
"6113","210125",2014,1,1,5
"6114","210125",2015,7,0,8
"6115","210125",2016,3,0,4
"6116","210125",2017,10,0,10
"6117","210125",2018,3,0,3
"6118","210125",2019,2,0,2
"6119","210125",2020,7,1,12
"6120","210125",2021,9,0,9
"6121","210125",2022,2,0,3
"6122","210125",2023,0,0,6
"6123","210125",2024,4,0,4
"6124","210130",2012,0,1,5
"6125","210130",2013,0,2,6
"6126","210130",2014,0,9,13
"6127","210130",2015,0,1,2
"6128","210130",2016,4,0,4
"6129","210130",2017,6,0,6
"6130","210130",2018,4,0,5
"6131","210130",2019,3,0,3
"6132","210130",2020,3,0,3
"6133","210130",2021,7,0,7
"6134","210130",2022,9,0,9
"6135","210130",2023,6,0,6
"6136","210130",2024,2,0,2
"6137","210135",2012,0,0,0
"6138","210135",2013,0,0,3
"6139","210135",2014,0,0,1
"6140","210135",2015,0,0,1
"6141","210135",2016,1,0,1
"6142","210135",2017,4,0,4
"6143","210135",2018,0,0,0
"6144","210135",2019,0,0,0
"6145","210135",2020,0,0,0
"6146","210135",2021,0,0,0
"6147","210135",2022,1,0,1
"6148","210135",2023,2,0,2
"6149","210135",2024,2,0,2
"6150","210140",2012,22,0,24
"6151","210140",2013,26,1,36
"6152","210140",2014,23,0,29
"6153","210140",2015,28,0,29
"6154","210140",2016,33,0,41
"6155","210140",2017,35,0,35
"6156","210140",2018,39,0,39
"6157","210140",2019,49,0,49
"6158","210140",2020,47,0,47
"6159","210140",2021,56,0,56
"6160","210140",2022,35,0,35
"6161","210140",2023,47,0,47
"6162","210140",2024,52,0,52
"6163","210150",2012,0,0,7
"6164","210150",2013,0,0,4
"6165","210150",2014,0,0,4
"6166","210150",2015,0,0,3
"6167","210150",2016,0,0,5
"6168","210150",2017,5,0,6
"6169","210150",2018,1,0,4
"6170","210150",2019,0,0,8
"6171","210150",2020,0,0,7
"6172","210150",2021,0,0,5
"6173","210150",2022,0,0,7
"6174","210150",2023,0,0,3
"6175","210150",2024,1,0,9
"6176","210160",2012,19,0,21
"6177","210160",2013,29,1,32
"6178","210160",2014,25,2,29
"6179","210160",2015,21,5,28
"6180","210160",2016,29,1,33
"6181","210160",2017,31,0,31
"6182","210160",2018,25,0,25
"6183","210160",2019,25,0,25
"6184","210160",2020,36,0,44
"6185","210160",2021,28,0,29
"6186","210160",2022,22,0,22
"6187","210160",2023,33,0,34
"6188","210160",2024,2,1,26
"6189","210170",2012,5,4,11
"6190","210170",2013,14,0,15
"6191","210170",2014,13,0,13
"6192","210170",2015,18,0,18
"6193","210170",2016,14,0,14
"6194","210170",2017,15,0,15
"6195","210170",2018,12,0,13
"6196","210170",2019,20,0,20
"6197","210170",2020,15,0,15
"6198","210170",2021,16,0,16
"6199","210170",2022,22,0,23
"6200","210170",2023,24,0,26
"6201","210170",2024,25,0,25
"6202","210173",2012,0,0,0
"6203","210173",2013,0,0,2
"6204","210173",2014,1,0,1
"6205","210173",2015,3,0,3
"6206","210173",2016,0,0,0
"6207","210173",2017,4,0,4
"6208","210173",2018,5,0,5
"6209","210173",2019,3,0,3
"6210","210173",2020,1,0,1
"6211","210173",2021,3,0,3
"6212","210173",2022,2,0,2
"6213","210173",2023,2,0,2
"6214","210173",2024,3,0,3
"6215","210177",2012,3,0,4
"6216","210177",2013,5,0,5
"6217","210177",2014,5,1,6
"6218","210177",2015,3,0,3
"6219","210177",2016,6,0,6
"6220","210177",2017,0,0,0
"6221","210177",2018,3,0,3
"6222","210177",2019,4,0,4
"6223","210177",2020,4,0,4
"6224","210177",2021,2,0,2
"6225","210177",2022,5,1,6
"6226","210177",2023,2,0,3
"6227","210177",2024,1,0,2
"6228","210180",2012,0,0,1
"6229","210180",2013,0,0,1
"6230","210180",2014,1,0,2
"6231","210180",2015,0,0,0
"6232","210180",2016,0,0,1
"6233","210180",2017,0,0,0
"6234","210180",2018,0,0,4
"6235","210180",2019,0,0,0
"6236","210180",2020,0,0,0
"6237","210180",2021,0,0,0
"6238","210180",2022,0,0,2
"6239","210180",2023,0,0,1
"6240","210180",2024,0,0,3
"6241","210190",2012,0,2,5
"6242","210190",2013,1,0,2
"6243","210190",2014,2,0,3
"6244","210190",2015,0,0,1
"6245","210190",2016,0,0,3
"6246","210190",2017,8,0,8
"6247","210190",2018,5,0,5
"6248","210190",2019,6,0,6
"6249","210190",2020,9,0,9
"6250","210190",2021,10,0,10
"6251","210190",2022,6,0,6
"6252","210190",2023,7,0,7
"6253","210190",2024,3,0,3
"6254","210193",2012,1,0,3
"6255","210193",2013,0,0,1
"6256","210193",2014,0,0,1
"6257","210193",2015,0,0,1
"6258","210193",2016,0,0,2
"6259","210193",2017,1,0,1
"6260","210193",2018,3,0,3
"6261","210193",2019,1,0,2
"6262","210193",2020,0,0,0
"6263","210193",2021,0,0,1
"6264","210193",2022,1,0,3
"6265","210193",2023,0,0,1
"6266","210193",2024,0,0,5
"6267","210197",2012,0,0,5
"6268","210197",2013,0,0,0
"6269","210197",2014,1,0,2
"6270","210197",2015,0,0,1
"6271","210197",2016,0,0,3
"6272","210197",2017,1,0,1
"6273","210197",2018,3,0,3
"6274","210197",2019,0,0,0
"6275","210197",2020,0,0,2
"6276","210197",2021,1,0,1
"6277","210197",2022,0,1,5
"6278","210197",2023,2,0,5
"6279","210197",2024,0,0,2
"6280","210200",2012,12,0,12
"6281","210200",2013,10,2,15
"6282","210200",2014,9,0,10
"6283","210200",2015,9,0,9
"6284","210200",2016,14,0,14
"6285","210200",2017,10,0,10
"6286","210200",2018,17,0,17
"6287","210200",2019,14,0,14
"6288","210200",2020,10,0,10
"6289","210200",2021,10,0,10
"6290","210200",2022,14,0,14
"6291","210200",2023,12,0,12
"6292","210200",2024,10,0,10
"6293","210203",2012,10,0,11
"6294","210203",2013,4,0,4
"6295","210203",2014,12,0,12
"6296","210203",2015,9,0,12
"6297","210203",2016,10,0,11
"6298","210203",2017,9,0,9
"6299","210203",2018,8,0,8
"6300","210203",2019,4,0,5
"6301","210203",2020,13,0,13
"6302","210203",2021,9,0,9
"6303","210203",2022,9,0,10
"6304","210203",2023,15,0,15
"6305","210203",2024,19,0,20
"6306","210207",2012,1,0,6
"6307","210207",2013,0,0,2
"6308","210207",2014,0,0,4
"6309","210207",2015,0,0,2
"6310","210207",2016,3,0,6
"6311","210207",2017,4,0,4
"6312","210207",2018,2,2,4
"6313","210207",2019,2,0,2
"6314","210207",2020,1,0,4
"6315","210207",2021,2,1,5
"6316","210207",2022,3,0,3
"6317","210207",2023,0,0,3
"6318","210207",2024,3,0,5
"6319","210210",2012,6,0,7
"6320","210210",2013,5,0,7
"6321","210210",2014,8,0,9
"6322","210210",2015,2,0,4
"6323","210210",2016,8,0,9
"6324","210210",2017,11,0,11
"6325","210210",2018,7,0,8
"6326","210210",2019,4,0,11
"6327","210210",2020,13,0,13
"6328","210210",2021,5,0,17
"6329","210210",2022,0,0,3
"6330","210210",2023,0,0,7
"6331","210210",2024,0,1,7
"6332","210215",2012,0,0,7
"6333","210215",2013,0,0,0
"6334","210215",2014,0,0,3
"6335","210215",2015,0,1,2
"6336","210215",2016,2,0,2
"6337","210215",2017,3,0,3
"6338","210215",2018,1,0,2
"6339","210215",2019,3,0,4
"6340","210215",2020,1,0,1
"6341","210215",2021,6,0,6
"6342","210215",2022,3,0,3
"6343","210215",2023,2,0,4
"6344","210215",2024,0,0,0
"6345","210220",2012,2,0,7
"6346","210220",2013,1,1,6
"6347","210220",2014,0,0,6
"6348","210220",2015,1,1,4
"6349","210220",2016,3,0,4
"6350","210220",2017,12,0,12
"6351","210220",2018,5,0,5
"6352","210220",2019,9,0,9
"6353","210220",2020,3,0,5
"6354","210220",2021,0,0,4
"6355","210220",2022,5,1,6
"6356","210220",2023,4,0,9
"6357","210220",2024,6,0,6
"6358","210230",2012,1,2,6
"6359","210230",2013,0,0,7
"6360","210230",2014,0,0,11
"6361","210230",2015,5,0,5
"6362","210230",2016,6,5,11
"6363","210230",2017,1,3,4
"6364","210230",2018,0,4,5
"6365","210230",2019,2,0,7
"6366","210230",2020,1,0,9
"6367","210230",2021,0,0,8
"6368","210230",2022,0,0,5
"6369","210230",2023,0,1,13
"6370","210230",2024,0,0,9
"6371","210232",2012,1,0,18
"6372","210232",2013,23,0,25
"6373","210232",2014,14,0,20
"6374","210232",2015,17,0,18
"6375","210232",2016,24,0,24
"6376","210232",2017,21,0,21
"6377","210232",2018,25,0,26
"6378","210232",2019,14,0,18
"6379","210232",2020,22,0,27
"6380","210232",2021,34,0,35
"6381","210232",2022,18,0,19
"6382","210232",2023,21,0,23
"6383","210232",2024,12,0,23
"6384","210235",2012,3,0,3
"6385","210235",2013,4,0,5
"6386","210235",2014,3,0,3
"6387","210235",2015,2,0,4
"6388","210235",2016,3,0,3
"6389","210235",2017,2,0,6
"6390","210235",2018,8,0,8
"6391","210235",2019,2,0,2
"6392","210235",2020,2,0,2
"6393","210235",2021,1,1,4
"6394","210235",2022,0,0,5
"6395","210235",2023,0,0,3
"6396","210235",2024,3,0,8
"6397","210237",2012,0,0,4
"6398","210237",2013,0,1,4
"6399","210237",2014,0,2,3
"6400","210237",2015,1,0,1
"6401","210237",2016,0,0,3
"6402","210237",2017,3,0,3
"6403","210237",2018,4,0,4
"6404","210237",2019,0,0,0
"6405","210237",2020,3,0,3
"6406","210237",2021,2,0,2
"6407","210237",2022,4,0,4
"6408","210237",2023,0,0,0
"6409","210237",2024,2,1,3
"6410","210240",2012,0,0,3
"6411","210240",2013,0,0,1
"6412","210240",2014,0,1,2
"6413","210240",2015,0,0,3
"6414","210240",2016,0,0,0
"6415","210240",2017,1,0,1
"6416","210240",2018,3,0,4
"6417","210240",2019,1,0,2
"6418","210240",2020,0,0,4
"6419","210240",2021,2,0,3
"6420","210240",2022,0,0,6
"6421","210240",2023,0,0,3
"6422","210240",2024,0,0,7
"6423","210250",2012,0,0,2
"6424","210250",2013,0,0,6
"6425","210250",2014,1,2,13
"6426","210250",2015,0,1,2
"6427","210250",2016,5,0,6
"6428","210250",2017,7,0,7
"6429","210250",2018,3,0,4
"6430","210250",2019,2,0,3
"6431","210250",2020,0,0,3
"6432","210250",2021,5,0,6
"6433","210250",2022,7,0,7
"6434","210250",2023,4,0,4
"6435","210250",2024,1,0,1
"6436","210255",2012,2,0,3
"6437","210255",2013,4,0,5
"6438","210255",2014,5,0,5
"6439","210255",2015,4,0,4
"6440","210255",2016,3,0,3
"6441","210255",2017,6,0,6
"6442","210255",2018,10,0,10
"6443","210255",2019,6,0,6
"6444","210255",2020,7,0,8
"6445","210255",2021,9,0,9
"6446","210255",2022,7,0,7
"6447","210255",2023,3,0,3
"6448","210255",2024,5,0,5
"6449","210260",2012,10,0,10
"6450","210260",2013,1,0,1
"6451","210260",2014,5,0,5
"6452","210260",2015,6,0,6
"6453","210260",2016,7,0,7
"6454","210260",2017,5,0,5
"6455","210260",2018,6,0,6
"6456","210260",2019,4,0,4
"6457","210260",2020,4,0,4
"6458","210260",2021,4,0,4
"6459","210260",2022,5,0,5
"6460","210260",2023,6,0,7
"6461","210260",2024,5,0,5
"6462","210270",2012,6,0,7
"6463","210270",2013,2,0,3
"6464","210270",2014,0,1,11
"6465","210270",2015,7,0,7
"6466","210270",2016,9,0,9
"6467","210270",2017,6,0,6
"6468","210270",2018,4,0,4
"6469","210270",2019,4,0,4
"6470","210270",2020,10,0,10
"6471","210270",2021,8,0,8
"6472","210270",2022,4,0,6
"6473","210270",2023,7,0,7
"6474","210270",2024,6,0,6
"6475","210275",2012,5,0,5
"6476","210275",2013,6,0,6
"6477","210275",2014,4,0,5
"6478","210275",2015,1,0,1
"6479","210275",2016,2,0,2
"6480","210275",2017,4,0,4
"6481","210275",2018,3,0,3
"6482","210275",2019,5,0,5
"6483","210275",2020,3,0,3
"6484","210275",2021,3,0,4
"6485","210275",2022,0,0,4
"6486","210275",2023,2,1,4
"6487","210275",2024,0,0,3
"6488","210280",2012,1,0,7
"6489","210280",2013,3,0,3
"6490","210280",2014,7,0,9
"6491","210280",2015,2,3,12
"6492","210280",2016,8,0,9
"6493","210280",2017,3,1,6
"6494","210280",2018,9,0,10
"6495","210280",2019,7,0,10
"6496","210280",2020,13,0,13
"6497","210280",2021,12,0,12
"6498","210280",2022,8,0,8
"6499","210280",2023,8,0,9
"6500","210280",2024,7,0,7
"6501","210290",2012,0,5,9
"6502","210290",2013,0,0,10
"6503","210290",2014,0,0,2
"6504","210290",2015,1,0,6
"6505","210290",2016,9,0,11
"6506","210290",2017,9,0,9
"6507","210290",2018,6,0,6
"6508","210290",2019,10,0,10
"6509","210290",2020,4,0,6
"6510","210290",2021,1,0,11
"6511","210290",2022,0,1,11
"6512","210290",2023,0,2,7
"6513","210290",2024,0,0,6
"6514","210300",2012,54,0,54
"6515","210300",2013,48,2,52
"6516","210300",2014,58,0,58
"6517","210300",2015,47,0,47
"6518","210300",2016,57,0,57
"6519","210300",2017,53,0,53
"6520","210300",2018,52,0,52
"6521","210300",2019,34,0,34
"6522","210300",2020,61,0,61
"6523","210300",2021,70,0,70
"6524","210300",2022,63,0,63
"6525","210300",2023,67,0,67
"6526","210300",2024,56,0,56
"6527","210310",2012,0,1,3
"6528","210310",2013,0,0,0
"6529","210310",2014,0,0,0
"6530","210310",2015,1,0,1
"6531","210310",2016,2,0,3
"6532","210310",2017,3,0,3
"6533","210310",2018,2,0,2
"6534","210310",2019,0,0,1
"6535","210310",2020,0,0,3
"6536","210310",2021,0,0,4
"6537","210310",2022,0,0,2
"6538","210310",2023,0,0,3
"6539","210310",2024,0,0,2
"6540","210312",2012,0,0,0
"6541","210312",2013,0,0,2
"6542","210312",2014,0,0,0
"6543","210312",2015,0,0,1
"6544","210312",2016,2,0,5
"6545","210312",2017,2,0,3
"6546","210312",2018,0,0,0
"6547","210312",2019,3,0,3
"6548","210312",2020,0,0,1
"6549","210312",2021,1,0,3
"6550","210312",2022,0,0,7
"6551","210312",2023,0,0,2
"6552","210312",2024,0,0,3
"6553","210315",2012,1,0,4
"6554","210315",2013,0,0,1
"6555","210315",2014,0,0,3
"6556","210315",2015,1,0,2
"6557","210315",2016,0,0,0
"6558","210315",2017,0,0,0
"6559","210315",2018,0,0,1
"6560","210315",2019,0,0,4
"6561","210315",2020,1,0,1
"6562","210315",2021,2,0,4
"6563","210315",2022,0,0,4
"6564","210315",2023,1,0,6
"6565","210315",2024,0,0,2
"6566","210317",2012,3,0,3
"6567","210317",2013,1,0,1
"6568","210317",2014,0,0,0
"6569","210317",2015,4,0,4
"6570","210317",2016,7,0,7
"6571","210317",2017,5,0,5
"6572","210317",2018,3,0,6
"6573","210317",2019,4,0,9
"6574","210317",2020,5,0,5
"6575","210317",2021,5,0,5
"6576","210317",2022,3,0,3
"6577","210317",2023,4,0,4
"6578","210317",2024,5,0,5
"6579","210320",2012,16,0,19
"6580","210320",2013,20,0,20
"6581","210320",2014,36,0,36
"6582","210320",2015,23,0,23
"6583","210320",2016,22,0,26
"6584","210320",2017,23,0,23
"6585","210320",2018,26,0,27
"6586","210320",2019,32,0,34
"6587","210320",2020,25,0,29
"6588","210320",2021,33,0,33
"6589","210320",2022,32,0,32
"6590","210320",2023,19,0,19
"6591","210320",2024,20,0,22
"6592","210325",2012,0,0,5
"6593","210325",2013,0,0,3
"6594","210325",2014,0,0,3
"6595","210325",2015,5,0,9
"6596","210325",2016,3,0,6
"6597","210325",2017,0,0,0
"6598","210325",2018,3,0,3
"6599","210325",2019,5,0,5
"6600","210325",2020,1,0,2
"6601","210325",2021,4,0,10
"6602","210325",2022,4,0,9
"6603","210325",2023,0,0,1
"6604","210325",2024,1,0,1
"6605","210330",2012,36,0,36
"6606","210330",2013,33,0,34
"6607","210330",2014,39,0,40
"6608","210330",2015,43,0,43
"6609","210330",2016,50,0,50
"6610","210330",2017,39,0,39
"6611","210330",2018,40,0,40
"6612","210330",2019,40,0,41
"6613","210330",2020,56,0,56
"6614","210330",2021,47,0,48
"6615","210330",2022,48,0,48
"6616","210330",2023,49,0,49
"6617","210330",2024,39,0,41
"6618","210340",2012,18,0,19
"6619","210340",2013,18,0,19
"6620","210340",2014,12,0,12
"6621","210340",2015,11,1,12
"6622","210340",2016,20,0,20
"6623","210340",2017,15,0,15
"6624","210340",2018,13,0,13
"6625","210340",2019,13,0,13
"6626","210340",2020,20,0,20
"6627","210340",2021,24,0,25
"6628","210340",2022,11,0,11
"6629","210340",2023,22,0,22
"6630","210340",2024,26,0,26
"6631","210350",2012,2,0,12
"6632","210350",2013,3,1,6
"6633","210350",2014,3,1,9
"6634","210350",2015,7,2,15
"6635","210350",2016,9,1,17
"6636","210350",2017,15,0,15
"6637","210350",2018,8,0,8
"6638","210350",2019,14,0,14
"6639","210350",2020,19,0,22
"6640","210350",2021,11,0,13
"6641","210350",2022,17,0,21
"6642","210350",2023,14,0,15
"6643","210350",2024,24,0,24
"6644","210355",2012,0,1,4
"6645","210355",2013,0,1,5
"6646","210355",2014,0,1,4
"6647","210355",2015,0,0,1
"6648","210355",2016,1,0,4
"6649","210355",2017,0,0,0
"6650","210355",2018,6,0,6
"6651","210355",2019,4,0,4
"6652","210355",2020,4,0,4
"6653","210355",2021,7,0,7
"6654","210355",2022,3,0,3
"6655","210355",2023,1,0,2
"6656","210355",2024,5,1,6
"6657","210360",2012,2,2,28
"6658","210360",2013,7,1,17
"6659","210360",2014,21,2,24
"6660","210360",2015,1,1,21
"6661","210360",2016,22,0,23
"6662","210360",2017,14,0,15
"6663","210360",2018,22,0,22
"6664","210360",2019,23,0,24
"6665","210360",2020,19,0,20
"6666","210360",2021,28,0,28
"6667","210360",2022,25,0,26
"6668","210360",2023,22,0,22
"6669","210360",2024,13,0,25
"6670","210370",2012,3,1,11
"6671","210370",2013,12,0,12
"6672","210370",2014,9,0,9
"6673","210370",2015,7,0,7
"6674","210370",2016,7,0,8
"6675","210370",2017,7,0,7
"6676","210370",2018,11,0,11
"6677","210370",2019,12,0,12
"6678","210370",2020,13,0,15
"6679","210370",2021,11,0,15
"6680","210370",2022,3,0,13
"6681","210370",2023,3,0,7
"6682","210370",2024,9,0,14
"6683","210375",2012,0,0,4
"6684","210375",2013,2,0,2
"6685","210375",2014,7,0,7
"6686","210375",2015,1,0,5
"6687","210375",2016,0,0,6
"6688","210375",2017,4,0,4
"6689","210375",2018,6,0,6
"6690","210375",2019,3,0,5
"6691","210375",2020,3,0,4
"6692","210375",2021,5,0,5
"6693","210375",2022,8,0,8
"6694","210375",2023,8,0,8
"6695","210375",2024,4,0,4
"6696","210380",2012,2,0,13
"6697","210380",2013,1,0,9
"6698","210380",2014,1,1,2
"6699","210380",2015,3,0,9
"6700","210380",2016,2,6,13
"6701","210380",2017,9,0,9
"6702","210380",2018,3,0,4
"6703","210380",2019,4,0,5
"6704","210380",2020,6,0,6
"6705","210380",2021,11,0,11
"6706","210380",2022,7,0,7
"6707","210380",2023,6,0,7
"6708","210380",2024,5,0,5
"6709","210390",2012,2,1,3
"6710","210390",2013,0,1,1
"6711","210390",2014,2,0,2
"6712","210390",2015,1,0,1
"6713","210390",2016,2,0,3
"6714","210390",2017,2,0,2
"6715","210390",2018,3,0,3
