"","codmunres","ano","Obito_MIF_investigado_com_Ficha_Sintese","Obito_MIF_investigado_sem_Ficha_Sintese","TOTAL_OBITOS_MULHER_IDADE_FERTIL"
"1","110001",2012,1,0,5
"2","110001",2013,6,0,6
"3","110001",2014,5,0,5
"4","110001",2015,11,0,11
"5","110001",2016,8,0,8
"6","110001",2017,7,0,7
"7","110001",2018,3,0,3
"8","110001",2019,8,0,9
"9","110001",2020,1,1,5
"10","110001",2021,7,0,9
"11","110001",2022,6,0,8
"12","110001",2023,10,0,10
"13","110001",2024,7,0,7
"14","110002",2012,33,0,33
"15","110002",2013,36,0,36
"16","110002",2014,35,0,35
"17","110002",2015,41,0,41
"18","110002",2016,35,0,35
"19","110002",2017,25,0,25
"20","110002",2018,27,0,27
"21","110002",2019,44,0,44
"22","110002",2020,44,0,44
"23","110002",2021,68,0,68
"24","110002",2022,52,0,52
"25","110002",2023,28,0,28
"26","110002",2024,34,0,34
"27","110003",2012,1,0,2
"28","110003",2013,2,0,3
"29","110003",2014,1,0,1
"30","110003",2015,1,0,1
"31","110003",2016,1,1,3
"32","110003",2017,0,1,1
"33","110003",2018,0,0,1
"34","110003",2019,0,1,2
"35","110003",2020,1,0,1
"36","110003",2021,3,0,4
"37","110003",2022,2,0,2
"38","110003",2023,2,0,2
"39","110003",2024,1,0,1
"40","110004",2012,27,0,27
"41","110004",2013,27,0,27
"42","110004",2014,31,0,32
"43","110004",2015,22,0,22
"44","110004",2016,31,0,31
"45","110004",2017,32,0,32
"46","110004",2018,21,0,21
"47","110004",2019,23,0,23
"48","110004",2020,37,0,37
"49","110004",2021,36,0,36
"50","110004",2022,28,0,28
"51","110004",2023,24,0,24
"52","110004",2024,24,0,24
"53","110005",2012,7,0,7
"54","110005",2013,10,0,10
"55","110005",2014,7,0,7
"56","110005",2015,5,0,5
"57","110005",2016,7,0,7
"58","110005",2017,5,0,5
"59","110005",2018,5,0,5
"60","110005",2019,8,0,8
"61","110005",2020,13,0,13
"62","110005",2021,11,0,11
"63","110005",2022,3,0,3
"64","110005",2023,3,0,3
"65","110005",2024,11,0,11
"66","110006",2012,3,0,5
"67","110006",2013,1,0,5
"68","110006",2014,1,0,3
"69","110006",2015,1,1,5
"70","110006",2016,4,0,5
"71","110006",2017,3,0,6
"72","110006",2018,1,0,5
"73","110006",2019,5,0,5
"74","110006",2020,8,0,8
"75","110006",2021,10,0,10
"76","110006",2022,4,0,4
"77","110006",2023,2,0,2
"78","110006",2024,4,0,4
"79","110007",2012,1,0,1
"80","110007",2013,1,0,2
"81","110007",2014,0,0,0
"82","110007",2015,0,0,0
"83","110007",2016,1,0,1
"84","110007",2017,4,0,4
"85","110007",2018,2,0,2
"86","110007",2019,0,0,1
"87","110007",2020,4,0,4
"88","110007",2021,5,0,5
"89","110007",2022,2,0,2
"90","110007",2023,2,0,2
"91","110007",2024,0,0,0
"92","110008",2012,5,0,6
"93","110008",2013,2,0,3
"94","110008",2014,5,0,5
"95","110008",2015,6,0,6
"96","110008",2016,2,0,2
"97","110008",2017,3,0,3
"98","110008",2018,5,0,5
"99","110008",2019,2,0,3
"100","110008",2020,2,0,2
"101","110008",2021,7,0,7
"102","110008",2022,3,0,3
"103","110008",2023,7,0,7
"104","110008",2024,6,0,6
"105","110009",2012,3,0,7
"106","110009",2013,0,0,1
"107","110009",2014,0,0,5
"108","110009",2015,1,0,9
"109","110009",2016,3,0,9
"110","110009",2017,6,0,7
"111","110009",2018,6,0,6
"112","110009",2019,5,0,5
"113","110009",2020,11,0,11
"114","110009",2021,11,0,11
"115","110009",2022,12,0,12
"116","110009",2023,7,0,7
"117","110009",2024,14,0,14
"118","110010",2012,18,0,19
"119","110010",2013,23,0,23
"120","110010",2014,12,0,12
"121","110010",2015,20,0,20
"122","110010",2016,19,0,19
"123","110010",2017,17,0,18
"124","110010",2018,16,0,16
"125","110010",2019,12,0,12
"126","110010",2020,17,0,17
"127","110010",2021,13,0,13
"128","110010",2022,19,0,19
"129","110010",2023,12,0,12
"130","110010",2024,13,0,13
"131","110011",2012,12,0,12
"132","110011",2013,11,0,12
"133","110011",2014,6,0,9
"134","110011",2015,7,0,19
"135","110011",2016,16,0,16
"136","110011",2017,19,0,19
"137","110011",2018,17,0,17
"138","110011",2019,21,0,21
"139","110011",2020,20,0,20
"140","110011",2021,27,0,27
"141","110011",2022,13,0,13
"142","110011",2023,16,0,16
"143","110011",2024,22,0,22
"144","110012",2012,36,0,44
"145","110012",2013,49,0,53
"146","110012",2014,37,0,37
"147","110012",2015,45,1,46
"148","110012",2016,32,0,32
"149","110012",2017,53,0,54
"150","110012",2018,42,0,42
"151","110012",2019,35,0,36
"152","110012",2020,26,0,26
"153","110012",2021,70,0,80
"154","110012",2022,57,0,57
"155","110012",2023,42,0,42
"156","110012",2024,44,0,44
"157","110013",2012,19,0,19
"158","110013",2013,7,0,8
"159","110013",2014,16,0,16
"160","110013",2015,11,0,11
"161","110013",2016,11,0,11
"162","110013",2017,8,0,8
"163","110013",2018,9,0,9
"164","110013",2019,4,0,4
"165","110013",2020,9,0,9
"166","110013",2021,13,0,13
"167","110013",2022,16,0,16
"168","110013",2023,6,0,6
"169","110013",2024,12,0,12
"170","110014",2012,4,0,4
"171","110014",2013,3,0,3
"172","110014",2014,4,0,4
"173","110014",2015,6,0,6
"174","110014",2016,9,0,9
"175","110014",2017,2,0,2
"176","110014",2018,6,0,6
"177","110014",2019,2,0,2
"178","110014",2020,4,0,4
"179","110014",2021,5,0,6
"180","110014",2022,7,0,7
"181","110014",2023,6,0,6
"182","110014",2024,2,0,2
"183","110015",2012,19,0,20
"184","110015",2013,10,0,10
"185","110015",2014,20,1,21
"186","110015",2015,14,0,14
"187","110015",2016,12,0,12
"188","110015",2017,9,0,9
"189","110015",2018,9,0,9
"190","110015",2019,15,0,15
"191","110015",2020,11,0,12
"192","110015",2021,15,0,15
"193","110015",2022,18,0,18
"194","110015",2023,16,0,16
"195","110015",2024,9,0,9
"196","110018",2012,16,0,16
"197","110018",2013,20,0,20
"198","110018",2014,7,0,7
"199","110018",2015,15,0,15
"200","110018",2016,12,0,12
"201","110018",2017,13,0,13
"202","110018",2018,19,0,19
"203","110018",2019,13,0,13
"204","110018",2020,9,0,9
"205","110018",2021,16,0,16
"206","110018",2022,15,0,15
"207","110018",2023,9,0,9
"208","110018",2024,7,0,7
"209","110020",2012,135,2,187
"210","110020",2013,141,1,176
"211","110020",2014,162,1,185
"212","110020",2015,120,0,167
"213","110020",2016,150,0,181
"214","110020",2017,166,0,167
"215","110020",2018,135,1,142
"216","110020",2019,143,2,150
"217","110020",2020,206,0,220
"218","110020",2021,285,0,301
"219","110020",2022,186,0,201
"220","110020",2023,176,0,189
"221","110020",2024,140,0,150
"222","110025",2012,3,0,7
"223","110025",2013,2,0,6
"224","110025",2014,8,0,11
"225","110025",2015,9,0,9
"226","110025",2016,6,0,6
"227","110025",2017,8,0,8
"228","110025",2018,5,0,5
"229","110025",2019,7,0,7
"230","110025",2020,6,0,6
"231","110025",2021,8,0,9
"232","110025",2022,7,0,8
"233","110025",2023,6,0,7
"234","110025",2024,7,0,9
"235","110026",2012,3,0,3
"236","110026",2013,1,0,1
"237","110026",2014,0,0,1
"238","110026",2015,0,0,0
"239","110026",2016,1,0,2
"240","110026",2017,1,0,1
"241","110026",2018,1,0,1
"242","110026",2019,0,0,0
"243","110026",2020,2,0,2
"244","110026",2021,3,0,3
"245","110026",2022,1,0,1
"246","110026",2023,2,0,2
"247","110026",2024,0,0,0
"248","110028",2012,15,0,15
"249","110028",2013,18,0,18
"250","110028",2014,18,0,19
"251","110028",2015,18,0,18
"252","110028",2016,19,0,19
"253","110028",2017,18,0,18
"254","110028",2018,14,0,14
"255","110028",2019,18,0,18
"256","110028",2020,15,0,15
"257","110028",2021,33,0,33
"258","110028",2022,24,0,24
"259","110028",2023,21,0,21
"260","110028",2024,29,0,29
"261","110029",2012,4,0,4
"262","110029",2013,3,0,3
"263","110029",2014,4,0,4
"264","110029",2015,1,0,1
"265","110029",2016,1,0,1
"266","110029",2017,0,0,0
"267","110029",2018,2,0,2
"268","110029",2019,2,0,4
"269","110029",2020,1,0,3
"270","110029",2021,0,0,2
"271","110029",2022,5,0,5
"272","110029",2023,1,0,1
"273","110029",2024,2,0,2
"274","110030",2012,27,0,27
"275","110030",2013,27,0,27
"276","110030",2014,29,0,29
"277","110030",2015,20,0,20
"278","110030",2016,19,0,19
"279","110030",2017,30,0,30
"280","110030",2018,34,0,34
"281","110030",2019,20,0,20
"282","110030",2020,39,0,40
"283","110030",2021,52,0,52
"284","110030",2022,37,0,37
"285","110030",2023,39,0,39
"286","110030",2024,47,0,47
"287","110032",2012,7,0,7
"288","110032",2013,3,0,3
"289","110032",2014,3,0,3
"290","110032",2015,8,0,8
"291","110032",2016,6,0,6
"292","110032",2017,6,0,6
"293","110032",2018,6,0,6
"294","110032",2019,2,0,2
"295","110032",2020,4,0,5
"296","110032",2021,10,0,10
"297","110032",2022,11,0,11
"298","110032",2023,4,0,4
"299","110032",2024,6,0,6
"300","110033",2012,11,0,11
"301","110033",2013,4,0,4
"302","110033",2014,8,0,8
"303","110033",2015,2,0,2
"304","110033",2016,0,0,7
"305","110033",2017,5,0,6
"306","110033",2018,7,0,7
"307","110033",2019,4,0,4
"308","110033",2020,12,0,13
"309","110033",2021,16,0,16
"310","110033",2022,10,0,10
"311","110033",2023,8,0,8
"312","110033",2024,6,0,6
"313","110034",2012,5,0,5
"314","110034",2013,3,0,4
"315","110034",2014,4,0,4
"316","110034",2015,7,0,7
"317","110034",2016,7,0,7
"318","110034",2017,3,0,4
"319","110034",2018,4,0,4
"320","110034",2019,6,0,6
"321","110034",2020,5,0,5
"322","110034",2021,3,0,3
"323","110034",2022,4,0,4
"324","110034",2023,6,0,6
"325","110034",2024,3,0,3
"326","110037",2012,9,0,9
"327","110037",2013,4,0,4
"328","110037",2014,5,0,5
"329","110037",2015,3,0,3
"330","110037",2016,5,0,5
"331","110037",2017,1,0,1
"332","110037",2018,2,0,2
"333","110037",2019,2,0,2
"334","110037",2020,7,0,7
"335","110037",2021,6,0,6
"336","110037",2022,1,0,1
"337","110037",2023,1,0,1
"338","110037",2024,4,0,4
"339","110040",2012,4,0,4
"340","110040",2013,4,0,4
"341","110040",2014,3,0,3
"342","110040",2015,10,0,11
"343","110040",2016,3,0,3
"344","110040",2017,4,0,4
"345","110040",2018,8,0,9
"346","110040",2019,2,0,2
"347","110040",2020,4,0,4
"348","110040",2021,5,0,5
"349","110040",2022,5,0,5
"350","110040",2023,4,0,4
"351","110040",2024,3,0,3
"352","110045",2012,9,0,10
"353","110045",2013,3,1,6
"354","110045",2014,16,0,16
"355","110045",2015,15,0,15
"356","110045",2016,10,0,10
"357","110045",2017,7,0,7
"358","110045",2018,7,0,7
"359","110045",2019,7,0,7
"360","110045",2020,11,0,11
"361","110045",2021,12,0,12
"362","110045",2022,12,0,12
"363","110045",2023,15,0,15
"364","110045",2024,8,0,8
"365","110050",2012,2,0,2
"366","110050",2013,2,0,3
"367","110050",2014,0,0,0
"368","110050",2015,2,0,3
"369","110050",2016,2,0,4
"370","110050",2017,3,0,3
"371","110050",2018,1,0,1
"372","110050",2019,2,0,2
"373","110050",2020,0,0,0
"374","110050",2021,6,0,6
"375","110050",2022,2,0,2
"376","110050",2023,3,0,3
"377","110050",2024,2,0,2
"378","110060",2012,2,0,2
"379","110060",2013,2,0,2
"380","110060",2014,0,0,0
"381","110060",2015,3,0,3
"382","110060",2016,0,0,0
"383","110060",2017,0,1,1
"384","110060",2018,1,0,1
"385","110060",2019,2,0,2
"386","110060",2020,0,0,0
"387","110060",2021,4,0,4
"388","110060",2022,0,0,0
"389","110060",2023,1,0,1
"390","110060",2024,1,0,1
"391","110070",2012,2,0,3
"392","110070",2013,0,0,1
"393","110070",2014,1,0,3
"394","110070",2015,1,0,1
"395","110070",2016,2,0,4
"396","110070",2017,2,0,2
"397","110070",2018,4,0,4
"398","110070",2019,2,0,2
"399","110070",2020,2,0,2
"400","110070",2021,1,0,1
"401","110070",2022,1,0,2
"402","110070",2023,3,0,3
"403","110070",2024,5,0,5
"404","110080",2012,3,0,10
"405","110080",2013,6,0,11
"406","110080",2014,6,0,7
"407","110080",2015,6,0,8
"408","110080",2016,5,1,9
"409","110080",2017,4,0,9
"410","110080",2018,3,0,7
"411","110080",2019,9,0,9
"412","110080",2020,6,0,11
"413","110080",2021,14,0,21
"414","110080",2022,12,0,12
"415","110080",2023,5,0,12
"416","110080",2024,6,0,8
"417","110090",2012,0,0,0
"418","110090",2013,0,0,0
"419","110090",2014,0,0,0
"420","110090",2015,1,0,1
"421","110090",2016,0,0,0
"422","110090",2017,1,0,1
"423","110090",2018,0,0,0
"424","110090",2019,1,0,1
"425","110090",2020,0,0,0
"426","110090",2021,3,0,3
"427","110090",2022,0,0,0
"428","110090",2023,1,1,2
"429","110090",2024,2,0,2
"430","110092",2012,2,0,2
"431","110092",2013,2,0,4
"432","110092",2014,1,0,2
"433","110092",2015,2,1,4
"434","110092",2016,1,0,2
"435","110092",2017,1,2,3
"436","110092",2018,0,0,4
"437","110092",2019,0,1,3
"438","110092",2020,4,0,4
"439","110092",2021,0,1,7
"440","110092",2022,0,0,4
"441","110092",2023,0,0,2
"442","110092",2024,0,0,2
"443","110094",2012,1,0,1
"444","110094",2013,1,0,2
"445","110094",2014,0,0,1
"446","110094",2015,5,0,7
"447","110094",2016,2,0,2
"448","110094",2017,1,0,3
"449","110094",2018,3,0,3
"450","110094",2019,1,0,1
"451","110094",2020,3,0,3
"452","110094",2021,6,0,7
"453","110094",2022,5,0,6
"454","110094",2023,2,0,2
"455","110094",2024,3,0,3
"456","110100",2012,0,1,4
"457","110100",2013,1,0,1
"458","110100",2014,7,0,7
"459","110100",2015,0,0,0
"460","110100",2016,0,0,0
"461","110100",2017,1,0,1
"462","110100",2018,0,0,2
"463","110100",2019,2,0,6
"464","110100",2020,0,0,5
"465","110100",2021,2,0,2
"466","110100",2022,4,0,4
"467","110100",2023,2,0,2
"468","110100",2024,0,0,1
"469","110110",2012,0,0,0
"470","110110",2013,12,0,12
"471","110110",2014,1,0,1
"472","110110",2015,0,0,2
"473","110110",2016,0,0,1
"474","110110",2017,0,0,4
"475","110110",2018,0,0,3
"476","110110",2019,0,0,3
"477","110110",2020,0,0,3
"478","110110",2021,0,0,5
"479","110110",2022,1,0,3
"480","110110",2023,3,0,3
"481","110110",2024,2,0,2
"482","110120",2012,3,0,3
"483","110120",2013,4,0,5
"484","110120",2014,3,0,3
"485","110120",2015,4,0,4
"486","110120",2016,1,0,2
"487","110120",2017,3,0,3
"488","110120",2018,2,0,2
"489","110120",2019,4,0,5
"490","110120",2020,1,0,2
"491","110120",2021,1,0,1
"492","110120",2022,4,0,4
"493","110120",2023,0,0,0
"494","110120",2024,0,0,1
"495","110130",2012,2,0,4
"496","110130",2013,3,0,4
"497","110130",2014,0,0,2
"498","110130",2015,0,1,1
"499","110130",2016,1,0,1
"500","110130",2017,7,0,7
"501","110130",2018,1,0,1
"502","110130",2019,0,0,0
"503","110130",2020,2,0,3
"504","110130",2021,4,0,4
"505","110130",2022,4,0,4
"506","110130",2023,2,0,2
"507","110130",2024,0,0,3
"508","110140",2012,2,0,2
"509","110140",2013,3,0,3
"510","110140",2014,4,0,4
"511","110140",2015,5,0,5
"512","110140",2016,1,0,1
"513","110140",2017,4,0,5
"514","110140",2018,5,0,5
"515","110140",2019,9,0,9
"516","110140",2020,4,0,4
"517","110140",2021,5,0,6
"518","110140",2022,7,0,7
"519","110140",2023,2,0,2
"520","110140",2024,4,0,4
"521","110143",2012,0,1,1
"522","110143",2013,2,0,2
"523","110143",2014,0,0,1
"524","110143",2015,0,0,2
"525","110143",2016,4,0,4
"526","110143",2017,0,0,0
"527","110143",2018,2,0,2
"528","110143",2019,1,0,1
"529","110143",2020,0,0,3
"530","110143",2021,0,0,3
"531","110143",2022,1,0,1
"532","110143",2023,0,0,1
"533","110143",2024,0,0,1
"534","110145",2012,0,0,0
"535","110145",2013,1,0,1
"536","110145",2014,2,0,2
"537","110145",2015,3,0,3
"538","110145",2016,1,0,1
"539","110145",2017,0,0,0
"540","110145",2018,0,0,0
"541","110145",2019,0,0,0
"542","110145",2020,0,0,1
"543","110145",2021,0,0,2
"544","110145",2022,1,0,1
"545","110145",2023,3,0,3
"546","110145",2024,2,0,2
"547","110146",2012,0,0,0
"548","110146",2013,0,0,0
"549","110146",2014,0,0,0
"550","110146",2015,0,0,0
"551","110146",2016,0,1,2
"552","110146",2017,0,0,1
"553","110146",2018,0,0,0
"554","110146",2019,0,0,0
"555","110146",2020,0,0,2
"556","110146",2021,0,0,0
"557","110146",2022,0,0,1
"558","110146",2023,0,0,1
"559","110146",2024,0,0,0
"560","110147",2012,0,0,0
"561","110147",2013,0,0,0
"562","110147",2014,1,0,1
"563","110147",2015,2,0,2
"564","110147",2016,0,0,0
"565","110147",2017,0,0,0
"566","110147",2018,1,0,1
"567","110147",2019,1,0,1
"568","110147",2020,1,0,1
"569","110147",2021,1,0,1
"570","110147",2022,0,0,0
"571","110147",2023,2,0,2
"572","110147",2024,0,0,0
"573","110148",2012,1,0,3
"574","110148",2013,2,0,3
"575","110148",2014,2,0,2
"576","110148",2015,1,0,1
"577","110148",2016,0,0,0
"578","110148",2017,0,2,2
"579","110148",2018,1,0,2
"580","110148",2019,0,0,4
"581","110148",2020,0,0,0
"582","110148",2021,0,0,2
"583","110148",2022,0,0,0
"584","110148",2023,0,0,2
"585","110148",2024,0,0,0
"586","110149",2012,8,0,8
"587","110149",2013,4,0,4
"588","110149",2014,4,0,4
"589","110149",2015,6,0,6
"590","110149",2016,3,0,3
"591","110149",2017,6,0,6
"592","110149",2018,2,0,2
"593","110149",2019,10,0,10
"594","110149",2020,5,0,5
"595","110149",2021,8,0,8
"596","110149",2022,3,0,3
"597","110149",2023,5,0,5
"598","110149",2024,6,0,6
"599","110150",2012,2,0,2
"600","110150",2013,4,0,4
"601","110150",2014,1,0,1
"602","110150",2015,7,0,7
"603","110150",2016,4,0,4
"604","110150",2017,3,0,3
"605","110150",2018,2,0,2
"606","110150",2019,4,0,4
"607","110150",2020,5,0,5
"608","110150",2021,4,0,4
"609","110150",2022,3,0,3
"610","110150",2023,5,0,5
"611","110150",2024,3,0,3
"612","110155",2012,2,0,2
"613","110155",2013,2,0,2
"614","110155",2014,2,0,3
"615","110155",2015,1,0,1
"616","110155",2016,2,0,2
"617","110155",2017,1,0,1
"618","110155",2018,1,0,1
"619","110155",2019,1,0,1
"620","110155",2020,0,2,2
"621","110155",2021,4,0,4
"622","110155",2022,2,0,2
"623","110155",2023,2,0,2
"624","110155",2024,2,0,2
"625","110160",2012,0,0,3
"626","110160",2013,0,3,4
"627","110160",2014,0,0,1
"628","110160",2015,1,0,3
"629","110160",2016,0,0,1
"630","110160",2017,3,0,3
"631","110160",2018,0,0,2
"632","110160",2019,0,0,1
"633","110160",2020,3,0,3
"634","110160",2021,3,0,3
"635","110160",2022,3,0,3
"636","110160",2023,1,0,1
"637","110160",2024,1,0,1
"638","110170",2012,6,0,6
"639","110170",2013,0,0,0
"640","110170",2014,3,0,4
"641","110170",2015,1,0,3
"642","110170",2016,3,0,3
"643","110170",2017,3,0,6
"644","110170",2018,1,0,1
"645","110170",2019,4,0,4
"646","110170",2020,4,0,5
"647","110170",2021,7,0,7
"648","110170",2022,1,0,1
"649","110170",2023,2,0,2
"650","110170",2024,1,0,1
"651","110175",2012,0,0,4
"652","110175",2013,0,0,3
"653","110175",2014,0,0,1
"654","110175",2015,0,0,0
"655","110175",2016,5,0,5
"656","110175",2017,3,0,3
"657","110175",2018,1,0,1
"658","110175",2019,3,0,3
"659","110175",2020,4,0,4
"660","110175",2021,3,0,3
"661","110175",2022,2,0,2
"662","110175",2023,0,0,0
"663","110175",2024,2,0,2
"664","110180",2012,0,0,0
"665","110180",2013,0,0,2
"666","110180",2014,0,0,3
"667","110180",2015,1,0,2
"668","110180",2016,0,0,4
"669","110180",2017,0,0,0
"670","110180",2018,2,0,2
"671","110180",2019,4,0,4
"672","110180",2020,2,0,2
"673","110180",2021,4,0,4
"674","110180",2022,4,0,4
"675","110180",2023,1,0,1
"676","110180",2024,3,0,3
"677","120001",2012,2,0,2
"678","120001",2013,1,0,1
"679","120001",2014,1,0,1
"680","120001",2015,1,0,1
"681","120001",2016,3,0,3
"682","120001",2017,6,0,6
"683","120001",2018,7,0,7
"684","120001",2019,5,0,5
"685","120001",2020,3,0,3
"686","120001",2021,4,0,4
"687","120001",2022,4,0,6
"688","120001",2023,2,0,6
"689","120001",2024,1,0,1
"690","120005",2012,3,0,3
"691","120005",2013,1,0,2
"692","120005",2014,1,0,1
"693","120005",2015,0,0,0
"694","120005",2016,3,0,3
"695","120005",2017,5,0,5
"696","120005",2018,4,0,4
"697","120005",2019,3,0,3
"698","120005",2020,3,0,3
"699","120005",2021,10,0,10
"700","120005",2022,5,0,5
"701","120005",2023,6,0,6
"702","120005",2024,4,0,4
"703","120010",2012,6,0,6
"704","120010",2013,6,0,6
"705","120010",2014,11,0,11
"706","120010",2015,6,0,6
"707","120010",2016,6,0,6
"708","120010",2017,6,0,6
"709","120010",2018,7,0,7
"710","120010",2019,9,0,9
"711","120010",2020,12,0,12
"712","120010",2021,14,0,14
"713","120010",2022,7,0,7
"714","120010",2023,14,0,14
"715","120010",2024,7,0,7
"716","120013",2012,1,0,1
"717","120013",2013,4,0,4
"718","120013",2014,4,0,4
"719","120013",2015,4,0,4
"720","120013",2016,2,0,2
"721","120013",2017,3,0,3
"722","120013",2018,2,0,2
"723","120013",2019,4,0,5
"724","120013",2020,3,0,3
"725","120013",2021,4,0,4
"726","120013",2022,2,0,2
"727","120013",2023,4,0,6
"728","120013",2024,1,0,4
"729","120017",2012,3,0,3
"730","120017",2013,1,0,1
"731","120017",2014,4,0,4
"732","120017",2015,4,0,4
"733","120017",2016,3,0,3
"734","120017",2017,2,0,2
"735","120017",2018,4,0,4
"736","120017",2019,1,0,1
"737","120017",2020,4,0,4
"738","120017",2021,3,0,3
"739","120017",2022,2,1,5
"740","120017",2023,0,0,0
"741","120017",2024,5,0,6
"742","120020",2012,20,0,23
"743","120020",2013,19,0,23
"744","120020",2014,24,0,24
"745","120020",2015,24,0,24
"746","120020",2016,26,0,26
"747","120020",2017,27,0,27
"748","120020",2018,22,0,22
"749","120020",2019,31,0,31
"750","120020",2020,23,0,23
"751","120020",2021,46,0,46
"752","120020",2022,29,0,29
"753","120020",2023,24,0,24
"754","120020",2024,30,2,32
"755","120025",2012,7,0,7
"756","120025",2013,2,0,2
"757","120025",2014,3,0,3
"758","120025",2015,3,0,3
"759","120025",2016,4,0,4
"760","120025",2017,5,0,5
"761","120025",2018,7,0,7
"762","120025",2019,4,0,4
"763","120025",2020,10,0,10
"764","120025",2021,10,0,10
"765","120025",2022,7,0,8
"766","120025",2023,6,0,6
"767","120025",2024,8,0,8
"768","120030",2012,6,0,7
"769","120030",2013,4,0,11
"770","120030",2014,9,0,9
"771","120030",2015,10,0,10
"772","120030",2016,13,0,13
"773","120030",2017,11,0,11
"774","120030",2018,7,0,7
"775","120030",2019,8,0,8
"776","120030",2020,12,0,12
"777","120030",2021,19,0,19
"778","120030",2022,12,0,12
"779","120030",2023,7,0,9
"780","120030",2024,1,0,12
"781","120032",2012,2,0,2
"782","120032",2013,1,0,1
"783","120032",2014,2,0,2
"784","120032",2015,2,0,2
"785","120032",2016,2,0,2
"786","120032",2017,1,0,1
"787","120032",2018,3,0,3
"788","120032",2019,1,0,1
"789","120032",2020,0,0,1
"790","120032",2021,0,0,0
"791","120032",2022,1,0,4
"792","120032",2023,1,0,1
"793","120032",2024,2,0,2
"794","120033",2012,1,0,1
"795","120033",2013,7,0,8
"796","120033",2014,7,0,7
"797","120033",2015,3,0,3
"798","120033",2016,3,0,3
"799","120033",2017,4,0,4
"800","120033",2018,8,0,8
"801","120033",2019,10,0,10
"802","120033",2020,2,0,6
"803","120033",2021,7,0,10
"804","120033",2022,5,0,5
"805","120033",2023,6,0,6
"806","120033",2024,8,0,8
"807","120034",2012,2,0,2
"808","120034",2013,0,0,0
"809","120034",2014,3,0,3
"810","120034",2015,2,0,2
"811","120034",2016,1,0,1
"812","120034",2017,5,0,5
"813","120034",2018,1,0,1
"814","120034",2019,5,0,5
"815","120034",2020,5,0,5
"816","120034",2021,9,0,9
"817","120034",2022,6,0,6
"818","120034",2023,2,0,2
"819","120034",2024,6,0,6
"820","120035",2012,6,0,6
"821","120035",2013,3,0,3
"822","120035",2014,2,0,2
"823","120035",2015,4,0,4
"824","120035",2016,3,0,3
"825","120035",2017,5,0,5
"826","120035",2018,3,0,3
"827","120035",2019,3,0,5
"828","120035",2020,2,0,3
"829","120035",2021,6,0,8
"830","120035",2022,1,0,2
"831","120035",2023,6,0,6
"832","120035",2024,2,0,2
"833","120038",2012,5,0,6
"834","120038",2013,8,0,8
"835","120038",2014,6,0,6
"836","120038",2015,5,0,5
"837","120038",2016,8,0,8
"838","120038",2017,1,0,1
"839","120038",2018,5,0,5
"840","120038",2019,2,0,2
"841","120038",2020,5,0,5
"842","120038",2021,7,0,7
"843","120038",2022,7,0,7
"844","120038",2023,3,0,3
"845","120038",2024,5,0,5
"846","120039",2012,1,0,2
"847","120039",2013,0,0,0
"848","120039",2014,1,0,1
"849","120039",2015,0,0,0
"850","120039",2016,3,0,3
"851","120039",2017,0,0,0
"852","120039",2018,4,0,4
"853","120039",2019,2,0,3
"854","120039",2020,0,0,0
"855","120039",2021,10,0,10
"856","120039",2022,2,0,2
"857","120039",2023,4,0,4
"858","120039",2024,2,0,2
"859","120040",2012,141,0,143
"860","120040",2013,119,1,124
"861","120040",2014,126,0,131
"862","120040",2015,112,1,121
"863","120040",2016,105,0,107
"864","120040",2017,145,0,152
"865","120040",2018,144,0,149
"866","120040",2019,120,1,131
"867","120040",2020,120,2,184
"868","120040",2021,91,4,235
"869","120040",2022,107,0,109
"870","120040",2023,130,0,132
"871","120040",2024,136,0,137
"872","120042",2012,3,0,3
"873","120042",2013,1,0,2
"874","120042",2014,6,0,6
"875","120042",2015,3,0,3
"876","120042",2016,5,0,5
"877","120042",2017,0,0,0
"878","120042",2018,3,0,3
"879","120042",2019,6,0,7
"880","120042",2020,4,0,4
"881","120042",2021,6,0,7
"882","120042",2022,3,0,3
"883","120042",2023,5,0,5
"884","120042",2024,5,0,6
"885","120043",2012,1,0,2
"886","120043",2013,1,0,1
"887","120043",2014,3,0,3
"888","120043",2015,4,0,4
"889","120043",2016,2,0,2
"890","120043",2017,2,0,2
"891","120043",2018,2,0,2
"892","120043",2019,1,0,1
"893","120043",2020,4,0,4
"894","120043",2021,5,0,6
"895","120043",2022,5,0,6
"896","120043",2023,3,0,3
"897","120043",2024,6,0,9
"898","120045",2012,4,0,4
"899","120045",2013,7,0,7
"900","120045",2014,3,0,3
"901","120045",2015,11,0,11
"902","120045",2016,8,0,8
"903","120045",2017,3,0,3
"904","120045",2018,10,0,10
"905","120045",2019,10,0,10
"906","120045",2020,6,0,6
"907","120045",2021,15,0,15
"908","120045",2022,10,0,10
"909","120045",2023,13,0,13
"910","120045",2024,6,0,6
"911","120050",2012,14,0,14
"912","120050",2013,11,0,11
"913","120050",2014,8,0,9
"914","120050",2015,9,0,9
"915","120050",2016,12,0,12
"916","120050",2017,10,0,10
"917","120050",2018,15,0,15
"918","120050",2019,15,0,15
"919","120050",2020,8,0,12
"920","120050",2021,22,0,22
"921","120050",2022,10,0,10
"922","120050",2023,11,0,11
"923","120050",2024,15,0,15
"924","120060",2012,13,0,15
"925","120060",2013,7,0,12
"926","120060",2014,14,0,14
"927","120060",2015,14,0,14
